timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,neff,update_time_ms
30.82,0.15850057581850668,0.10772745198729865,-0.7789671562383595,-0.238743,-0.171449,0.044935,0.4855326455278678,1000,719.6773664996797,1483.182430267334
30.92,0.16523648602294516,0.09953179256635386,-0.7798122403669995,-0.223758,-0.170776,0.044935,0.47369084103278825,1000,716.963309091187,1403.5778045654297
31.02,0.17197179090929635,0.09218739079671064,-0.781974073480006,-0.208774,-0.170102,0.044935,0.4623451976820514,1000,713.0728747591259,1406.6343307495117
31.12,0.1799669559903621,0.08508912436342685,-0.7794134659849111,-0.193789,-0.169428,0.044935,0.45218633463705815,1000,712.8558749885508,1397.0880508422852
31.22,0.1872797828109685,0.07791008466401662,-0.778373182559961,-0.178804,-0.168754,0.044935,0.4414300700001366,1000,711.2550201216591,1441.150426864624
31.32,0.19453895185490583,0.07068190013084844,-0.7797231058371746,-0.163819,-0.16808,0.044935,0.4306131287034062,1000,709.101554361365,1483.4706783294678
31.42,0.20127880086940442,0.06340273627458448,-0.7785673224783832,-0.148834,-0.167407,0.044935,0.41934723999540346,1000,704.4657798228468,1438.9567375183105
31.52,0.207984804043383,0.056151251705401174,-0.7788516026673227,-0.133849,-0.166733,0.044935,0.4080781043440662,1000,702.3599411094133,1412.0538234710693
31.62,0.21583827763129484,0.04863569702307984,-0.7796690487037675,-0.118864,-0.166059,0.044935,0.39764233625383555,1000,702.3114897199649,1418.3781147003174
31.72,0.2229173791679447,0.04122415122075885,-0.7784765831162912,-0.10388,-0.165385,0.044935,0.38663143741708306,1000,699.1714944778687,1391.5174007415771
31.82,0.22586748333626946,0.03673727044358742,-0.7586444802034036,-0.091006,-0.164814,0.054966,0.3755419005371906,1000,688.752376124687,1400.5560874938965
31.92,0.21452705401076003,0.03946272639250542,-0.6570818567563205,-0.090838,-0.164801,0.147117,0.3673846569070988,1000,654.4773002162915,1402.6248455047607
32.02,0.20518135651811162,0.03812976746755744,-0.5824927777387248,-0.088516,-0.164246,0.226016,0.3566708405292051,1000,627.1636652465373,1376.2574195861816
32.12,0.21252219539827794,0.03342783400585812,-0.579533745521012,-0.073886,-0.160877,0.226001,0.3460982850424749,1000,621.6665438241472,1397.5167274475098
32.22,0.22120347151403844,0.027480351132726354,-0.5809668240060563,-0.059263,-0.157515,0.22599,0.33598321622404836,1000,621.00447221312,1406.5210819244385
32.32,0.22974558260721434,0.021761397142969763,-0.581854315149776,-0.044643,-0.154154,0.225987,0.32593760325737936,1000,617.7110954726985,1413.7020111083984
32.42,0.23497770902175355,0.016717412621303933,-0.5620966740385829,-0.032292,-0.151367,0.239012,0.31573005420267103,1000,611.6091025400942,1437.718391418457
32.52,0.2235325703342818,0.021001344191110147,-0.46003388755709745,-0.032154,-0.151328,0.330838,0.30833913977736555,1000,510.59849512043917,1464.146614074707
32.62,0.16947597185695984,0.06351795033582246,-0.30806126105023207,-0.032174,-0.151324,0.420915,0.29465195532019245,1000,784.4028553784091,1416.5921211242676
32.72,0.1676137328089955,0.06023062546713458,-0.2498197594787422,-0.027129,-0.148707,0.478514,0.28562153860967915,1000,764.2224173428369,1416.029930114746
32.82,0.1786485593104097,0.05749417177528009,-0.24985542066391098,-0.013803,-0.141795,0.478491,0.2770447196174026,1000,764.3542104355172,1424.6454238891602
32.92,0.18920646482610315,0.05479131557778628,-0.24811378997988529,-0.000484,-0.134888,0.478482,0.2682549444166883,1000,762.3158517257293,1386.3348960876465
33.02,0.19984408013657665,0.052364296373040985,-0.24805290383893164,0.012832,-0.127981,0.47848,0.259803664410049,1000,760.5989707730135,1393.0456638336182
33.12,0.21046009909543206,0.04986568147530908,-0.24813077954729734,0.026148,-0.121075,0.478479,0.25137952672444797,1000,757.7946882864479,1414.182186126709
33.22,0.22145264574307164,0.047183693114098806,-0.24692950048478587,0.039464,-0.114168,0.478479,0.24321643869233744,1000,757.3338589060124,1423.4247207641602
33.32,0.23203966243192847,0.04455092314627064,-0.24802422567160096,0.052779,-0.107262,0.478479,0.23490753229675138,1000,754.7467223913812,1416.7256355285645
33.42,0.24272999772557916,0.042193613856628454,-0.24784963337767185,0.066095,-0.100355,0.478479,0.22698024084479584,1000,754.0051684275721,1426.5573024749756
33.52,0.2533530446300189,0.039385883991631954,-0.2470747711439385,0.07941,-0.093449,0.478479,0.2188636314699888,1000,751.4833795428793,1487.633228302002
33.62,0.263473654840843,0.03672380765909717,-0.24799773466487435,0.092726,-0.086543,0.478479,0.21059313261384502,1000,749.3398640044973,1462.477207183838
33.72,0.2745618843219533,0.03393566765472169,-0.2480989451957532,0.106041,-0.079636,0.478479,0.20321863139615845,1000,749.6696220648946,1437.5884532928467
33.82,0.2835104041359723,0.026106662947172916,-0.34393625275811807,0.106465,-0.079623,0.3889,0.2062130857937792,1000,780.1590364070664,1451.124906539917
33.92,0.2904199137155378,0.020676640473366818,-0.38348902536433366,0.114332,-0.076545,0.351938,0.201144228684353,1000,783.7192798082054,1412.642240524292
34.02,0.3011092767182294,0.01672099585881345,-0.3834891545565161,0.128419,-0.07137,0.35195,0.19386065930047833,1000,783.6838375264797,1429.0785789489746
34.12,0.31090203777875686,0.012660104350129032,-0.3825546767341004,0.142502,-0.066198,0.351953,0.185949383826843,1000,780.9264922682476,1403.0001163482666
34.22,0.3222049514961208,0.007896327460027447,-0.3839116171490502,0.156583,-0.061026,0.351954,0.17939040676661233,1000,782.9540907590728,1407.520055770874
34.32,0.3214686905589918,0.0012916931772688524,-0.463375217751199,0.159979,-0.059963,0.2807,0.17271669749355523,1000,784.7984909011109,1428.056001663208
34.42,0.30001198780413874,-0.026142737833259978,-0.5978277524215434,0.159973,-0.059974,0.190745,0.14406759665171906,1000,659.8318012838591,1409.1966152191162
34.52,0.30249103950198303,-0.03655143377959541,-0.6410285598742023,0.168206,-0.058723,0.147083,0.1361030866024534,1000,656.1906100106412,1388.2291316986084
34.62,0.30879270939821013,-0.04445158736191276,-0.661971273477723,0.180801,-0.056906,0.134775,0.1285962288282033,1000,655.3054852867517,1433.638572692871
34.72,0.22609256611550127,-0.0008865109557884622,-0.7183787485581814,0.180966,-0.056936,0.042815,0.07195798907344408,1000,436.2468899030659,1427.156925201416
34.82,0.2159310038181037,-0.019497680575370477,-0.7788412673365795,0.189082,-0.056936,-0.003162,0.04607056291565298,1000,908.7808428368115,1426.5098571777344
34.92,0.22288509798117107,-0.026608719133422352,-0.7796179910413408,0.204091,-0.056987,-0.003142,0.03572195497638023,1000,909.334956158811,1425.0829219818115
35.02,0.22939050170499498,-0.032889198331949955,-0.7794518452604776,0.219093,-0.057034,-0.003136,0.026248999770540717,1000,908.9819350594621,1408.5683822631836
35.12,0.23636316375714023,-0.0388660961037826,-0.7799122016716117,0.234094,-0.05708,-0.003134,0.018354710547904645,1000,909.8937365949164,1472.8963375091553
35.22,0.23933278966503774,-0.04702734730112644,-0.8208435857152337,0.244222,-0.057113,-0.032222,0.011208245538968051,1000,901.1426387341112,1480.2403450012207
35.32,0.23703976237231014,-0.0533673813894131,-0.8942808257085693,0.246462,-0.057369,-0.112775,0.010236772607479851,1000,878.624794641549,1444.6463584899902
35.42,0.24282769825257197,-0.06090601950973223,-0.8964242576778954,0.261376,-0.059065,-0.112762,0.01863944340770014,1000,878.3047789550064,1457.1070671081543
35.52,0.24869487658228145,-0.06803022310638826,-0.8960658464327358,0.276284,-0.060754,-0.112756,0.028532492944922334,1000,879.7521475990649,1430.379867553711
35.62,0.2548689965678482,-0.07557677481954164,-0.895532011199053,0.29119,-0.062442,-0.112755,0.03862301904147896,1000,880.5354258906656,1436.4101886749268
35.72,0.24692444897230562,-0.08160066309633326,-0.9716679549746245,0.295134,-0.06287,-0.180018,0.0517203881493576,1000,849.4588806535679,1473.9727973937988
