t,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles
1,-0.06647723308091597,-0.1487717764409532,-1.8780915049150277,-0.547518,-0.55,-8.2e-05,0.6264058642912349,1141
2,-0.21719215653096927,-0.21729940864001335,-1.9008856563516547,-0.544518,-0.55,-8.2e-05,0.4667246418328448,746
3,-0.31482481999045403,-0.32903251909694686,-1.7930884232736584,-0.541518,-0.550001,-8.2e-05,0.316570477801458,500
4,-0.3685855574765549,-0.3922592192923641,-1.7462610148240911,-0.538518,-0.550001,-8.2e-05,0.23186095920357067,500
5,-0.3605210001454076,-0.4275208652588386,-1.6541801927428403,-0.535518,-0.550001,-8.2e-05,0.21360087397836477,500
6,-0.3724445446795727,-0.43679389749771214,-1.6338546074782032,-0.532518,-0.550001,-8.2e-05,0.19605958062585044,500
7,-0.3560130443051011,-0.45573406323308624,-1.5623198590975018,-0.529518,-0.550002,-8.2e-05,0.197459903658894,500
8,-0.35199013313303984,-0.4589325251192485,-1.5501411359273558,-0.526518,-0.550002,-8.2e-05,0.1968594055873054,500
9,-0.34637919091798286,-0.5132084640547246,-1.4700879240592697,-0.523518,-0.550002,-8.2e-05,0.1809196561193714,500
10,-0.3238865752330381,-0.5294680399751385,-1.3824093789170298,-0.520518,-0.550002,-8.2e-05,0.19770068467303806,500
11,-0.3088247438590582,-0.5521019742011399,-1.3196487818122185,-0.517518,-0.550003,-8.2e-05,0.20870381130062238,500
12,-0.28993022761577064,-0.5617963212325306,-1.2627253944577053,-0.514518,-0.550003,-8.2e-05,0.2248971985823836,500
13,-0.28036852326416994,-0.5531989332978898,-1.251518587544988,-0.511518,-0.550003,-8.2e-05,0.2311715695860817,500
14,-0.27457570913801954,-0.571190859368263,-1.2268000663691445,-0.508518,-0.550003,-8.2e-05,0.23489981021354778,500
15,-0.2667008812717693,-0.5970397781304895,-1.1942761246136864,-0.505518,-0.550004,-8.2e-05,0.243404972467685,500
16,-0.2510863995341075,-0.6179640976831421,-1.1587207674934834,-0.502518,-0.550004,-8.2e-05,0.26045426583172415,500
17,-0.24380905366956887,-0.6206692067068315,-1.1473493941077564,-0.499518,-0.550004,-8.2e-05,0.26529349157553517,500
18,-0.24308202130292328,-0.6279250303696707,-1.1432158397275392,-0.496518,-0.550004,-8.2e-05,0.26514426690391835,500
19,-0.24201652492899606,-0.6416779147961956,-1.1333613181426265,-0.493518,-0.550005,-8.2e-05,0.2676880932542973,500
20,-0.23948930867989726,-0.6415559641221891,-1.1329961456629372,-0.490518,-0.550005,-8.2e-05,0.26720213864710324,500
21,-0.23822177020322416,-0.6529547643951862,-1.1274764469986185,-0.487518,-0.550005,-8.2e-05,0.26971700758371026,500
22,-0.23543318445464162,-0.6592720869327325,-1.1236186185714643,-0.484518,-0.550005,-8.2e-05,0.271997319144933,500
23,-0.23485262040102103,-0.6602593046308235,-1.1256173057129504,-0.481518,-0.550005,-8.2e-05,0.2701847908049874,500
24,-0.23268159597982732,-0.6650334462639858,-1.1234708305457928,-0.478518,-0.550006,-8.2e-05,0.2714163792691659,556
25,-0.23226675570632888,-0.6656714961627129,-1.1255483376980995,-0.475518,-0.550006,-8.2e-05,0.2693504684476822,500
26,-0.2333999209011213,-0.6627749908334046,-1.1315675894607866,-0.472518,-0.550006,-8.2e-05,0.2643753033956124,500
27,-0.22886374294186335,-0.6729747907631141,-1.1236253558264158,-0.469518,-0.550006,-8.2e-05,0.270251355115837,514
28,-0.22837225851011275,-0.6738472794906627,-1.1257004389900287,-0.466518,-0.550007,-8.2e-05,0.2684209548714363,500
29,-0.2271027081312877,-0.6765046372234057,-1.1256204639963727,-0.463518,-0.550007,-8.2e-05,0.2681302714213238,500
30,-0.22672149844102255,-0.6771947836629035,-1.1276377528816863,-0.460518,-0.550007,-8.2e-05,0.2661532198833944,500
31,-0.2245185519519486,-0.6819135656581582,-1.125550887145188,-0.457518,-0.550007,-8.2e-05,0.267746306892227,500
32,-0.22240040859863114,-0.6864350165942099,-1.123592316917206,-0.454518,-0.550008,-8.2e-05,0.26924135472614463,500
33,-0.2210621142529761,-0.6892121618172729,-1.123568450126475,-0.451518,-0.550008,-8.2e-05,0.2692354247544234,500
34,-0.21936232115620802,-0.6927905430141268,-1.1227155848319363,-0.448518,-0.550008,-8.2e-05,0.26999848098820867,880
35,-0.21848436352597542,-0.6945850472839967,-1.1235169235805493,-0.445518,-0.550008,-8.2e-05,0.26915942244695534,500
36,-0.21692410353281777,-0.6978616947098418,-1.1229668777219668,-0.442518,-0.550009,-8.2e-05,0.26972768759659704,719
37,-0.21548302566591132,-0.7008699787058856,-1.1226823725592885,-0.439518,-0.550009,-8.2e-05,0.2700938811246443,921
38,-0.2144866988398116,-0.7029195419749793,-1.1233662740086623,-0.436518,-0.550009,-8.2e-05,0.26959141778248097,541
39,-0.2129082196323864,-0.7062137218093907,-1.1226352131811175,-0.433518,-0.550009,-8.2e-05,0.27031202398227844,929
40,-0.21296813751943564,-0.7060772037375272,-1.1254469941191012,-0.430518,-0.55001,-8.2e-05,0.2677403868447256,500
41,-0.21083812889392267,-0.710521479809058,-1.1234979064081096,-0.427518,-0.55001,-8.2e-05,0.26965552412854427,500
42,-0.21053620361623637,-0.7111810833725756,-1.1254565087209476,-0.424518,-0.55001,-8.2e-05,0.26788864720087,500
43,-0.20925853651016282,-0.7138444261020024,-1.1253349132861399,-0.421518,-0.55001,-8.2e-05,0.268133919930258,500
44,-0.20681459058125495,-0.7188697484814658,-1.1229058657323923,-0.418518,-0.550011,-8.2e-05,0.27079809914075786,655
45,-0.20526426963162145,-0.7220839584581691,-1.1226593517814885,-0.415518,-0.550011,-8.2e-05,0.27169051173415243,831
46,-0.20369889448790515,-0.7253291842565897,-1.1222472887666386,-0.412518,-0.550011,-8.2e-05,0.27265708235418884,1505
47,-0.20227000569525475,-0.7282851438962503,-1.1219609354252427,-0.409518,-0.550011,-8.2e-05,0.27337410544029345,2783
