timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,update_time_ms
0.12,-0.45154454620260065,-0.5393585383639324,-0.0058742550543055185,-0.4588,-0.55,0.0,0.012879530874923011,1500,164.16382789611816
0.22,-0.450465921337981,-0.5315248320943564,0.006913660948130606,-0.4588,-0.55,0.0,0.020267922840943624,1500,448.99988174438477
0.32,-0.44860476611607625,-0.5226300425141166,0.023992346209200183,-0.4588,-0.55,0.0,0.029207145816169264,1500,454.5879364013672
0.42,-0.4455923643568351,-0.5204393751956553,0.017403170776085483,-0.4588,-0.55,0.0,0.03237703164445193,1500,447.45635986328125
0.52,-0.44683006226067296,-0.5155898548416619,0.01874588607518206,-0.4588,-0.55,0.0,0.036432643320259785,1500,429.2614459991455
0.62,-0.44850007308161066,-0.5129050941814921,0.029505443179206416,-0.4588,-0.55,0.0,0.03849831856338839,1500,432.4817657470703
0.72,-0.4477940504794582,-0.5099111262686212,0.02957967645641444,-0.4588,-0.55,0.0,0.04157221093349677,1500,450.0389099121094
0.82,-0.45040759613406806,-0.5021647437899914,0.03349981745362782,-0.4588,-0.55,0.0,0.04856587463771323,1500,451.25889778137207
0.92,-0.44943673371783754,-0.4982369085046597,0.03924597713524046,-0.4588,-0.55,0.0,0.05260312154830413,1500,457.4611186981201
1.02,-0.4508554025397925,-0.4954199254884048,0.03933254030087874,-0.4588,-0.55,0.0,0.055155246010656356,1500,433.11333656311035
1.12,-0.45240736937760145,-0.4916293681475644,0.042197918172635636,-0.4588,-0.55,0.0,0.05871964227689914,1500,451.10511779785156
1.22,-0.45408645219498767,-0.48614891101321556,0.04558565175728998,-0.4588,-0.55,0.0,0.06402483188348415,1500,486.9978427886963
1.32,-0.4542137121019292,-0.4837415586246334,0.049121885302977925,-0.4588,-0.55,0.0,0.06641697892991585,1500,477.8597354888916
1.42,-0.4550181883409465,-0.48210241687853533,0.05615316380118725,-0.4588,-0.55,0.0,0.0680028226852442,1500,476.75061225891113
1.52,-0.4515534864014577,-0.47687753193924215,0.06013169740649848,-0.4588,-0.55,0.0,0.07348065932359628,1500,460.996150970459
1.62,-0.45298467205991144,-0.4720054094257512,0.06284829209103711,-0.4588,-0.55,0.0,0.07821108743583279,1500,452.52227783203125
1.72,-0.452085503708112,-0.4702016205398367,0.06597352934209226,-0.4588,-0.55,0.0,0.08008037103386818,1500,435.23502349853516
1.82,-0.4529148006064333,-0.46270189046450183,0.0678697865873463,-0.4588,-0.55,0.0,0.087496259922204,1500,454.0095329284668
1.92,-0.45400015970618307,-0.45884030818380184,0.07895829816250226,-0.4588,-0.55,0.0,0.09128596759015255,1500,443.99261474609375
2.02,-0.45184336512613754,-0.45540342655373867,0.08763851767968645,-0.4588,-0.55,0.0,0.09485202410355913,1500,429.0027618408203
2.12,-0.45105910003972294,-0.4516141755070877,0.0921108279443888,-0.4588,-0.55,0.0,0.09868987786670508,1500,429.1837215423584
2.22,-0.4547667149773494,-0.4402729520185125,0.10643715476819213,-0.4588,-0.55,0.0,0.10980114956959969,1500,427.0002841949463
2.32,-0.4577642163340765,-0.43556264373077014,0.12320065029549077,-0.4588,-0.55,0.0,0.11444204366269088,1500,450.03700256347656
2.42,-0.4568487177948274,-0.43290373728164205,0.1312021566780054,-0.4588,-0.55,0.0,0.117112519590567,1500,455.0318717956543
2.52,-0.4545351818752384,-0.43414174046163456,0.1300716982133331,-0.4588,-0.55,0.0,0.11593672833445212,1500,439.03374671936035
2.62,-0.45411473030413824,-0.43087204756009373,0.14100889068473177,-0.4588,-0.55,0.0,0.11922005202417729,1500,422.96338081359863
2.72,-0.4561991428372954,-0.4220877358592347,0.14943112442140083,-0.4588,-0.55,0.0,0.1279387031964828,1500,430.3297996520996
2.82,-0.4577097539529709,-0.41572195000664114,0.16293507980846586,-0.4588,-0.55,0.0,0.1342824759470202,1500,461.6837501525879
2.92,-0.45883211673306706,-0.40487168480811075,0.17514470501034346,-0.4588,-0.55,0.0,0.1451283187455877,1500,435.03499031066895
3.02,-0.4619663614414595,-0.39622018617407884,0.18528435225146317,-0.4588,-0.55,0.0,0.15381240842374502,1500,437.64376640319824
3.12,-0.46282305234960913,-0.3919915815850793,0.19329121939707525,-0.4588,-0.55,0.0,0.15805962558538586,1500,430.27734756469727
3.22,-0.46530863042767845,-0.3843593239021913,0.206583601915382,-0.4588,-0.55,0.0,0.16576850077195998,1500,436.9635581970215
3.32,-0.4677102121602905,-0.3781911371129446,0.21594557328813213,-0.4588,-0.55,0.0,0.17203975484545542,1500,437.9992485046387
3.42,-0.45588131287649836,-0.3655271679147016,0.22865433074429178,-0.444378,-0.550001,-7.6e-05,0.18483214258177466,1500,441.51878356933594
3.52,-0.44228815872597677,-0.35773840378968974,0.2406753908761109,-0.429377,-0.550002,-7.6e-05,0.1926966228229457,1500,433.00509452819824
3.62,-0.4308367964255793,-0.3489232713309097,0.24885449678203259,-0.414377,-0.550003,-7.6e-05,0.20175227924364694,1500,433.03537368774414
3.72,-0.4170228974144204,-0.34317029315103764,0.24848688891282816,-0.399377,-0.550004,-7.6e-05,0.20758506686282316,1500,423.63595962524414
3.82,-0.4100157068573149,-0.33461649111636416,0.2566241483072628,-0.389867,-0.550005,-3e-06,0.21632887035053383,1500,418.0004596710205
3.92,-0.4102323008629262,-0.3335208076662878,0.26031733868570306,-0.389868,-0.550005,-3e-06,0.2174399003863262,1500,430.77874183654785
4.02,-0.4118480183499463,-0.32873679256440463,0.26548440734671974,-0.389868,-0.550005,-3e-06,0.22235723695986515,1500,468.0008888244629
