timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,update_time_ms
0.22,-0.3496549624464473,-0.5186652503538255,-0.12610889616850568,-0.4588,-0.55,0.0,0.11355397728813758,1000,141.9978141784668
0.42,-0.2731433306739156,-0.5080249948259469,-0.24835990167387392,-0.4588,-0.55,0.0,0.19034258568333265,1000,270.5965042114258
0.62,-0.2179246140212044,-0.5089040882148833,-0.35134743739560104,-0.4588,-0.55,0.0,0.24435594025086407,1000,270.37739753723145
0.82,-0.17284444257529386,-0.5126577829261747,-0.438363371763701,-0.4588,-0.55,0.0,0.28838346346152216,1000,268.80812644958496
1.02,-0.14658173508651834,-0.5227727998792288,-0.5310821653258229,-0.4588,-0.55,0.0,0.31340319936465477,1000,278.9614200592041
1.22,-0.1418417666121765,-0.5295616584276558,-0.5954604467348791,-0.4588,-0.55,0.0,0.31761651014794207,1000,305.0060272216797
1.42,-0.15090182053286705,-0.5316248653150716,-0.6571982223639501,-0.4588,-0.55,0.0,0.30844599931570527,1000,294.9938774108887
1.62,-0.14776156841371957,-0.5320954291784669,-0.6925513121709198,-0.4588,-0.55,0.0,0.31155333344382075,1000,293.0026054382324
1.82,-0.15159044484690135,-0.5330319495097074,-0.7195047482151385,-0.4588,-0.55,0.0,0.30767779496545716,1000,295.59946060180664
2.02,-0.15835200236255362,-0.5316284299194008,-0.7425568613638994,-0.4588,-0.55,0.0,0.30100915911576065,1000,290.9989356994629
2.22,-0.1642935096391627,-0.5353531029657539,-0.7808994284012701,-0.4588,-0.55,0.0,0.29487048759987794,1000,288.01846504211426
2.42,-0.1740065441904554,-0.5360203896509015,-0.7998279654647403,-0.4588,-0.55,0.0,0.2851363568145172,1000,281.01587295532227
2.62,-0.17867609465557402,-0.5399074358513206,-0.8197275256021695,-0.4588,-0.55,0.0,0.2803056585167487,1000,296.53429985046387
2.82,-0.17171363360807804,-0.5436401495321,-0.8343115057721232,-0.4588,-0.55,0.0,0.2871568029249715,1000,271.4734077453613
3.02,-0.18318006024611458,-0.5479268126451154,-0.8685408526870292,-0.4588,-0.55,0.0,0.27562773680408853,1000,273.0393409729004
3.22,-0.17921456429151805,-0.5477733951050676,-0.8813981517277217,-0.4588,-0.55,0.0,0.2795943018547764,1000,280.9605598449707
3.42,-0.16212379534031499,-0.5655083111191659,-0.8792594965682045,-0.444378,-0.550001,-7.6e-05,0.2826798767974437,1000,276.03912353515625
3.62,-0.14330511179520783,-0.5861284282001803,-0.8694474833870327,-0.414377,-0.550003,-7.6e-05,0.27346849020967245,1000,274.4925022125244
3.82,-0.13925152875025518,-0.5985399666439057,-0.8920636565588664,-0.389867,-0.550005,-3e-06,0.2552719283761078,1000,289.1559600830078
4.02,-0.1523347248775416,-0.5901793464614169,-0.8973267213991444,-0.389868,-0.550005,-3e-06,0.2409066933565846,1000,284.8176956176758
4.22,-0.16022071247103087,-0.5897304872368532,-0.9068987989756752,-0.384446,-0.550005,-7.8e-05,0.22771713572687996,1000,294.50511932373047
4.42,-0.1524418864009834,-0.5949820875431068,-0.9062611283378484,-0.354445,-0.550008,-7.8e-05,0.20694909145495718,1000,279.9999713897705
4.62,-0.14149532279227964,-0.6063887770133991,-0.8912287092427026,-0.324445,-0.55001,-7.8e-05,0.1914396795022799,1000,266.5424346923828
4.82,-0.12228278578648243,-0.6185848267118718,-0.8755095155599829,-0.294445,-0.550013,-7.8e-05,0.1853157398104761,1000,273.5581398010254
5.02,-0.09599568985546314,-0.6263133070954034,-0.8497854384894276,-0.264445,-0.550015,-7.8e-05,0.18492323205534467,1000,275.9969234466553
5.22,-0.059303488794820586,-0.6350403891535579,-0.8127711643486406,-0.234445,-0.550017,-7.8e-05,0.194688278153543,1000,271.96812629699707
5.42,-0.014131551932024491,-0.645228699679967,-0.7630211728035775,-0.204445,-0.55002,-7.8e-05,0.2128001527496448,1000,272.9954719543457
5.62,0.04671387688729239,-0.6479463387805062,-0.6914695694028558,-0.174445,-0.550022,-7.8e-05,0.2418686109267755,1000,267.535924911499
5.82,0.12292292624092144,-0.6452617455740907,-0.5843885097727561,-0.144445,-0.550024,-7.8e-05,0.2838236004359152,1000,264.0829086303711
6.02,0.195748931411011,-0.6370211559550981,-0.485357619459863,-0.114445,-0.550027,-7.8e-05,0.32216185102298955,1000,257.1709156036377
6.22,0.2636867150198256,-0.6267486977176796,-0.39283114067168756,-0.084445,-0.550029,-7.8e-05,0.3564850670372284,1000,261.7073059082031
6.42,0.32297538011921006,-0.6125528284798628,-0.31243044816043525,-0.054445,-0.550031,-7.8e-05,0.3825638801112755,1000,266.0038471221924
6.62,0.3797235399595673,-0.5998024246241825,-0.2487840752664192,-0.024445,-0.550034,-7.8e-05,0.4072211988374639,1000,259.69886779785156
6.82,0.42017838658407053,-0.5822053013031583,-0.13690209082717308,-0.0023,-0.550032,0.047227,0.42370167387847685,1000,259.0007781982422
7.02,0.3850734179655207,-0.5686918194181234,0.07223951394080379,-0.002338,-0.550023,0.209435,0.38786096940594816,1000,267.5197124481201
7.22,0.37307307126944284,-0.5673207176732185,0.07888545022429905,0.01184,-0.546902,0.209452,0.36180969557237264,1000,271.9998359680176
7.42,0.37076357963740314,-0.5582964145529725,0.08491281359054277,0.041187,-0.540665,0.209449,0.33004785808217013,1000,263.0000114440918
7.62,0.368140483399035,-0.556670824195349,0.24010464534002351,0.047863,-0.539282,0.350255,0.3207491817282094,1000,263.99946212768555
