timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,update_time_ms
0.22,-0.3602754295621098,-0.4918503854956446,-0.042864063351815036,-0.4588,-0.55,0.0,0.11440484538242222,1000,198.72689247131348
0.42,-0.29204365807241983,-0.5013413477805142,-0.14120578451835597,-0.4588,-0.55,0.0,0.1737105120851496,1000,377.9184818267822
0.62,-0.23098787356543873,-0.5283479524072194,-0.23958951219689648,-0.4588,-0.55,0.0,0.22883875571151963,1000,379.5945644378662
0.82,-0.1944915141836805,-0.5517341175497089,-0.31853429780149695,-0.4588,-0.55,0.0,0.26431417449352157,1000,411.64112091064453
1.02,-0.1564989958995947,-0.5651234256800077,-0.35107835261467385,-0.4588,-0.55,0.0,0.3026790628444788,1000,405.627965927124
1.22,-0.1404183080376657,-0.5787882117617342,-0.3714089430389612,-0.4588,-0.55,0.0,0.3196805638653016,1000,407.96613693237305
1.42,-0.11621673363554988,-0.583051006243527,-0.38951237569934843,-0.4588,-0.55,0.0,0.3441738854222462,1000,405.03549575805664
1.62,-0.11152901783693055,-0.583895827208958,-0.3998508530434799,-0.4588,-0.55,0.0,0.3489212836080402,1000,397.9659080505371
1.82,-0.11073457303251236,-0.5893743385851624,-0.40612404798454854,-0.4588,-0.55,0.0,0.3502854264583077,1000,406.70132637023926
2.02,-0.10220450093132546,-0.5922562034199776,-0.4250606023560506,-0.4588,-0.55,0.0,0.3590904296740691,1000,372.96462059020996
2.22,-0.0997390541972554,-0.5961761316719763,-0.43385701755766665,-0.4588,-0.55,0.0,0.36201795250643193,1000,388.99993896484375
2.42,-0.08382250682796999,-0.5963560197294829,-0.44597327266416953,-0.4588,-0.55,0.0,0.3778319744949334,1000,385.59484481811523
2.62,-0.08437050000415067,-0.5965075249458707,-0.4571694911543634,-0.4588,-0.55,0.0,0.3773067721943677,1000,373.8400936126709
2.82,-0.07681738462345883,-0.5990067957561269,-0.4676793504820681,-0.4588,-0.55,0.0,0.3851134696166642,1000,376.9698143005371
3.02,-0.07936463921100521,-0.5992044993789556,-0.48422435131877123,-0.4588,-0.55,0.0,0.3826124354698998,1000,375.03528594970703
3.22,-0.08205967024315884,-0.6005035272520813,-0.4981323910812253,-0.4588,-0.55,0.0,0.3801103554629828,1000,376.6767978668213
3.42,-0.0678107645015765,-0.606812847765275,-0.5310826251371443,-0.444378,-0.550001,-7.6e-05,0.3808286608140594,1000,377.0003318786621
3.62,-0.03615323605145027,-0.6178007074942158,-0.5148942270865144,-0.414377,-0.550003,-7.6e-05,0.384252189007271,1000,371.0029125213623
3.82,-0.022619301783364677,-0.6282006038950704,-0.5180176256587724,-0.389867,-0.550005,-3e-06,0.37548025822129666,1000,365.70000648498535
4.02,-0.02205445801797636,-0.6267461459467665,-0.515894115247042,-0.389868,-0.550005,-3e-06,0.37573395527498543,1000,380.9976577758789
4.22,-0.009183441644290379,-0.6252173411640004,-0.4924079803201414,-0.384446,-0.550005,-7.8e-05,0.38272559878722817,1000,369.0071105957031
4.42,0.020049194001929994,-0.6335198542620016,-0.4570135762042814,-0.354445,-0.550008,-7.8e-05,0.38369275617795157,1000,367.992639541626
4.62,0.049169013063536604,-0.6403491273703544,-0.41061734998982874,-0.324445,-0.55001,-7.8e-05,0.38438078605918585,1000,373.5074996948242
4.82,0.09025738579307836,-0.6408423445051878,-0.33458981018984885,-0.294445,-0.550013,-7.8e-05,0.39527951560652447,1000,372.999906539917
5.02,0.12876585611565367,-0.6339176991984228,-0.2574684478893815,-0.264445,-0.550015,-7.8e-05,0.40206273179690044,1000,389.00065422058105
5.22,0.1668231597472103,-0.6310522701277781,-0.22110654924932777,-0.234445,-0.550017,-7.8e-05,0.4093688447251386,1000,382.5652599334717
5.42,0.19882242034374048,-0.6309383159222033,-0.19546008123078948,-0.204445,-0.55002,-7.8e-05,0.41130570888620127,1000,383.9564323425293
5.62,0.22912135496004793,-0.6335663170870509,-0.18424429267475764,-0.174445,-0.550022,-7.8e-05,0.4121231075458898,1050,375.0
5.82,0.2553479612954034,-0.6358189654422869,-0.17333304728446855,-0.144445,-0.550024,-7.8e-05,0.40889508189337653,5000,499.9959468841553
6.02,0.27902180920226444,-0.6387610680071664,-0.16888676808575895,-0.114445,-0.550027,-7.8e-05,0.4033483169283239,5000,2325.1540660858154
6.22,0.3028237990982586,-0.6420609577795429,-0.1643003394075162,-0.084445,-0.550029,-7.8e-05,0.3980540214691254,5000,2309.9751472473145
6.42,0.3303968502727137,-0.6447152893739626,-0.1583093155229748,-0.054445,-0.550031,-7.8e-05,0.3963185137936128,5000,2328.178644180298
6.62,0.3600499981104639,-0.6468737884100338,-0.1520613745354841,-0.024445,-0.550034,-7.8e-05,0.396502645881797,1000,1847.7859497070312
6.82,0.38195296930285144,-0.6485353609120325,-0.08676996127606683,-0.0023,-0.550032,0.047227,0.396677774180788,1000,374.03106689453125
