t,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles
1,0.08884858681569088,-0.09073723967928919,2.5028257684279214,-0.547518,-0.55,-8.2e-05,0.784783228562417,1249
2,0.19095407782430387,-0.21324446021848611,-0.08067524676574439,-0.544518,-0.55,-8.2e-05,0.8089026337160349,682
3,0.29769472692511045,-0.34499612685954867,-0.2114678760686556,-0.541518,-0.550001,-8.2e-05,0.863889459968353,500
4,0.38981380094761503,-0.4337799796380852,-0.19433063804469958,-0.538518,-0.550001,-8.2e-05,0.9355785687074107,500
5,0.40937032650806043,-0.4827339732219234,-0.22169568568714454,-0.535518,-0.550001,-8.2e-05,0.9472796854481603,500
6,0.44474830914391983,-0.5364660293423437,-0.19958763395310836,-0.532518,-0.550001,-8.2e-05,0.9773600331599831,500
7,0.45451893635099716,-0.5657289352914423,-0.18678044287982387,-0.529518,-0.550002,-8.2e-05,0.9841626027220897,500
8,0.4443991759056402,-0.5762922951989963,-0.19693919482783973,-0.526518,-0.550002,-8.2e-05,0.9712730522825362,500
9,0.4344432812327199,-0.5908244074855283,-0.20523764712967119,-0.523518,-0.550002,-8.2e-05,0.958830686458224,500
10,0.42232474459070357,-0.6013656290588958,-0.21274434772596837,-0.520518,-0.550002,-8.2e-05,0.9442407867792147,500
11,0.4200734201441488,-0.6188177433857743,-0.21009125959625746,-0.517518,-0.550003,-8.2e-05,0.9401133655231011,500
12,0.41017942555727777,-0.6221539279565745,-0.21655518634544346,-0.514518,-0.550003,-8.2e-05,0.9275079973980019,500
13,0.41049747244794105,-0.6312059877007117,-0.21518868223473855,-0.511518,-0.550003,-8.2e-05,0.9255843865606862,500
14,0.41059997477114346,-0.6337288481733461,-0.21620243329127004,-0.508518,-0.550003,-8.2e-05,0.9229235446123122,500
15,0.4170467018029372,-0.6373452508413714,-0.2133067202296156,-0.505518,-0.550004,-8.2e-05,0.9266898742898176,500
16,0.419911264409818,-0.6379640882552332,-0.2133262614237373,-0.502518,-0.550004,-8.2e-05,0.9266135790962198,500
17,0.4228060045875959,-0.6385909810187416,-0.21337506745540905,-0.499518,-0.550004,-8.2e-05,0.9265685202101971,500
18,0.4234715694025559,-0.6377712437995918,-0.21508455612815522,-0.496518,-0.550004,-8.2e-05,0.924166595854707,500
19,0.4302162084455915,-0.6409379355228294,-0.21206582847376948,-0.493518,-0.550005,-8.2e-05,0.9281991632270536,2163
20,0.4334425426161313,-0.6417513689908972,-0.21183290904486363,-0.490518,-0.550005,-8.2e-05,0.9285044321566319,4708
21,0.43539319951055383,-0.6417235582681142,-0.2126231843847831,-0.487518,-0.550005,-8.2e-05,0.9274574794095904,867
22,0.4378332325947517,-0.6420527034402559,-0.21295254987804363,-0.484518,-0.550005,-8.2e-05,0.9269328864473863,636
23,0.44203934805335726,-0.6435317506530037,-0.21194784358393676,-0.481518,-0.550005,-8.2e-05,0.9282808994216456,2781
24,0.4453689437456492,-0.6444162238190803,-0.21163442002575528,-0.478518,-0.550006,-8.2e-05,0.9286982153451384,5000
25,0.4483007274892218,-0.6450462277723013,-0.21163614899453836,-0.475518,-0.550006,-8.2e-05,0.9286946140442593,5000
26,0.45122557367060134,-0.6456751297988682,-0.21163587126383626,-0.472518,-0.550006,-8.2e-05,0.9286844309528433,5000
27,0.45412303312697555,-0.646296190616077,-0.21161228812885513,-0.469518,-0.550006,-8.2e-05,0.9286466275633306,5000
28,0.4570324827570735,-0.6469216893591928,-0.21163166889732316,-0.466518,-0.550007,-8.2e-05,0.9286215328186248,5000
