t,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles
1,0.1159243554395112,-0.02536113872178048,-1.9134226613270964,-0.547518,-0.55,-8.2e-05,0.8458142194089868,1225
2,0.08143472663581526,0.029377990993562232,-2.6787117044341446,-0.544518,-0.55,-8.2e-05,0.8529335685916858,1000
3,0.04114895348876479,0.07945122154256239,-3.0662488163758996,-0.541518,-0.550001,-8.2e-05,0.8577359021824523,1000
4,0.0017572899049808715,0.12272566877212877,-3.1068086518307374,-0.538518,-0.550001,-8.2e-05,0.862820120163616,1000
5,-0.06577943195936535,0.1769183458034583,-3.048100048962371,-0.535518,-0.550001,-8.2e-05,0.8654860239242421,1000
6,-0.10076646791979955,0.18537307030695432,-2.977392735136875,-0.532518,-0.550001,-8.2e-05,0.8527510825167082,1000
7,-0.16575063785592367,0.2146018211807918,-2.9126955877487464,-0.529518,-0.550002,-8.2e-05,0.8467264594457455,1000
8,-0.19796021869416194,0.22991669730404576,-2.8829047032194817,-0.526518,-0.550002,-8.2e-05,0.8462998227939403,1000
9,-0.24277176349282203,0.2546672299316292,-2.866018330654958,-0.523518,-0.550002,-8.2e-05,0.8522388273903656,1000
10,-0.30144789255749793,0.27945914396909916,-2.8339848536435226,-0.520518,-0.550002,-8.2e-05,0.8579029673158823,1000
11,-0.3424963231129092,0.29572406516673727,-2.8197973093994,-0.517518,-0.550003,-8.2e-05,0.8636474142472216,1000
12,-0.3930700645884815,0.3132604887738042,-2.792459610024806,-0.514518,-0.550003,-8.2e-05,0.8717645622905535,1000
13,-0.47173866997654396,0.34346090789851924,-2.770802882291212,-0.511518,-0.550003,-8.2e-05,0.8943490089525502,1000
14,-0.49927990884685525,0.3563885504541551,-2.765818058672823,-0.508518,-0.550003,-8.2e-05,0.9064386273007351,1000
15,-0.5094077365086905,0.36540600806666396,-2.7723700841381174,-0.505518,-0.550004,-8.2e-05,0.9154182721132001,1000
16,-0.5439293638669295,0.37549606269762503,-2.7605026410420748,-0.502518,-0.550004,-8.2e-05,0.9264260721237433,1000
17,-0.5649812063801389,0.38465579382230364,-2.7607565463205623,-0.499518,-0.550004,-8.2e-05,0.9369494978799657,1000
18,-0.5694964120960353,0.39101006923627746,-2.76944933646769,-0.496518,-0.550004,-8.2e-05,0.9438396723663806,1000
19,-0.5740650217326531,0.39677322487549965,-2.7777951624303565,-0.493518,-0.550005,-8.2e-05,0.9501983107795986,1000
20,-0.5751759234019961,0.39677091371125556,-2.780869743997089,-0.490518,-0.550005,-8.2e-05,0.9505533098035696,1000
21,-0.575653595815824,0.3965881950950176,-2.7831966983757805,-0.487518,-0.550005,-8.2e-05,0.9506874145848382,1000
22,-0.5682793949138432,0.39638567643725653,-2.7929699566822803,-0.484518,-0.550005,-8.2e-05,0.9500901450521844,1000
23,-0.5796099670714655,0.3950799032680211,-2.7855291144227565,-0.481518,-0.550005,-8.2e-05,0.950161832736442,1000
24,-0.5724309911552897,0.3962733007389488,-2.7964793559146717,-0.478518,-0.550006,-8.2e-05,0.9509280545418393,1000
25,-0.5655743649489355,0.39848825220293843,-2.8086615322980757,-0.475518,-0.550006,-8.2e-05,0.9527599358336953,1000
26,-0.571226158579723,0.39688899624936613,-2.805290886625064,-0.472518,-0.550006,-8.2e-05,0.9520259631398121,1000
27,-0.5568263153991093,0.3999753206767312,-2.824547903906569,-0.469518,-0.550006,-8.2e-05,0.9539849325710216,1000
28,-0.5392567880362118,0.40395327012216453,-2.8479439581298958,-0.466518,-0.550007,-8.2e-05,0.9567293913414232,1000
29,-0.533765392102903,0.405115096576355,-2.8575094532791523,-0.463518,-0.550007,-8.2e-05,0.957701892796329,1000
30,-0.5080146594673559,0.4113368511909554,-2.892259889366368,-0.460518,-0.550007,-8.2e-05,0.9625164584999136,1000
31,-0.46505406339153305,0.4220822384076167,-2.9517118338622077,-0.457518,-0.550007,-8.2e-05,0.9721184494079625,1000
32,-0.43815276249399426,0.4290471766340936,-2.992402605926117,-0.454518,-0.550008,-8.2e-05,0.97919194231399,1000
33,-0.3848593572117519,0.44291949660500474,-3.0749635367509427,-0.451518,-0.550008,-8.2e-05,0.9951624933510372,1000
34,-0.3262574823507669,0.458567075250588,3.1108424889197885,-0.448518,-0.550008,-8.2e-05,1.015958324240019,1000
35,-0.29099557555681377,0.4684915084994015,3.0473611461555414,-0.445518,-0.550008,-8.2e-05,1.030154565329554,1000
36,-0.21177076468591072,0.49039512261839313,2.9031739027811905,-0.442518,-0.550009,-8.2e-05,1.0656852372846515,1000
37,-0.14866483402030714,0.5085062928753193,2.784044657682827,-0.439518,-0.550009,-8.2e-05,1.0977477804174027,1000
38,-0.08536733153944373,0.5270637562269457,2.6650776753663443,-0.436518,-0.550009,-8.2e-05,1.1328691513880167,1000
39,-0.005474814544681583,0.5506967125096286,2.521564135832944,-0.433518,-0.550009,-8.2e-05,1.181005518262326,1000
40,0.07245529980417932,0.5744720685146896,2.391555240304709,-0.430518,-0.55001,-8.2e-05,1.2318449832373308,1000
41,0.12306917463222046,0.590801748681474,2.313343032525718,-0.427518,-0.55001,-8.2e-05,1.2667271540466691,1000
42,0.17989662028364228,0.609387336205862,2.232910441741937,-0.424518,-0.55001,-8.2e-05,1.307485837940078,1000
43,0.23895461842716284,0.6289430163461821,2.157353364007316,-0.421518,-0.55001,-8.2e-05,1.3513527646191403,1000
44,0.25801843757818127,0.6373002696984869,2.133316248004837,-0.418518,-0.550011,-8.2e-05,1.366531961764528,1000
45,0.28954406089915113,0.6494098500223303,2.0968149953854276,-0.415518,-0.550011,-8.2e-05,1.3913025857762384,1000
46,0.3036290576470929,0.6565083221542354,2.0804475280666197,-0.412518,-0.550011,-8.2e-05,1.4030522024885974,1000
47,0.32601658598736294,0.6661803898582035,2.0562430879460707,-0.409518,-0.550011,-8.2e-05,1.4213136965317792,1000
48,0.33808243080706696,0.6729663151505106,2.0428787054198048,-0.406518,-0.550012,-8.2e-05,1.4318190391548964,1000
49,0.33881236466706965,0.6762396782524774,2.0408324657417363,-0.403518,-0.550012,-8.2e-05,1.4334390634846539,1000
50,0.3395270685386745,0.6795771114117908,2.03882356235446,-0.400518,-0.550012,-8.2e-05,1.4351153564682,1000
51,0.33895221684229104,0.6824588851657284,2.0380623652796346,-0.397518,-0.550012,-8.2e-05,1.435748189299546,3716
52,0.33587584349372485,0.6843940333289822,2.0398488123394536,-0.394518,-0.550013,-8.2e-05,1.4343067630550987,1000
53,0.33558822606288735,0.6873597061449217,2.0388901283704586,-0.391518,-0.550013,-8.2e-05,1.4351915126183756,1000
54,0.3343732799995348,0.6899448599923541,2.0387829838801084,-0.388518,-0.550013,-8.2e-05,1.4352934533593416,1078
55,0.3334051603051129,0.69274162404599,2.0384258473578876,-0.385518,-0.550013,-8.2e-05,1.4357191807630008,1778
56,0.33198524230143966,0.6954383635669142,2.0383935191613216,-0.382518,-0.550014,-8.2e-05,1.4358504355167647,1629
57,0.33088773881250916,0.6981790326282924,2.03815672984912,-0.379518,-0.550014,-8.2e-05,1.436197117543257,2649
58,0.3299212396365752,0.7010129915277779,2.0377839905719446,-0.376518,-0.550014,-8.2e-05,1.4367062792475522,5000
59,0.3285758997255773,0.7036800335849535,2.037777146162376,-0.373518,-0.550014,-8.2e-05,1.4369010313443231,5000
60,0.32722080095535666,0.7063578305284115,2.037830054142454,-0.370518,-0.550015,-8.2e-05,1.4371193839234762,5000
61,0.3258763377499357,0.7090122358096075,2.037855012083298,-0.367518,-0.550015,-8.2e-05,1.437339656495309,5000
62,0.324568883122212,0.711612833346251,2.037837901923385,-0.364518,-0.550015,-8.2e-05,1.4375484417455435,5000
63,0.32324361789430894,0.7142300835454057,2.037890803709707,-0.361518,-0.550015,-8.2e-05,1.4377809654498706,5000
64,0.32193052467461986,0.7168358196169047,2.037884394079343,-0.358518,-0.550016,-8.2e-05,1.438027721429086,5000
65,0.3205838073183277,0.7195079510916509,2.037862083250926,-0.355518,-0.550016,-8.2e-05,1.4383340071952917,5000
66,0.31925381239003636,0.7221365550048167,2.0379055915428013,-0.352518,-0.550016,-8.2e-05,1.4386276415831432,5000
67,0.3186425655134644,0.7233411089310693,2.0545612649147964,-0.351192,-0.550015,0.016565,1.4387891177336185,5000
68,0.3186858546821316,0.72325682659049,2.0859748403272182,-0.350925,-0.55001,0.047966,1.4386059600891243,5000
69,0.31919683609164307,0.7222054769760321,2.115223274956327,-0.350833,-0.550012,0.077369,1.4378724873841402,5000
