timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,update_time_ms
0.22,-0.34772500070333207,-0.5174001044047751,-0.1735407888556892,-0.4588,-0.55,0.0,0.1157601341635986,1000,194.04268264770508
0.42,-0.28975992687915547,-0.5105617269916592,-0.3503892407928067,-0.4588,-0.55,0.0,0.17357973297185614,1000,359.00211334228516
0.62,-0.24527971338064225,-0.5298242427560572,-0.4852413352007035,-0.4588,-0.55,0.0,0.21447138265600657,1000,376.9967555999756
0.82,-0.2195295598243978,-0.5365204874049267,-0.5884908407399949,-0.4588,-0.55,0.0,0.23964982954641792,1000,430.6669235229492
1.02,-0.20821349150588853,-0.5441238619439559,-0.672840661025013,-0.4588,-0.55,0.0,0.2506553953892137,1000,413.00272941589355
1.22,-0.21874046686266158,-0.5408832528115096,-0.7192244268845208,-0.4588,-0.55,0.0,0.24023258423747543,1000,421.9944477081299
1.42,-0.21211516138552278,-0.5452320082628241,-0.7432180719457676,-0.4588,-0.55,0.0,0.24673091283310333,1000,397.51362800598145
1.62,-0.20997650069529364,-0.5584587195790425,-0.7936937875169962,-0.4588,-0.55,0.0,0.24896723427623177,1000,395.8017826080322
1.82,-0.22060879432509256,-0.5605410047551042,-0.8291883240505434,-0.4588,-0.55,0.0,0.23842433441684005,1000,391.0362720489502
2.02,-0.214681624258709,-0.569903489927885,-0.8552655892858163,-0.4588,-0.55,0.0,0.24492841869794438,1000,353.00183296203613
2.22,-0.21004014725860978,-0.5704673353989217,-0.8760773603449159,-0.4588,-0.55,0.0,0.24960043300092669,1000,357.59711265563965
2.42,-0.2176569392005262,-0.5720117276684767,-0.898788711647709,-0.4588,-0.55,0.0,0.24214560067589477,1000,366.0016059875488
2.62,-0.21757775281869493,-0.581900257781865,-0.9135863895682496,-0.4588,-0.55,0.0,0.24332241775419722,1000,364.99810218811035
2.82,-0.22385042832396684,-0.5836598800129873,-0.9482081777645653,-0.4588,-0.55,0.0,0.23734845428871057,1000,365.01240730285645
3.02,-0.2335035600447343,-0.5937545462300531,-0.9822176437698156,-0.4588,-0.55,0.0,0.22950587393858676,1000,380.45811653137207
