timestamp,x_est,y_est,theta_est,x_gt,y_gt,theta_gt,error,n_particles,update_time_ms
0.12,-0.44487910475222964,-0.48521544885626444,0.23017370148624192,-0.4588,-0.55,0.0,0.0662633336876035,1000,151.9629955291748
0.22,-0.43157986714423247,-0.4118569560385401,0.594738984533823,-0.4588,-0.55,0.0,0.14079927637464437,1000,272.0010280609131
0.32,-0.4398293611624887,-0.4217258412645566,0.689699565459378,-0.4588,-0.55,0.0,0.12966936776736837,1000,285.0956916809082
0.42,-0.44627152926017655,-0.4328971705918339,0.731826696967127,-0.4588,-0.55,0.0,0.11777111375238272,1000,279.00004386901855
0.52,-0.44860788660407314,-0.4370699481076827,0.7456527252753016,-0.4588,-0.55,0.0,0.11338904618999546,5000,418.54405403137207
0.62,-0.4494071125367084,-0.43903132121725996,0.7513408607145048,-0.4588,-0.55,0.0,0.11136549737546637,5000,1860.73899269104
0.72,-0.44984604778860215,-0.43983651349381103,0.7537106088670001,-0.4588,-0.55,0.0,0.11052677060062546,5000,1810.9381198883057
0.82,-0.45003222152029165,-0.4401991552793622,0.7548363703692421,-0.4588,-0.55,0.0,0.11015034925425728,5000,1811.7356300354004
0.92,-0.4501021317137871,-0.4404592632301421,0.755552792183146,-0.4588,-0.55,0.0,0.10988551280677364,5000,1853.0826568603516
1.02,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1776.1199474334717
1.12,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1806.910753250122
1.22,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1853.7302017211914
1.32,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1904.9732685089111
1.42,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1835.2179527282715
1.52,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1840.0366306304932
1.62,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1909.1827869415283
1.72,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1830.6043148040771
1.82,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1798.5570430755615
1.92,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1811.6874694824219
2.02,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1829.9615383148193
2.12,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1801.6295433044434
2.22,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1857.5899600982666
2.32,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1902.693271636963
2.42,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1828.0377388000488
2.52,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1874.49312210083
2.62,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1835.134744644165
2.72,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1806.7386150360107
2.82,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1795.027256011963
2.92,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1831.8960666656494
3.02,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1845.2136516571045
3.12,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1812.831163406372
3.22,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1776.8006324768066
3.32,-0.4501079026853545,-0.4404928779902509,0.7556448051608796,-0.4588,-0.55,0.0,0.10985154676464667,5000,1798.208236694336
3.42,-0.43929056154690704,-0.4303006828307906,0.7556527970167438,-0.444378,-0.550001,-7.6e-05,0.11980838017611008,5000,1835.7291221618652
3.52,-0.4282643011469619,-0.41991155868142727,0.7556431258189239,-0.429377,-0.550002,-7.6e-05,0.13009519983918919,5000,1897.17435836792
3.62,-0.4173487236202248,-0.40962604537273983,0.7556581273714796,-0.414377,-0.550003,-7.6e-05,0.1404084062002659,5000,1834.1012001037598
3.72,-0.406501041574939,-0.39940350390204665,0.7556950766026876,-0.399377,-0.550004,-7.6e-05,0.1507689006171735,5000,1870.2399730682373
3.82,-0.3998179145368011,-0.3931079552954547,0.7556750961789046,-0.389867,-0.550005,-3e-06,0.1572122874877749,5000,1774.5881080627441
3.92,-0.39983719086074715,-0.39312569481268206,0.7556738844328157,-0.389868,-0.550005,-3e-06,0.15719574155324195,5000,1762.5408172607422
