timestamp,gt_x,gt_y,est_x,est_y,position_error_m,max_belief
0.02,-0.4588,-0.55,-0.4750000000000001,-0.21500000000000008,0.33539147275981834,0.0003893913679198998
0.18,-0.4588,-0.55,-0.45500000000000007,-0.21500000000000008,0.33502155154556845,0.0007795743598787332
0.34,-0.4588,-0.55,-0.42500000000000004,0.5049999999999999,1.055541301892067,0.001394311901022797
0.5,-0.4588,-0.55,-0.42500000000000004,0.5150000000000001,1.0655362218151012,0.0023213332689819245
0.66,-0.4588,-0.55,-0.42500000000000004,0.5150000000000001,1.0655362218151012,0.003142172135265831
0.82,-0.4588,-0.55,-0.42500000000000004,0.5249999999999999,1.0755312361805212,0.0038747570566437296
0.98,-0.4588,-0.55,-0.42500000000000004,0.5249999999999999,1.0755312361805212,0.004550783295151235
1.14,-0.4588,-0.55,-0.42500000000000004,0.5249999999999999,1.0755312361805212,0.00519090002418759
1.3,-0.4588,-0.55,-0.42500000000000004,0.5249999999999999,1.0755312361805212,0.005804216918595215
1.46,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.006415436147917726
1.62,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.007032984006005028
1.78,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.007639646550890047
1.94,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.008244353999856157
2.1,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.008833367455553087
2.26,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.009422179748349543
2.42,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.010007559493947805
2.58,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.010585700197512362
2.74,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.011165688413192897
2.9,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.011742498500871628
3.06,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.012322975632055538
3.22,-0.4588,-0.55,-0.42500000000000004,0.5350000000000001,1.0855263423795851,0.01288445601970079
3.38,-0.450378,-0.55,-0.41500000000000004,0.5350000000000001,1.0855766222998726,0.013452236841179077
3.54,-0.426377,-0.550002,-0.395,0.5350000000000001,1.0854555984161676,0.014016903688862405
3.7,-0.402377,-0.550004,-0.375,0.5350000000000001,1.0853493355344168,0.014585692538310012
3.86,-0.389867,-0.550005,-0.365,0.5350000000000001,1.08528992334491,0.015143309533530297
4.02,-0.389868,-0.550005,-0.365,0.5350000000000001,1.0852899462581418,0.015709737841305138
4.18,-0.389868,-0.550005,-0.365,0.5350000000000001,1.0852899462581418,0.016267275976451997
4.34,-0.366445,-0.550007,-0.345,0.5350000000000001,1.08521890790476,0.016776981395541762
4.5,-0.342445,-0.550009,-0.32499999999999996,0.5350000000000001,1.0851492331039083,0.017307456433167175
4.66,-0.318445,-0.550011,-0.30499999999999994,0.5350000000000001,1.085094299195236,0.017820889791698435
4.82,-0.294445,-0.550013,-0.2849999999999999,0.5350000000000001,1.0850541084176402,0.01829764061358452
4.98,-0.270445,-0.550014,-0.2649999999999999,0.5350000000000001,1.0850276624220234,0.018780249358229955
5.14,-0.246445,-0.550016,-0.23499999999999988,0.5350000000000001,1.0850763605760656,0.019296493021914052
5.3,-0.222445,-0.550018,-0.21500000000000008,0.5350000000000001,1.0850435421442775,0.019934160280024912
5.46,-0.198445,-0.55002,-0.19500000000000006,0.5350000000000001,1.0850254690213499,0.02056909379255681
5.62,-0.174445,-0.550022,-0.17500000000000004,0.5350000000000001,1.0850221419441173,0.021119823004399622
5.78,-0.150445,-0.550024,-0.15500000000000003,0.5350000000000001,1.085033561048229,0.021674627749269745
5.94,-0.126445,-0.550026,-0.135,0.5350000000000001,1.0850597258681203,0.022170785387156913
6.1,-0.102445,-0.550028,-0.10499999999999998,0.5350000000000001,1.08503100822465,0.02266074468928864
6.26,-0.078445,-0.550029,-0.08499999999999996,0.5350000000000001,1.0850488002232894,0.023427676206188325
6.42,-0.054445,-0.550031,-0.06499999999999995,0.5350000000000001,1.085082337422373,0.024188101012672807
6.58,-0.030445,-0.550033,-0.04499999999999993,0.5350000000000001,1.0851306184575202,0.02487834621830395
6.74,-0.006445,-0.550035,-0.02499999999999991,0.5350000000000001,1.0851936413608405,0.02556346511233281
6.9,-0.002309,-0.550028,-0.02499999999999991,0.5350000000000001,1.0852652405126593,0.026069519294852787
7.06,-0.002331,-0.550022,-0.02499999999999991,0.5350000000000001,1.085258782063062,0.026495964446857492
7.22,0.01184,-0.546902,-0.014999999999999902,0.5350000000000001,1.0822348743244232,0.026849701236622055
7.38,0.035318,-0.541912,-0.004999999999999893,0.5350000000000001,1.0776664590066818,0.027161703704776507
7.54,0.047883,-0.539285,0.0050000000000001155,0.5350000000000001,1.0751405549573507,0.027491270631512448
7.7,0.047847,-0.539278,0.0050000000000001155,0.5350000000000001,1.0751321252260115,0.02759178922034524
7.86,0.047824,-0.53927,0.015000000000000124,0.5350000000000001,1.0747713467877718,0.030288824720003438
8.02,0.047813,-0.539261,0.015000000000000124,0.5249999999999999,1.0647667205026647,0.01303839910535431
8.18,0.0663,-0.523933,-0.45500000000000007,0.17500000000000004,0.8719294859614509,0.0018016924990541024
8.34,0.078133,-0.514118,-0.44500000000000006,0.16500000000000004,0.8572452353982494,0.0026686660928948855
8.5,0.084009,-0.507577,-0.44500000000000006,0.135,0.8323194837380655,0.003376974254537506
8.66,0.090273,-0.500603,-0.44500000000000006,0.11499999999999999,0.8157721729367827,0.004126606913729118
8.82,0.100531,-0.486178,-0.43500000000000005,0.10499999999999998,0.7976746703042539,0.004786235271213864
8.98,0.100565,-0.485862,-0.43500000000000005,0.07499999999999996,0.7754972935278369,0.004899416264104034
9.14,0.100548,-0.485862,-0.42500000000000004,0.03500000000000014,0.7399310260747283,0.004754918566610252
9.3,0.101015,-0.483533,-0.41500000000000004,0.0050000000000001155,0.7105884690269045,0.0048134487581418806
9.46,0.105469,-0.459931,-0.405,0.0050000000000001155,0.6904632030180899,0.003510562915483274
9.62,0.109924,-0.436344,-0.22499999999999987,-0.41500000000000004,0.33560341492899015,0.001444900777960188
9.78,0.110519,-0.43258,-0.19500000000000006,-0.43500000000000005,0.30552858419630735,0.002504411218065316
9.94,0.110244,-0.427417,-0.15500000000000003,-0.44500000000000006,0.2658261488736577,0.003192888329037464
10.1,0.108951,-0.403437,-0.135,-0.42500000000000004,0.244902130186734,0.00375614951294761
10.26,0.107664,-0.379469,-0.11499999999999999,-0.405,0.22412293246564483,0.004339902040048028
10.42,0.106377,-0.355504,-0.10499999999999998,-0.385,0.21342504573034532,0.004918343824086672
10.58,0.10509,-0.331538,-0.08499999999999996,-0.375,0.1949952654399588,0.005488795062161918
10.74,0.103803,-0.307573,-0.07499999999999996,-0.355,0.18498603498102226,0.006103675524244508
10.9,0.102516,-0.283607,-0.07499999999999996,-0.33499999999999996,0.18480576480456443,0.0067067502451157775
11.06,0.101229,-0.259642,-0.06499999999999995,-0.31499999999999995,0.1752044194790759,0.007245218531807814
11.22,0.099942,-0.235676,-0.06499999999999995,-0.29499999999999993,0.17528605289640126,0.007817346687361658
11.38,0.098655,-0.211711,-0.05499999999999994,-0.2749999999999999,0.16617868860356302,0.008431619728851682
11.54,0.097734,-0.192703,-0.05499999999999994,-0.2549999999999999,0.1649502681567992,0.00908038059398855
11.7,0.098116,-0.175585,-0.05499999999999994,-0.22499999999999987,0.16089236054269315,0.009694832792370333
11.86,0.098662,-0.151588,-0.05499999999999994,-0.20500000000000007,0.1626802138798692,0.01034278725893963
12.02,0.099206,-0.127593,-0.05499999999999994,-0.18500000000000005,0.1645449910662734,0.011006086006885733
12.18,0.099749,-0.103599,-0.05499999999999994,-0.16500000000000004,0.16648524199459838,0.0116551679073763
12.34,0.100293,-0.079605,-0.05499999999999994,-0.14500000000000002,0.16850051001109753,0.01229787768715778
12.5,0.100837,-0.055612,-0.05499999999999994,-0.125,0.1705868257310628,0.012924911117941525
12.66,0.10138,-0.031618,-0.05499999999999994,-0.10499999999999998,0.1727414898743205,0.013493717418564604
12.82,0.101924,-0.007624,-0.05499999999999994,-0.08499999999999996,0.1749633880330396,0.014021002759837236
