t,x_est,y_est,th_est,used_beams,gt_x,gt_y,gt_th,err_xy,err_th_deg
0.020000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.040000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.060000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.080000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.100000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.120000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.140000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.160000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.180000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.200000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.220000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.240000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.260000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.280000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.300000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.320000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.340000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.360000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.380000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.400000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.420000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.440000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.460000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.480000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.500000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.520000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.540000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.560000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.580000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.600000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.620000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.640000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.660000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.680000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.700000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.720000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.740000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.760000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.780000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.800000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.820000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.840000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.860000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.880000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.900000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.920000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.940000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.960000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
0.980000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.000000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.020000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.040000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.060000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.080000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.100000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.120000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.140000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.160000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.180000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.200000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.220000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.240000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.260000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.280000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.300000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.320000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.340000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.360000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.380000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.400000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.420000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.440000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.460000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.480000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.500000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.520000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.540000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.560000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.580000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.600000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.620000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.640000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.660000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.680000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.700000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.720000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.740000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.760000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.780000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.800000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.820000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.840000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.860000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.880000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.900000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.920000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.940000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.960000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
1.980000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.000000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.020000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.040000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.060000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.080000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.100000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.120000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.140000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.160000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.180000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.200000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.220000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.240000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.260000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.280000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.300000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.320000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.340000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.360000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.380000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.400000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.420000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.440000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.460000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.480000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.500000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.520000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.540000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.560000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.580000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.600000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.620000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.640000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.660000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.680000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.700000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.720000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.740000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.760000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.780000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.800000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.820000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.840000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.860000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.880000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.900000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.920000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.940000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.960000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
2.980000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.000000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.020000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.040000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.060000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.080000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.100000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.120000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.140000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.160000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.180000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.200000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.220000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.240000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.260000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.280000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.300000,3.068142,3.513937,1.330114,360,-0.458800,-0.550000,0.000000,5.380976,76.210
3.320000,3.068857,3.516851,1.330114,360,-0.458800,-0.550000,0.000000,5.383646,76.210
3.340000,3.069572,3.519764,1.330114,360,-0.456378,-0.550000,-0.000076,5.384729,76.214
3.360000,3.070288,3.522678,1.330114,360,-0.453378,-0.550000,-0.000076,5.385436,76.214
3.380000,3.071003,3.525591,1.330114,360,-0.450378,-0.550000,-0.000076,5.386146,76.214
3.400000,3.071718,3.528505,1.330114,360,-0.447378,-0.550001,-0.000076,5.386858,76.214
3.420000,3.072433,3.531418,1.330114,360,-0.444378,-0.550001,-0.000076,5.387573,76.214
3.440000,3.073148,3.534332,1.330114,360,-0.441377,-0.550001,-0.000076,5.388289,76.214
3.460000,3.073863,3.537245,1.330114,360,-0.438377,-0.550001,-0.000076,5.389009,76.214
3.480000,3.074578,3.540159,1.330114,360,-0.435377,-0.550002,-0.000076,5.389731,76.214
3.500000,3.075293,3.543072,1.330114,360,-0.432377,-0.550002,-0.000076,5.390455,76.214
3.520000,3.076008,3.545986,1.330114,360,-0.429377,-0.550002,-0.000076,5.391182,76.214
3.540000,3.076723,3.548899,1.330114,360,-0.426377,-0.550002,-0.000076,5.391911,76.214
3.560000,3.077439,3.551813,1.330114,360,-0.423377,-0.550003,-0.000076,5.392643,76.214
3.580000,3.078154,3.554727,1.330114,360,-0.420377,-0.550003,-0.000076,5.393378,76.214
3.600000,3.078869,3.557640,1.330114,360,-0.417377,-0.550003,-0.000076,5.394114,76.214
3.620000,3.079584,3.560554,1.330114,360,-0.414377,-0.550003,-0.000076,5.394853,76.214
3.640000,3.080299,3.563467,1.330114,360,-0.411377,-0.550004,-0.000076,5.395595,76.214
3.660000,3.081014,3.566381,1.330114,360,-0.408377,-0.550004,-0.000076,5.396339,76.214
3.680000,3.081729,3.569294,1.330114,360,-0.405377,-0.550004,-0.000076,5.397085,76.214
3.700000,3.082444,3.572208,1.330114,360,-0.402377,-0.550004,-0.000076,5.397834,76.214
3.720000,3.083159,3.575121,1.330114,360,-0.399377,-0.550004,-0.000076,5.398585,76.214
3.740000,3.083874,3.578035,1.330114,360,-0.396377,-0.550005,-0.000076,5.399339,76.214
3.760000,3.084589,3.580948,1.330114,360,-0.393377,-0.550005,-0.000076,5.400095,76.214
3.780000,3.084589,3.580948,1.330114,360,-0.390377,-0.550005,-0.000076,5.398163,76.214
3.800000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.820000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.840000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.860000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.880000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.900000,3.084589,3.580948,1.330114,360,-0.389867,-0.550005,-0.000003,5.397835,76.210
3.920000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
3.940000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
3.960000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
3.980000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.000000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.020000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.040000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.060000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.080000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.100000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.120000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.140000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.160000,3.084589,3.580948,1.330114,360,-0.389868,-0.550005,-0.000003,5.397836,76.210
4.180000,3.085305,3.583862,1.330114,360,-0.389868,-0.550005,-0.000003,5.400526,76.210
4.200000,3.086020,3.586775,1.330114,360,-0.387445,-0.550005,-0.000078,5.401658,76.214
4.220000,3.086735,3.589689,1.330114,360,-0.384446,-0.550005,-0.000078,5.402422,76.214
4.240000,3.087450,3.592602,1.330114,360,-0.381445,-0.550006,-0.000078,5.403188,76.214
4.260000,3.088165,3.595516,1.330114,360,-0.378445,-0.550006,-0.000078,5.403956,76.214
4.280000,3.088880,3.598429,1.330114,360,-0.375445,-0.550006,-0.000078,5.404726,76.214
4.300000,3.089595,3.601343,1.330114,360,-0.372445,-0.550006,-0.000078,5.405499,76.214
4.320000,3.090310,3.604257,1.330114,360,-0.369445,-0.550007,-0.000078,5.406275,76.214
4.340000,3.091025,3.607170,1.330114,360,-0.366445,-0.550007,-0.000078,5.407053,76.214
4.360000,3.091740,3.610084,1.330114,360,-0.363445,-0.550007,-0.000078,5.407833,76.214
4.380000,3.092456,3.612997,1.330114,360,-0.360445,-0.550007,-0.000078,5.408616,76.214
4.400000,3.093171,3.615911,1.330114,360,-0.357445,-0.550008,-0.000078,5.409402,76.214
4.420000,3.093886,3.618824,1.330114,360,-0.354445,-0.550008,-0.000078,5.410189,76.214
4.440000,3.094601,3.621738,1.330114,360,-0.351445,-0.550008,-0.000078,5.410979,76.214
4.460000,3.095316,3.624651,1.330114,360,-0.348445,-0.550008,-0.000078,5.411771,76.214
4.480000,3.096031,3.627565,1.330114,360,-0.345445,-0.550009,-0.000078,5.412567,76.214
4.500000,3.096746,3.630478,1.330114,360,-0.342445,-0.550009,-0.000078,5.413364,76.214
4.520000,3.097461,3.633392,1.330114,360,-0.339445,-0.550009,-0.000078,5.414163,76.214
4.540000,3.098176,3.636305,1.330114,360,-0.336445,-0.550009,-0.000078,5.414965,76.214
4.560000,3.098891,3.639219,1.330114,360,-0.333445,-0.550009,-0.000078,5.415770,76.214
4.580000,3.099606,3.642132,1.330114,360,-0.330445,-0.550010,-0.000078,5.416577,76.214
4.600000,3.100322,3.645046,1.330114,360,-0.327445,-0.550010,-0.000078,5.417387,76.214
4.620000,3.101037,3.647959,1.330114,360,-0.324445,-0.550010,-0.000078,5.418198,76.214
4.640000,3.101752,3.650873,1.330114,360,-0.321445,-0.550010,-0.000078,5.419012,76.214
4.660000,3.102467,3.653786,1.330114,360,-0.318445,-0.550011,-0.000078,5.419829,76.214
4.680000,3.103182,3.656700,1.330114,360,-0.315445,-0.550011,-0.000078,5.420648,76.214
4.700000,3.103897,3.659614,1.330114,360,-0.312445,-0.550011,-0.000078,5.421469,76.214
4.720000,3.104612,3.662527,1.330114,360,-0.309445,-0.550011,-0.000078,5.422293,76.214
4.740000,3.105327,3.665441,1.330114,360,-0.306445,-0.550012,-0.000078,5.423120,76.214
4.760000,3.106042,3.668354,1.330114,360,-0.303445,-0.550012,-0.000078,5.423948,76.214
4.780000,3.106757,3.671268,1.330114,360,-0.300445,-0.550012,-0.000078,5.424779,76.214
4.800000,3.107473,3.674181,1.330114,360,-0.297445,-0.550012,-0.000078,5.425613,76.214
4.820000,3.108188,3.677095,1.330114,360,-0.294445,-0.550013,-0.000078,5.426449,76.214
4.840000,3.108903,3.680008,1.330114,360,-0.291445,-0.550013,-0.000078,5.427287,76.214
4.860000,3.109618,3.682922,1.330114,360,-0.288445,-0.550013,-0.000078,5.428127,76.214
4.880000,3.110333,3.685835,1.330114,360,-0.285445,-0.550013,-0.000078,5.428970,76.214
4.900000,3.111048,3.688749,1.330114,360,-0.282445,-0.550013,-0.000078,5.429815,76.214
4.920000,3.111763,3.691662,1.330114,360,-0.279445,-0.550014,-0.000078,5.430664,76.214
4.940000,3.112478,3.694576,1.330114,360,-0.276445,-0.550014,-0.000078,5.431514,76.214
4.960000,3.113193,3.697489,1.330114,360,-0.273445,-0.550014,-0.000078,5.432366,76.214
4.980000,3.113908,3.700403,1.330114,360,-0.270445,-0.550014,-0.000078,5.433221,76.214
5.000000,3.114623,3.703316,1.330114,360,-0.267445,-0.550015,-0.000078,5.434079,76.214
5.020000,3.115339,3.706230,1.330114,360,-0.264445,-0.550015,-0.000078,5.434939,76.214
5.040000,3.116054,3.709143,1.330114,360,-0.261445,-0.550015,-0.000078,5.435801,76.214
5.060000,3.116769,3.712057,1.330114,360,-0.258445,-0.550015,-0.000078,5.436665,76.214
5.080000,3.117484,3.714971,1.330114,360,-0.255445,-0.550016,-0.000078,5.437532,76.214
5.100000,3.118199,3.717884,1.330114,360,-0.252445,-0.550016,-0.000078,5.438402,76.214
5.120000,3.118914,3.720798,1.330114,360,-0.249445,-0.550016,-0.000078,5.439273,76.214
5.140000,3.119629,3.723711,1.330114,360,-0.246445,-0.550016,-0.000078,5.440147,76.214
5.160000,3.120344,3.726625,1.330114,360,-0.243445,-0.550016,-0.000078,5.441023,76.214
5.180000,3.121059,3.729538,1.330114,360,-0.240445,-0.550017,-0.000078,5.441903,76.214
5.200000,3.121774,3.732452,1.330114,360,-0.237445,-0.550017,-0.000078,5.442784,76.214
5.220000,3.122490,3.735365,1.330114,360,-0.234445,-0.550017,-0.000078,5.443667,76.214
5.240000,3.123205,3.738279,1.330114,360,-0.231445,-0.550017,-0.000078,5.444553,76.214
5.260000,3.123920,3.741192,1.330114,360,-0.228445,-0.550018,-0.000078,5.445442,76.214
5.280000,3.124635,3.744106,1.330114,360,-0.225445,-0.550018,-0.000078,5.446332,76.214
5.300000,3.125350,3.747019,1.330114,360,-0.222445,-0.550018,-0.000078,5.447225,76.214
5.320000,3.126065,3.749933,1.330114,360,-0.219445,-0.550018,-0.000078,5.448120,76.214
5.340000,3.126780,3.752846,1.330114,360,-0.216445,-0.550019,-0.000078,5.449019,76.214
5.360000,3.127495,3.755760,1.330114,360,-0.213445,-0.550019,-0.000078,5.449919,76.214
5.380000,3.128210,3.758673,1.330114,360,-0.210445,-0.550019,-0.000078,5.450821,76.214
5.400000,3.128925,3.761587,1.330114,360,-0.207445,-0.550019,-0.000078,5.451726,76.214
5.420000,3.129640,3.764500,1.330114,360,-0.204445,-0.550020,-0.000078,5.452634,76.214
5.440000,3.130356,3.767414,1.330114,360,-0.201445,-0.550020,-0.000078,5.453543,76.214
5.460000,3.131071,3.770328,1.330114,360,-0.198445,-0.550020,-0.000078,5.454455,76.214
5.480000,3.131786,3.773241,1.330114,360,-0.195445,-0.550020,-0.000078,5.455369,76.214
5.500000,3.132501,3.776155,1.330114,360,-0.192445,-0.550020,-0.000078,5.456286,76.214
5.520000,3.133216,3.779068,1.330114,360,-0.189445,-0.550021,-0.000078,5.457205,76.214
5.540000,3.133931,3.781982,1.330114,360,-0.186445,-0.550021,-0.000078,5.458126,76.214
5.560000,3.134646,3.784895,1.330114,360,-0.183445,-0.550021,-0.000078,5.459050,76.214
5.580000,3.135361,3.787809,1.330114,360,-0.180445,-0.550021,-0.000078,5.459976,76.214
5.600000,3.136076,3.790722,1.330114,360,-0.177445,-0.550022,-0.000078,5.460905,76.214
5.620000,3.136791,3.793636,1.330114,360,-0.174445,-0.550022,-0.000078,5.461836,76.214
5.640000,3.137507,3.796549,1.330114,360,-0.171445,-0.550022,-0.000078,5.462769,76.214
5.660000,3.138222,3.799463,1.330114,360,-0.168445,-0.550022,-0.000078,5.463704,76.214
5.680000,3.138937,3.802376,1.330114,360,-0.165445,-0.550023,-0.000078,5.464643,76.214
5.700000,3.139652,3.805290,1.330114,360,-0.162445,-0.550023,-0.000078,5.465583,76.214
5.720000,3.140367,3.808203,1.330114,360,-0.159445,-0.550023,-0.000078,5.466525,76.214
5.740000,3.141082,3.811117,1.330114,360,-0.156445,-0.550023,-0.000078,5.467470,76.214
5.760000,3.141797,3.814030,1.330114,360,-0.153445,-0.550024,-0.000078,5.468418,76.214
