timestamp,gt_x,gt_y,est_x,est_y,position_error_m,max_belief
0.02,-0.4588,-0.55,-0.41500000000000004,-0.4949999999999999,0.07030960105135012,0.0005232482386423014
0.66,-0.4588,-0.55,-0.2849999999999999,-0.4949999999999999,0.18229492587562618,0.001987788699423462
1.3,-0.4588,-0.55,-0.635,-0.505,0.1818555470696454,0.0021288889249471694
1.94,-0.4588,-0.55,-0.33499999999999996,0.4850000000000001,1.0423777818046585,0.0019933902184842483
2.58,-0.4588,-0.55,-0.635,0.4850000000000001,1.049891156263353,0.0026661594069384963
3.22,-0.4588,-0.55,-0.43500000000000005,-0.5449999999999999,0.024319539469323796,0.006402053328645882
3.86,-0.389867,-0.550005,-0.365,-0.5449999999999999,0.025365679845018974,0.013816292780352568
4.5,-0.342445,-0.550009,-0.18500000000000005,0.585,1.1458771130038334,0.01095146693825708
5.14,-0.246445,-0.550016,-0.08499999999999996,0.585,1.1464404948714082,0.007939997962557484
5.78,-0.150445,-0.550024,0.015000000000000124,0.585,1.1470185389090275,0.009244079862383658
6.42,-0.054445,-0.550031,0.11499999999999999,0.585,1.147609244902637,0.007093127200748274
7.06,-0.002331,-0.550022,-0.014999999999999902,0.585,1.1350927028419309,0.010548904725145556
7.7,0.047847,-0.539278,0.03500000000000014,0.625,1.1643488767087808,0.01190488673151002
8.34,0.078133,-0.514118,-0.08499999999999996,0.6750000000000003,1.2002558034073405,0.012327847611169339
8.98,0.100565,-0.485862,-0.06499999999999995,0.7050000000000001,1.2023161282578723,0.002063204930899579
9.62,0.109924,-0.436344,-0.05499999999999994,0.625,1.0740814736843756,0.00385769144965091
10.26,0.107664,-0.379469,-0.16500000000000004,-0.014999999999999902,0.4551739325323893,0.0044276473355623755
10.9,0.102516,-0.283607,-0.125,0.08499999999999996,0.43316815522958285,0.005856729878163729
11.54,0.097734,-0.192703,-0.11499999999999999,0.17500000000000004,0.42480731039496017,0.004525729887809028
12.18,0.099749,-0.103599,-0.11499999999999999,-0.03499999999999992,0.22543947259075994,0.007061826202626544
12.82,0.101924,-0.007624,-0.06499999999999995,0.06499999999999995,0.18203809258504106,0.008740457924407604
13.46,0.104099,0.088351,-0.04499999999999993,0.16500000000000004,0.16764719204925557,0.006755973139401874
14.1,0.106273,0.184327,-0.03499999999999992,0.2650000000000001,0.16268433685515027,0.006723118693794679
14.74,0.108448,0.280302,0.015000000000000124,0.2350000000000001,0.10384989122767518,0.007747842071130418
15.38,0.102955,0.346223,-0.04499999999999993,0.30499999999999994,0.1535904220776803,0.01217754914514907
16.02,0.092938,0.384003,-0.05499999999999994,0.345,0.15299309086687538,0.01401504394192015
16.66,0.061618,0.438846,-0.09499999999999997,0.365,0.1731543520677433,0.02183074413802824
17.3,0.025915,0.479301,-0.14500000000000002,0.405,0.18636677768851398,0.025369301225924908
