timestamp,range_0,range_32,range_64,range_96,range_128,range_160,range_192,range_224,range_256,range_288,range_320,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
0.240,0.253181,0.307510,0.607620,1.312601,1.658150,1.321651,0.927483,0.290569,0.203443,0.209769,0.304770,0.264309,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.260,0.265729,0.308591,0.609229,1.303386,1.658014,1.321693,0.919207,0.274443,0.206964,0.202618,0.315443,0.257514,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.280,0.258371,0.295386,0.605074,1.305764,1.652874,1.327590,0.921080,0.286265,0.202344,0.211625,0.309386,0.263600,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.300,0.255798,0.318109,0.621856,1.317177,1.660230,1.314539,0.918875,0.287248,0.207712,0.219494,0.313611,0.267453,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.320,0.252833,0.318554,0.612246,1.307063,1.663701,1.316017,0.923144,0.302762,0.200895,0.209727,0.324451,0.272058,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.340,0.261231,0.309913,0.620699,1.306273,1.669084,1.315396,0.920350,0.285665,0.196813,0.208410,0.319712,0.266122,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.360,0.267081,0.304954,0.617034,1.308705,1.656488,1.311857,0.927152,0.280885,0.211590,0.195863,0.316543,0.264514,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.380,0.262950,0.308179,0.620328,1.313109,1.658216,1.319819,0.925350,0.279257,0.194716,0.210962,0.327284,0.263561,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.400,0.260872,0.307831,0.611923,1.306115,1.649697,1.311982,0.898911,0.280795,0.211696,0.210563,0.332827,0.257882,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
0.420,0.254416,0.317153,0.625894,1.307001,1.655712,1.307883,0.913665,0.292736,0.203109,0.209288,0.315307,0.261705,-0.458800,-0.550000,0.000000,0.000000,0.000000,-0.458800,-0.550000,0.000000
