timestamp,range_0,range_32,range_64,range_96,range_128,range_160,range_192,range_224,range_256,range_288,range_320,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
16.460,1.307529,1.152226,1.391807,0.917213,0.839406,0.543050,0.361267,0.340966,0.485238,0.681712,0.703375,1.031609,-0.102220,0.415980,2.359946,0.000000,1.000000,0.065349,0.434436,2.124433
16.480,1.283558,1.161040,1.383722,0.918322,0.837084,0.559257,0.367509,0.343655,0.467771,0.692475,0.699126,1.014267,-0.102146,0.415908,2.379374,0.000000,1.000000,0.065350,0.434432,2.142428
16.500,1.248062,1.148992,1.347401,0.928853,0.833934,0.569246,0.361568,0.359125,0.471640,0.700407,0.699206,1.014609,-0.102221,0.415979,2.398803,0.000000,1.000000,0.065350,0.434429,2.160427
16.520,1.187151,1.158714,1.344915,0.939827,0.831520,0.585479,0.364512,0.331536,0.449769,0.695987,0.705936,0.966939,-0.102221,0.415979,2.419527,0.000000,1.000000,0.065350,0.434425,2.178429
16.540,1.152925,1.153259,1.323465,0.953510,0.836681,0.593258,0.360573,0.342758,0.455282,0.696226,0.698456,0.975103,-0.102221,0.415979,2.440251,0.000000,1.000000,0.065350,0.434422,2.196432
16.560,1.136768,1.160778,1.308444,0.956447,0.834504,0.614937,0.370754,0.336836,0.441623,0.703034,0.688051,0.950965,-0.102142,0.415913,2.459680,0.000000,1.000000,0.065350,0.434419,2.214435
16.580,1.122012,1.148594,1.317197,0.967514,0.832563,0.623491,0.368975,0.342006,0.440786,0.714307,0.684763,0.918604,-0.102223,0.415977,2.479109,0.000000,1.000000,0.065349,0.434416,2.232438
16.600,1.091199,1.164611,1.293282,0.977073,0.844051,0.649028,0.384073,0.341902,0.419675,0.715382,0.686117,0.915079,-0.102223,0.415977,2.499833,0.000000,1.000000,0.065349,0.434413,2.250440
16.620,1.064715,1.171028,1.280604,0.994667,0.834822,0.656265,0.386573,0.335418,0.421311,0.711957,0.673582,0.892135,-0.102139,0.415916,2.519261,0.150000,0.000000,0.065348,0.434410,2.268442
16.640,1.058520,1.157952,1.276946,0.997824,0.822857,0.669497,0.378956,0.341150,0.415216,0.717986,0.673091,0.903065,-0.104665,0.417728,2.519261,0.150000,0.000000,0.063554,0.436549,2.270830
16.660,1.062922,1.174294,1.292053,0.992220,0.832378,0.662020,0.377423,0.332442,0.419443,0.723822,0.681682,0.891459,-0.107022,0.419420,2.519261,0.150000,0.000000,0.061618,0.438846,2.270825
16.680,1.065189,1.170915,1.284787,0.991143,0.825879,0.660908,0.380046,0.334710,0.418298,0.731363,0.673113,0.890056,-0.109548,0.421232,2.519261,0.150000,0.000000,0.059683,0.441143,2.270820
16.700,1.074305,1.175763,1.284022,0.987324,0.821207,0.644801,0.366567,0.328804,0.408332,0.732132,0.690265,0.910318,-0.111905,0.422923,2.519261,0.150000,0.000000,0.057749,0.443439,2.270815
16.720,1.060927,1.173789,1.298260,0.977413,0.817429,0.638604,0.377740,0.327843,0.396981,0.731535,0.682579,0.896013,-0.114431,0.424735,2.519261,0.150000,0.000000,0.055815,0.445735,2.270810
16.740,1.062765,1.177657,1.292691,0.980071,0.823469,0.636079,0.367100,0.324916,0.410714,0.733403,0.692281,0.896884,-0.116789,0.426426,2.519261,0.150000,0.000000,0.053881,0.448031,2.270806
16.760,1.066274,1.181001,1.295367,0.980394,0.813738,0.622320,0.365790,0.327550,0.401390,0.728322,0.693288,0.922576,-0.119315,0.428239,2.519261,0.150000,0.000000,0.051948,0.450327,2.270804
16.780,1.064494,1.184286,1.305912,0.972452,0.825207,0.632260,0.362301,0.320883,0.398261,0.729236,0.688143,0.918603,-0.121672,0.429930,2.519261,0.150000,0.000000,0.050015,0.452622,2.270801
16.800,1.091560,1.186629,1.300191,0.983775,0.823645,0.624977,0.357400,0.315584,0.385154,0.741077,0.704026,0.923000,-0.124198,0.431742,2.519261,0.150000,0.000000,0.048082,0.454918,2.270800
16.820,1.071933,1.188725,1.307488,0.977600,0.821198,0.621053,0.350405,0.306998,0.384851,0.743409,0.702318,0.928404,-0.126555,0.433433,2.519261,0.150000,0.000000,0.046149,0.457213,2.270799
16.840,1.093517,1.192663,1.301698,0.967718,0.809051,0.607583,0.353339,0.310533,0.387673,0.739459,0.708060,0.930136,-0.128998,0.435183,2.520557,0.150000,0.000000,0.044216,0.459508,2.270798
16.860,1.086026,1.183921,1.309377,0.962393,0.805545,0.615206,0.352105,0.313733,0.384327,0.745054,0.687121,0.922076,-0.131441,0.436933,2.519261,0.150000,0.000000,0.042283,0.461803,2.270797
16.880,1.099203,1.198528,1.317046,0.959807,0.795461,0.606707,0.350404,0.303487,0.376178,0.737864,0.702678,0.935553,-0.133883,0.438684,2.520557,0.150000,0.000000,0.040350,0.464098,2.270797
16.900,1.103449,1.200719,1.308639,0.962022,0.812305,0.607067,0.342901,0.293193,0.382301,0.752645,0.710904,0.920138,-0.136326,0.440434,2.519261,0.150000,0.000000,0.038418,0.466393,2.270796
16.920,1.097807,1.190864,1.329127,0.965988,0.800259,0.596428,0.347575,0.315375,0.379846,0.754291,0.724814,0.925669,-0.138684,0.442125,2.519261,0.150000,0.000000,0.036485,0.468687,2.270796
16.940,1.090113,1.195239,1.321308,0.957506,0.814584,0.593001,0.340362,0.316539,0.378935,0.756571,0.699352,0.927330,-0.141209,0.443937,2.519261,0.150000,0.000000,0.034552,0.470982,2.270796
16.960,1.113099,1.205307,1.322268,0.961656,0.803268,0.595261,0.336447,0.304582,0.368948,0.750037,0.715385,0.948557,-0.143567,0.445628,2.519261,0.150000,0.000000,0.032619,0.473277,2.270795
16.980,1.114548,1.202929,1.338041,0.954885,0.809085,0.591417,0.339843,0.301150,0.369280,0.758562,0.710501,0.936744,-0.146093,0.447440,2.519261,0.000000,1.000000,0.030687,0.475571,2.270795
17.000,1.097478,1.199754,1.329327,0.962733,0.799563,0.598140,0.331307,0.297830,0.370581,0.763301,0.711536,0.917415,-0.146093,0.447440,2.539985,0.000000,1.000000,0.030461,0.475839,2.288335
17.020,1.066329,1.214793,1.310050,0.977698,0.799497,0.624179,0.343068,0.306714,0.359746,0.727422,0.711415,0.920954,-0.146007,0.447383,2.559414,0.000000,1.000000,0.030446,0.475853,2.306599
17.040,1.048295,1.223112,1.295020,0.997163,0.805182,0.634040,0.334849,0.297491,0.349307,0.698405,0.707348,0.890781,-0.146094,0.447439,2.578843,0.000000,1.000000,0.030448,0.475850,2.324587
17.060,1.020647,1.224187,1.284493,1.004014,0.808814,0.662655,0.345123,0.286044,0.353228,0.668735,0.702509,0.889786,-0.146094,0.447439,2.599567,0.000000,1.000000,0.030449,0.475847,2.342578
17.080,1.002598,1.228239,1.283509,1.020475,0.804437,0.692191,0.353121,0.305309,0.346241,0.647507,0.705248,0.880395,-0.146004,0.447386,2.618996,0.000000,1.000000,0.030450,0.475844,2.360572
17.100,0.981566,1.234998,1.269233,1.033403,0.812881,0.713785,0.352374,0.285356,0.344807,0.621549,0.699374,0.864746,-0.146004,0.447386,2.639720,0.000000,1.000000,0.030450,0.475841,2.378569
17.120,0.970011,1.239161,1.272573,1.046372,0.804435,0.748216,0.357265,0.294005,0.333897,0.605883,0.702899,0.856864,-0.146096,0.447435,2.659148,0.000000,1.000000,0.030451,0.475838,2.396566
17.140,0.947145,1.231965,1.260044,1.065927,0.805811,0.780807,0.369109,0.286486,0.332253,0.576829,0.690622,0.840765,-0.146096,0.447435,2.679872,0.000000,1.000000,0.030451,0.475835,2.414564
17.160,0.925827,1.249228,1.258163,1.080939,0.815298,0.809164,0.368286,0.292780,0.333286,0.575215,0.698973,0.820384,-0.146003,0.447390,2.699301,0.000000,1.000000,0.030450,0.475833,2.432562
17.180,0.918269,1.257531,1.248964,1.100569,0.813822,0.837304,0.374395,0.300177,0.325848,0.558999,0.701841,0.821626,-0.146097,0.447433,2.718730,0.000000,1.000000,0.030450,0.475830,2.450559
17.200,0.891817,1.269087,1.238470,1.129596,0.817046,0.859762,0.372894,0.296567,0.325381,0.525876,0.695637,0.798801,-0.146097,0.447433,2.739454,0.000000,1.000000,0.030450,0.475828,2.468555
17.220,0.899219,1.282999,1.241869,1.147708,0.826099,0.845729,0.381870,0.291974,0.322920,0.521093,0.689722,0.801900,-0.146001,0.447394,2.758883,0.000000,1.000000,0.030449,0.475825,2.486550
17.240,0.872734,1.279120,1.229440,1.172739,0.825911,0.841553,0.381355,0.284865,0.317579,0.505264,0.693343,0.797075,-0.146001,0.447394,2.779607,0.000000,1.000000,0.030449,0.475823,2.504545
17.260,0.861135,1.306640,1.226850,1.198335,0.825364,0.833409,0.390633,0.284934,0.310501,0.488774,0.696661,0.783761,-0.146098,0.447429,2.799035,0.150000,0.000000,0.030449,0.475820,2.522538
17.280,0.868128,1.306849,1.232750,1.201936,0.833737,0.837352,0.388616,0.290823,0.313280,0.498144,0.705618,0.792596,-0.148831,0.448404,2.799035,0.150000,0.000000,0.028362,0.477558,2.522659
17.300,0.862889,1.301844,1.237841,1.196929,0.835136,0.832386,0.388714,0.303591,0.317384,0.490542,0.703605,0.784581,-0.151759,0.449448,2.799035,0.150000,0.000000,0.025915,0.479301,2.522651
17.320,0.876108,1.310570,1.239341,1.184354,0.824546,0.835004,0.389367,0.286999,0.303281,0.485471,0.718204,0.796416,-0.154492,0.450423,2.799035,0.150000,0.000000,0.023469,0.481043,2.522643
17.340,0.876757,1.300717,1.231751,1.180027,0.823974,0.829319,0.380776,0.282898,0.306137,0.480694,0.707618,0.789447,-0.157420,0.451467,2.799035,0.150000,0.000000,0.021023,0.482786,2.522636
17.360,0.876898,1.307774,1.237586,1.183339,0.812157,0.825621,0.381573,0.285374,0.304377,0.474505,0.709970,0.803609,-0.160152,0.452441,2.799035,0.150000,0.000000,0.018579,0.484528,2.522630
17.380,0.876527,1.312541,1.238791,1.179159,0.819368,0.810481,0.370703,0.287449,0.305421,0.470554,0.718149,0.791937,-0.162983,0.453449,2.800331,0.150000,0.000000,0.016134,0.486270,2.522626
17.400,0.883611,1.312953,1.240250,1.155325,0.821251,0.834190,0.377589,0.284886,0.305678,0.477240,0.720771,0.806389,-0.165815,0.454457,2.799035,0.150000,0.000000,0.013690,0.488012,2.522624
17.420,0.882079,1.308386,1.248353,1.173933,0.811549,0.821371,0.375236,0.285669,0.301625,0.467235,0.717197,0.810892,-0.168646,0.455464,2.800331,0.150000,0.000000,0.011246,0.489754,2.522622
17.440,0.887539,1.320812,1.245718,1.167124,0.811711,0.817470,0.374666,0.271536,0.302515,0.467696,0.717551,0.798169,-0.171477,0.456472,2.799035,0.000000,1.000000,0.008802,0.491495,2.522620
17.460,0.874755,1.322531,1.244340,1.181863,0.810167,0.815314,0.377459,0.290201,0.297546,0.456092,0.726020,0.803294,-0.171477,0.456472,2.819759,0.000000,1.000000,0.008480,0.491552,2.539562
17.480,0.859886,1.333529,1.242657,1.216139,0.819335,0.805481,0.374450,0.287160,0.291793,0.442167,0.718219,0.792486,-0.171477,0.456472,2.840483,0.000000,1.000000,0.008483,0.491549,2.557551
17.500,0.859013,1.343190,1.240042,1.226542,0.819984,0.805308,0.388706,0.295618,0.288227,0.437854,0.729060,0.771095,-0.171477,0.456472,2.858617,0.000000,1.000000,0.008485,0.491547,2.575538
17.520,0.852655,1.349719,1.242694,1.274629,0.827370,0.799591,0.397287,0.292002,0.289609,0.429404,0.741079,0.776489,-0.171477,0.456472,2.879341,0.000000,1.000000,0.008487,0.491544,2.593528
17.540,0.837956,1.375598,1.235222,1.280484,0.845041,0.805538,0.392509,0.266108,0.284017,0.406933,0.728423,0.770121,-0.171477,0.456472,2.900065,0.000000,1.000000,0.008488,0.491542,2.611520
17.560,0.820882,1.390537,1.233252,1.339183,0.840962,0.796170,0.401558,0.287750,0.280542,0.404993,0.730098,0.779588,-0.171477,0.456472,2.918198,0.000000,1.000000,0.008489,0.491539,2.629513
17.580,0.823695,1.392297,1.232587,1.373306,0.852840,0.795428,0.406691,0.283720,0.277292,0.394176,0.725273,0.757045,-0.171477,0.456472,2.938922,0.000000,1.000000,0.008490,0.491537,2.647507
17.600,0.809487,1.416712,1.232580,1.386977,0.853617,0.799737,0.421342,0.276621,0.281748,0.389143,0.734798,0.762980,-0.171477,0.456472,2.959646,0.000000,1.000000,0.008491,0.491535,2.665500
17.620,0.802585,1.379432,1.223645,1.427332,0.865719,0.791871,0.432149,0.293674,0.282843,0.387590,0.738481,0.743895,-0.171477,0.456472,2.980370,0.000000,1.000000,0.008491,0.491532,2.683493
17.640,0.796621,1.337216,1.229442,1.453374,0.876226,0.789998,0.434828,0.292163,0.272055,0.375021,0.731089,0.743085,-0.171477,0.456472,2.998504,0.000000,1.000000,0.008491,0.491530,2.701486
17.660,0.794863,1.307839,1.234589,1.430301,0.886048,0.782809,0.452509,0.286731,0.278304,0.364060,0.740388,0.743298,-0.171477,0.456472,3.019228,0.000000,1.000000,0.008491,0.491528,2.719478
17.680,0.780407,1.260873,1.230494,1.418653,0.887613,0.791033,0.463762,0.276894,0.276406,0.357144,0.747659,0.743888,-0.171477,0.456472,3.039952,0.000000,1.000000,0.008491,0.491526,2.737469
17.700,0.786287,1.241348,1.228230,1.408659,0.901040,0.790724,0.471028,0.294092,0.276026,0.354931,0.751086,0.733383,-0.171477,0.456472,3.058085,0.000000,1.000000,0.008491,0.491523,2.755459
17.720,0.769418,1.209728,1.235433,1.401393,0.905159,0.785240,0.488324,0.294714,0.269420,0.353573,0.756638,0.736628,-0.171477,0.456472,3.078809,0.000000,1.000000,0.008491,0.491521,2.773449
17.740,0.759589,1.168797,1.241238,1.381734,0.919346,0.786225,0.497752,0.290549,0.271516,0.347920,0.761961,0.725670,-0.171477,0.456472,3.099533,0.000000,1.000000,0.008491,0.491519,2.791437
17.760,0.762708,1.145676,1.237204,1.363759,0.935706,0.793887,0.506829,0.294622,0.266219,0.337248,0.759816,0.727026,-0.171477,0.456472,3.120257,0.150000,0.000000,0.008491,0.491517,2.809425
17.780,0.759034,1.149438,1.246426,1.371144,0.929850,0.794009,0.505064,0.304892,0.266386,0.327168,0.765313,0.727437,-0.174481,0.456538,3.118962,0.150000,0.000000,0.006247,0.492464,2.810826
17.800,0.762671,1.154820,1.246448,1.378388,0.932098,0.775797,0.507080,0.306104,0.272784,0.328707,0.773200,0.722069,-0.177485,0.456604,3.120257,0.150000,0.000000,0.003407,0.493440,2.810825
17.820,0.757387,1.157441,1.242527,1.363391,0.924273,0.778390,0.493650,0.290853,0.271007,0.330671,0.765615,0.736978,-0.180489,0.456670,3.118962,0.150000,0.000000,0.000566,0.494415,2.810814
17.840,0.769724,1.163921,1.243927,1.374094,0.912208,0.779425,0.499102,0.295441,0.263651,0.333322,0.760905,0.732401,-0.183390,0.456735,3.118962,0.150000,0.000000,-0.002274,0.495391,2.810805
17.860,0.771048,1.172936,1.252223,1.381437,0.918234,0.776321,0.498104,0.292324,0.266983,0.332658,0.772497,0.733178,-0.186498,0.456806,3.118962,0.150000,0.000000,-0.005114,0.496367,2.810799
17.880,0.773081,1.173370,1.239868,1.372137,0.911364,0.772351,0.501839,0.307697,0.268583,0.333096,0.759593,0.746389,-0.189398,0.456871,3.118962,0.150000,0.000000,-0.007952,0.497342,2.810795
17.900,0.781778,1.180859,1.248871,1.370986,0.910272,0.772956,0.492688,0.286119,0.262479,0.322708,0.756128,0.750630,-0.192506,0.456942,3.118962,0.150000,0.000000,-0.010791,0.498317,2.810792
17.920,0.786315,1.175152,1.258233,1.371458,0.906989,0.776604,0.499923,0.282471,0.260344,0.324863,0.747322,0.751411,-0.195407,0.457007,3.118962,0.150000,0.000000,-0.013629,0.499292,2.810790
17.940,0.777755,1.188885,1.255326,1.368759,0.900483,0.773258,0.492513,0.290557,0.255912,0.321316,0.757533,0.749334,-0.198515,0.457078,3.118962,0.150000,0.000000,-0.016468,0.500268,2.810789
17.960,0.787677,1.186835,1.251776,1.375261,0.896114,0.752834,0.493304,0.277536,0.256602,0.324985,0.750704,0.761516,-0.201415,0.457143,3.118962,0.150000,0.000000,-0.019306,0.501242,2.810788
17.980,0.790267,1.193786,1.255335,1.383194,0.892511,0.756607,0.490746,0.284800,0.251104,0.317038,0.731192,0.756344,-0.204419,0.457209,3.120257,0.150000,0.000000,-0.022143,0.502217,2.810788
18.000,0.807795,1.209168,1.258984,1.389507,0.896815,0.753491,0.487603,0.282537,0.261130,0.323954,0.742117,0.759954,-0.207424,0.457275,3.118962,0.150000,0.000000,-0.024981,0.503192,2.810787
18.020,0.801418,1.207094,1.245169,1.376863,0.883706,0.758542,0.488932,0.282537,0.258210,0.320754,0.741548,0.763569,-0.210428,0.457342,3.120257,0.150000,0.000000,-0.027819,0.504167,2.810786
18.040,0.800179,1.215915,1.256104,1.375345,0.884100,0.745569,0.478925,0.284053,0.256371,0.323401,0.744865,0.762363,-0.213432,0.457408,3.118962,0.150000,0.000000,-0.030656,0.505141,2.810786
18.060,0.802549,1.211338,1.255718,1.384828,0.874238,0.750498,0.481986,0.278934,0.243435,0.318974,0.735460,0.770591,-0.216436,0.457474,3.120257,0.150000,0.000000,-0.033494,0.506116,2.810785
18.080,0.807612,1.224294,1.264770,1.387060,0.881199,0.742618,0.478288,0.286278,0.253467,0.315208,0.724332,0.771725,-0.219441,0.457540,3.118962,0.150000,0.000000,-0.036331,0.507091,2.810785
18.100,0.804150,1.223426,1.257284,1.382984,0.877673,0.739726,0.479751,0.270529,0.256841,0.311747,0.716942,0.775835,-0.222445,0.457606,3.120257,0.150000,0.000000,-0.039169,0.508065,2.810785
18.120,0.828568,1.228985,1.263834,1.380009,0.869282,0.739756,0.479321,0.295053,0.239794,0.312720,0.720564,0.776286,-0.225449,0.457672,3.118962,0.150000,0.000000,-0.042006,0.509040,2.810785
18.140,0.825945,1.238607,1.253655,1.391881,0.868966,0.737204,0.473977,0.279352,0.254008,0.314041,0.715187,0.777798,-0.228350,0.457737,3.118962,0.000000,1.000000,-0.044844,0.510014,2.810785
18.160,0.807923,1.214313,1.261820,1.379159,0.875960,0.741299,0.485907,0.273753,0.254094,0.306672,0.685810,0.778176,-0.228350,0.457737,3.139686,0.000000,1.000000,-0.045354,0.510070,2.826752
18.180,0.804584,1.163623,1.267087,1.372006,0.889276,0.735036,0.500387,0.291696,0.253925,0.303926,0.652124,0.772403,-0.228453,0.457737,-3.124070,0.000000,1.000000,-0.045457,0.510043,2.845994
18.200,0.807205,1.156628,1.268967,1.359126,0.899020,0.734809,0.513767,0.300274,0.248158,0.300480,0.623677,0.769484,-0.228453,0.457737,-3.103346,0.000000,1.000000,-0.045453,0.510041,2.863981
18.220,0.793260,1.134852,1.282955,1.345806,0.896884,0.743734,0.541748,0.287801,0.250293,0.293000,0.600551,0.768007,-0.228350,0.457742,-3.083918,0.000000,1.000000,-0.045451,0.510039,2.881970
18.240,0.781281,1.113552,1.288785,1.335978,0.919115,0.741047,0.559340,0.275614,0.253277,0.286721,0.579148,0.767538,-0.228453,0.457735,-3.064489,0.000000,1.000000,-0.045449,0.510037,2.899960
18.260,0.790995,1.081055,1.286197,1.333091,0.937957,0.738311,0.569489,0.293349,0.246395,0.289258,0.555445,0.763830,-0.228453,0.457735,-3.043765,0.000000,1.000000,-0.045448,0.510035,2.917951
18.280,0.787255,1.072560,1.287760,1.310138,0.943092,0.732623,0.589650,0.300813,0.243342,0.291377,0.535876,0.760309,-0.228453,0.457735,-3.023041,0.000000,1.000000,-0.045446,0.510033,2.935942
18.300,0.779455,1.055028,1.294031,1.313380,0.958829,0.744671,0.613139,0.299767,0.245006,0.290243,0.524268,0.772929,-0.228351,0.457748,-3.003612,0.000000,1.000000,-0.045445,0.510031,2.953933
18.320,0.777894,1.027073,1.306054,1.307246,0.981162,0.751324,0.629212,0.297954,0.248648,0.275352,0.501461,0.761398,-0.228453,0.457733,-2.984183,0.000000,1.000000,-0.045445,0.510029,2.971923
18.340,0.773878,1.018472,1.315963,1.302669,0.995205,0.742192,0.667593,0.298965,0.244927,0.271505,0.478866,0.767078,-0.228453,0.457733,-2.963459,0.150000,0.000000,-0.045444,0.510027,2.989913
18.360,0.777535,1.010809,1.314455,1.297515,0.998240,0.752005,0.683700,0.316512,0.253022,0.277896,0.475454,0.769895,-0.231309,0.457219,-2.963459,0.150000,0.000000,-0.047736,0.510397,2.997614
18.380,0.786716,1.010058,1.311602,1.302764,1.004908,0.740946,0.687528,0.289099,0.237489,0.273844,0.480825,0.769641,-0.234368,0.456668,-2.963459,0.150000,0.000000,-0.050708,0.510827,2.997612
18.400,0.781825,1.025233,1.314594,1.304785,0.990951,0.742174,0.666196,0.301273,0.244889,0.277083,0.475067,0.773077,-0.237223,0.456154,-2.963459,0.150000,0.000000,-0.053681,0.511256,2.997603
18.420,0.781415,1.029971,1.314155,1.295745,0.984820,0.737360,0.672797,0.312567,0.244299,0.269645,0.476493,0.779930,-0.240283,0.455603,-2.963459,0.150000,0.000000,-0.056653,0.511686,2.997596
18.440,0.787579,1.032512,1.318395,1.303257,0.988842,0.736705,0.675654,0.318518,0.248950,0.275760,0.470644,0.778368,-0.243138,0.455089,-2.963459,0.150000,0.000000,-0.059624,0.512116,2.997592
18.460,0.794977,1.012494,1.322195,1.303969,0.979207,0.733768,0.678077,0.300935,0.241505,0.267781,0.477181,0.787321,-0.246096,0.454558,-2.964755,0.150000,0.000000,-0.062595,0.512547,2.997588
18.480,0.792393,1.037870,1.305993,1.311759,0.980969,0.732777,0.680807,0.295872,0.239834,0.268339,0.466688,0.781664,-0.249054,0.454028,-2.963459,0.150000,0.000000,-0.065565,0.512977,2.997585
18.500,0.793569,1.036832,1.308441,1.307856,0.971728,0.736066,0.674840,0.301200,0.240267,0.267544,0.470348,0.789837,-0.252012,0.453497,-2.964755,0.150000,0.000000,-0.068535,0.513408,2.997584
18.520,0.801055,1.044371,1.326990,1.299255,0.969312,0.723227,0.660941,0.304549,0.245406,0.270038,0.465580,0.786799,-0.254969,0.452967,-2.963459,0.000000,1.000000,-0.071505,0.513839,2.997583
18.540,0.780635,1.041021,1.326492,1.306125,0.987670,0.728890,0.690780,0.306873,0.236800,0.262967,0.452917,0.795262,-0.254969,0.452967,-2.942735,0.000000,1.000000,-0.072218,0.513872,3.009962
18.560,0.793282,1.026070,1.337445,1.293958,0.995891,0.720826,0.715168,0.316228,0.238638,0.262467,0.442725,0.791155,-0.254969,0.452967,-2.924602,0.000000,1.000000,-0.072391,0.513846,3.029964
18.580,0.797145,0.999069,1.345962,1.295748,1.020919,0.729435,0.745791,0.316598,0.247106,0.260451,0.424035,0.794825,-0.254969,0.452967,-2.903878,0.000000,1.000000,-0.072389,0.513845,3.047967
18.600,0.809855,0.981274,1.359367,1.283793,1.026950,0.727132,0.743612,0.326026,0.242938,0.263919,0.423405,0.792715,-0.254969,0.452967,-2.883154,0.000000,1.000000,-0.072386,0.513844,3.065954
18.620,0.790525,0.992440,1.363087,1.274883,1.057965,0.740072,0.731313,0.327791,0.247730,0.262297,0.418468,0.797863,-0.254969,0.452967,-2.865020,0.000000,1.000000,-0.072384,0.513842,3.083943
18.640,0.790796,0.965788,1.379356,1.278085,1.078098,0.742057,0.740903,0.320166,0.245184,0.255661,0.386258,0.794677,-0.254969,0.452967,-2.844296,0.000000,1.000000,-0.072382,0.513841,3.101931
18.660,0.786379,0.948357,1.383193,1.282414,1.093917,0.754508,0.734809,0.313169,0.234885,0.253875,0.382229,0.795264,-0.254969,0.452967,-2.823572,0.000000,1.000000,-0.072381,0.513841,3.119920
18.680,0.798361,0.937042,1.390376,1.272739,1.126434,0.747329,0.728528,0.330532,0.248676,0.234423,0.375207,0.799945,-0.254969,0.452967,-2.802848,0.000000,1.000000,-0.072379,0.513840,3.137909
18.700,0.796172,0.931884,1.405287,1.275278,1.155001,0.752185,0.723905,0.353892,0.243421,0.246989,0.368007,0.798554,-0.254969,0.452967,-2.784715,0.000000,1.000000,-0.072378,0.513839,-3.127289
18.720,0.799080,0.922436,1.414864,1.267424,1.172462,0.758623,0.720955,0.336232,0.244077,0.240613,0.358150,0.802690,-0.254969,0.452967,-2.763991,0.150000,0.000000,-0.072378,0.513838,-3.109302
18.740,0.790801,0.919843,1.436648,1.267011,1.188155,0.768497,0.722510,0.341665,0.243537,0.245412,0.349328,0.805114,-0.257762,0.451857,-2.762696,0.150000,0.000000,-0.074529,0.513761,-3.099745
18.760,0.792832,0.917798,1.423229,1.267282,1.180961,0.756736,0.702962,0.349814,0.247066,0.240886,0.350768,0.807163,-0.260554,0.450747,-2.763991,0.150000,0.000000,-0.077530,0.513633,-3.099748
18.780,0.795935,0.922117,1.435461,1.268907,1.176479,0.765416,0.720536,0.342991,0.248983,0.243198,0.356610,0.808431,-0.263251,0.449677,-2.763991,0.150000,0.000000,-0.080531,0.513505,-3.099758
18.800,0.807046,0.928848,1.421156,1.271299,1.175325,0.762524,0.711251,0.345825,0.242841,0.245851,0.352835,0.823834,-0.266141,0.448531,-2.763991,0.150000,0.000000,-0.083531,0.513379,-3.099764
18.820,0.803020,0.929277,1.432428,1.260943,1.160458,0.748753,0.707271,0.358376,0.246186,0.242480,0.355086,0.818708,-0.268838,0.447462,-2.763991,0.150000,0.000000,-0.086530,0.513252,-3.099769
18.840,0.804844,0.938880,1.433173,1.265292,1.167154,0.738457,0.696792,0.349312,0.240745,0.240573,0.353553,0.820198,-0.271728,0.446315,-2.763991,0.150000,0.000000,-0.089530,0.513126,-3.099773
18.860,0.822391,0.943229,1.437007,1.267370,1.148341,0.736688,0.700088,0.346755,0.244821,0.247995,0.364964,0.827940,-0.274425,0.445246,-2.763991,0.150000,0.000000,-0.092528,0.513000,-3.099777
18.880,0.821336,0.937458,1.431030,1.265933,1.150124,0.735268,0.703286,0.340593,0.240477,0.240092,0.363053,0.829711,-0.277314,0.444100,-2.763991,0.150000,0.000000,-0.095527,0.512875,-3.099780
18.900,0.826930,0.953122,1.435932,1.272895,1.159291,0.739723,0.696017,0.342788,0.246738,0.256134,0.357012,0.832893,-0.280011,0.443030,-2.763991,0.150000,0.000000,-0.098525,0.512749,-3.099782
18.920,0.815989,0.946429,1.426923,1.261603,1.147647,0.726073,0.695117,0.335462,0.245500,0.245794,0.351090,0.832608,-0.282901,0.441884,-2.763991,0.150000,0.000000,-0.101523,0.512623,-3.099784
18.940,0.820634,0.948689,1.435400,1.264441,1.141379,0.721079,0.672885,0.341855,0.242367,0.242501,0.359278,0.844450,-0.285598,0.440814,-2.763991,0.150000,0.000000,-0.104521,0.512498,-3.099785
18.960,0.827081,0.965480,1.429977,1.265642,1.142287,0.727548,0.684749,0.354607,0.245197,0.244608,0.362815,0.840518,-0.288487,0.439668,-2.763991,0.150000,0.000000,-0.107519,0.512372,-3.099786
18.980,0.828608,0.952938,1.429682,1.259985,1.122332,0.717026,0.681730,0.344335,0.246356,0.248873,0.364878,0.844265,-0.291184,0.438598,-2.763991,0.150000,0.000000,-0.110516,0.512247,-3.099787
19.000,0.843347,0.964140,1.436414,1.264499,1.122018,0.713307,0.676010,0.347477,0.236622,0.242009,0.358225,0.850116,-0.294074,0.437452,-2.763991,0.150000,0.000000,-0.113514,0.512121,-3.099788
19.020,0.836252,0.961724,1.432841,1.277657,1.120420,0.710305,0.678596,0.345594,0.241816,0.236722,0.352008,0.849998,-0.296771,0.436382,-2.763991,0.150000,0.000000,-0.116512,0.511996,-3.099788
19.040,0.843518,0.968205,1.421717,1.260418,1.118562,0.714117,0.667799,0.335340,0.243366,0.245549,0.367501,0.845445,-0.299563,0.435273,-2.762696,0.150000,0.000000,-0.119509,0.511871,-3.099788
19.060,0.845167,0.966127,1.423699,1.260188,1.110887,0.699163,0.664738,0.358644,0.247495,0.251309,0.353763,0.850722,-0.302356,0.434163,-2.763991,0.150000,0.000000,-0.122507,0.511745,-3.099789
