timestamp,range_0,range_4,range_8,range_12,range_16,range_20,range_24,range_28,range_32,range_36,range_40,range_44,range_48,range_52,range_56,range_60,range_64,range_68,range_72,range_76,range_80,range_84,range_88,range_92,range_96,range_100,range_104,range_108,range_112,range_116,range_120,range_124,range_128,range_132,range_136,range_140,range_144,range_148,range_152,range_156,range_160,range_164,range_168,range_172,range_176,range_180,range_184,range_188,range_192,range_196,range_200,range_204,range_208,range_212,range_216,range_220,range_224,range_228,range_232,range_236,range_240,range_244,range_248,range_252,range_256,range_260,range_264,range_268,range_272,range_276,range_280,range_284,range_288,range_292,range_296,range_300,range_304,range_308,range_312,range_316,range_320,range_324,range_328,range_332,range_336,range_340,range_344,range_348,range_352,range_356,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
28.800,0.254129,0.263429,0.278276,0.292086,0.298673,0.320491,0.341015,0.360954,0.404223,0.436432,0.497215,0.558768,0.649294,0.802914,0.946952,0.915493,0.912390,0.908189,0.917855,0.921409,0.920228,0.932497,0.955790,0.988299,1.019221,1.054685,1.091166,1.159722,1.242166,1.326073,1.427963,1.518291,1.466060,1.416050,1.382088,1.333498,1.302917,1.285390,1.260704,1.258121,1.257810,1.261532,1.266807,1.274688,1.304242,1.340144,1.380918,1.205054,1.087241,0.988835,0.933280,0.850137,0.781925,0.741718,0.695282,0.682485,0.634117,0.625844,0.615576,0.614482,0.589368,0.587164,0.586219,0.594514,0.596344,0.593278,0.600893,0.617499,0.628178,0.533890,0.472321,0.417502,0.394434,0.369076,0.340708,0.314819,0.291794,0.286726,0.273749,0.277360,0.254837,0.251884,0.251407,0.239699,0.244155,0.245593,0.246883,0.247659,0.244132,0.255928,-0.329865,-0.288732,0.274666,0.000000,1.000000,-0.477305,-0.171877,-0.346360
28.820,0.261375,0.269341,0.265222,0.288352,0.294182,0.318992,0.334062,0.365090,0.387368,0.433797,0.480917,0.550944,0.639215,0.755043,0.940175,0.928504,0.913230,0.917684,0.923434,0.918606,0.921374,0.934032,0.945491,0.977451,1.013509,1.044900,1.093159,1.141547,1.221957,1.299008,1.404431,1.555330,1.478879,1.424802,1.369176,1.333765,1.316331,1.297168,1.270095,1.264500,1.259647,1.255877,1.264714,1.281004,1.296688,1.340389,1.371599,1.268210,1.117933,1.013180,0.957160,0.856072,0.812571,0.748318,0.717055,0.687819,0.652667,0.644078,0.608846,0.605644,0.598677,0.585489,0.593221,0.599248,0.593798,0.594322,0.601853,0.607963,0.632688,0.566825,0.495143,0.440832,0.400167,0.376128,0.341638,0.323175,0.317536,0.277770,0.280817,0.259393,0.249738,0.259553,0.259567,0.246235,0.248825,0.246790,0.242489,0.247519,0.251085,0.247129,-0.329865,-0.288732,0.295390,0.000000,1.000000,-0.477306,-0.171875,-0.328368
28.840,0.255984,0.259489,0.268559,0.287163,0.298233,0.305533,0.328415,0.348135,0.386088,0.409708,0.467031,0.544096,0.613894,0.723501,0.905405,0.931276,0.923268,0.908769,0.914795,0.920037,0.921611,0.937459,0.941669,0.968662,1.002635,1.025459,1.068311,1.130225,1.196708,1.267264,1.368849,1.493935,1.507110,1.450888,1.386387,1.355321,1.325027,1.299289,1.273233,1.266554,1.257253,1.260035,1.263574,1.269855,1.298383,1.322435,1.356732,1.320177,1.153402,1.047870,0.966578,0.881171,0.814613,0.762476,0.714430,0.697115,0.670770,0.649606,0.625377,0.616206,0.600680,0.593809,0.584073,0.589473,0.593988,0.594358,0.604706,0.604790,0.620113,0.586033,0.503158,0.444267,0.417318,0.373747,0.339906,0.320994,0.294885,0.289795,0.295113,0.266568,0.265323,0.261965,0.256923,0.246512,0.248851,0.240484,0.246590,0.246019,0.242503,0.255077,-0.329865,-0.288732,0.316114,0.000000,1.000000,-0.477306,-0.171873,-0.310378
28.860,0.255110,0.267730,0.262916,0.275521,0.290726,0.302045,0.325004,0.346982,0.365793,0.415640,0.446543,0.510353,0.571346,0.688759,0.855850,0.939760,0.926407,0.916062,0.914815,0.917552,0.916937,0.931310,0.941053,0.970069,0.994441,1.028798,1.069700,1.112607,1.188120,1.251046,1.346763,1.465148,1.521887,1.455997,1.404520,1.364450,1.325928,1.300769,1.279793,1.258056,1.263853,1.261297,1.258041,1.265844,1.283128,1.315808,1.360185,1.334740,1.176457,1.072002,0.970344,0.891298,0.834351,0.765034,0.727591,0.694223,0.660791,0.638609,0.629065,0.618880,0.605349,0.595114,0.588892,0.588389,0.590858,0.589372,0.598750,0.604704,0.624590,0.616468,0.531030,0.467954,0.420584,0.389859,0.348097,0.331386,0.310430,0.299318,0.277405,0.271680,0.262348,0.256061,0.252353,0.249196,0.237986,0.249708,0.248063,0.243788,0.242120,0.247556,-0.329766,-0.288699,0.335542,0.000000,1.000000,-0.477306,-0.171871,-0.292388
28.880,0.257108,0.254137,0.266245,0.284346,0.282798,0.297632,0.317875,0.330919,0.354286,0.392975,0.431689,0.507781,0.562715,0.664154,0.796926,0.945806,0.931099,0.920887,0.916422,0.911349,0.920426,0.931292,0.945518,0.960732,0.984414,1.020615,1.051769,1.107517,1.171713,1.243012,1.320183,1.429399,1.538290,1.470352,1.417758,1.373284,1.339948,1.300782,1.279759,1.260457,1.259457,1.254710,1.261833,1.264765,1.282392,1.312401,1.339132,1.381909,1.225743,1.095398,0.992579,0.908351,0.832204,0.774499,0.734957,0.699757,0.680948,0.654382,0.639807,0.615798,0.608894,0.599063,0.592891,0.588698,0.584474,0.591271,0.598801,0.607957,0.614571,0.623761,0.541453,0.477872,0.442171,0.399193,0.367887,0.336599,0.317211,0.296732,0.278505,0.274439,0.265997,0.263094,0.245733,0.245204,0.237730,0.240678,0.241767,0.246215,0.243371,0.245589,-0.329864,-0.288734,0.354971,0.000000,1.000000,-0.477306,-0.171869,-0.274399
28.900,0.241111,0.259195,0.251136,0.260249,0.280373,0.290459,0.308636,0.341106,0.366132,0.377502,0.430409,0.486320,0.545774,0.621322,0.758437,0.939707,0.936671,0.910703,0.917989,0.912137,0.917777,0.923002,0.934521,0.965342,0.986607,1.016178,1.051787,1.092555,1.145200,1.210904,1.307210,1.399850,1.530377,1.466458,1.429076,1.374576,1.348464,1.317500,1.280684,1.271608,1.266636,1.257373,1.255311,1.269925,1.285660,1.296207,1.337196,1.355766,1.268355,1.127566,1.009599,0.922898,0.870899,0.800674,0.736942,0.718258,0.681295,0.662923,0.625475,0.622873,0.609276,0.602478,0.580101,0.589327,0.583796,0.589241,0.591830,0.598857,0.621730,0.633049,0.571881,0.498515,0.447329,0.399964,0.361210,0.351464,0.317297,0.303186,0.262769,0.273175,0.254863,0.264131,0.258663,0.241771,0.245904,0.249459,0.243927,0.242770,0.248277,0.252400,-0.329864,-0.288734,0.375695,0.000000,1.000000,-0.477307,-0.171867,-0.256410
28.920,0.249068,0.257949,0.264132,0.271836,0.275029,0.295384,0.305529,0.332863,0.340527,0.382350,0.419653,0.471170,0.512460,0.609233,0.691563,0.890705,0.938042,0.922178,0.929113,0.907404,0.916801,0.928587,0.934127,0.944680,0.975743,1.006626,1.043068,1.072575,1.133620,1.186922,1.279539,1.364547,1.503157,1.503479,1.445874,1.401455,1.362296,1.319846,1.287858,1.278047,1.252529,1.262627,1.257177,1.250165,1.274060,1.299134,1.328666,1.362782,1.326867,1.159181,1.075822,0.944593,0.882469,0.800993,0.760030,0.728294,0.687264,0.656895,0.647878,0.594493,0.608255,0.600478,0.589882,0.599053,0.578078,0.586607,0.595892,0.597242,0.600369,0.623553,0.594978,0.514759,0.452649,0.408803,0.366913,0.350353,0.311592,0.319486,0.282920,0.280167,0.274965,0.269922,0.254767,0.244200,0.249024,0.233375,0.248230,0.242578,0.233975,0.248157,-0.329864,-0.288734,0.396419,0.000000,1.000000,-0.477307,-0.171865,-0.238422
28.940,0.242086,0.261302,0.254621,0.268058,0.281861,0.289103,0.315700,0.322480,0.346606,0.372201,0.412925,0.445553,0.504522,0.574110,0.681810,0.834427,0.932620,0.925202,0.930100,0.919492,0.920328,0.923855,0.926388,0.946414,0.975099,0.997415,1.027692,1.069021,1.124375,1.188443,1.257412,1.346819,1.454216,1.519145,1.469537,1.417442,1.361884,1.332190,1.302783,1.281060,1.261807,1.253616,1.253837,1.260086,1.273926,1.285252,1.322499,1.345420,1.360269,1.205168,1.069272,0.990710,0.896761,0.823258,0.760807,0.741282,0.682099,0.669130,0.637129,0.622923,0.614048,0.592699,0.590813,0.598204,0.589066,0.590382,0.590913,0.590953,0.604168,0.625407,0.600568,0.530670,0.471914,0.425708,0.385945,0.356859,0.333037,0.301522,0.283889,0.288030,0.280581,0.261208,0.258729,0.253516,0.248390,0.237674,0.238613,0.241781,0.244662,0.247164,-0.329864,-0.288734,0.414553,0.000000,1.000000,-0.477306,-0.171863,-0.220435
28.960,0.251179,0.251118,0.258390,0.267413,0.271274,0.283754,0.297879,0.321828,0.341586,0.374726,0.394686,0.428822,0.484580,0.552050,0.654978,0.750956,0.943600,0.929052,0.918405,0.912086,0.916129,0.919782,0.927091,0.947781,0.961612,0.989021,1.012602,1.052909,1.102410,1.164033,1.232784,1.326706,1.420289,1.544500,1.485702,1.422769,1.374042,1.340401,1.295734,1.288488,1.262081,1.260992,1.261105,1.257549,1.275235,1.288576,1.306873,1.341770,1.381214,1.236544,1.097486,0.990727,0.920044,0.842874,0.786384,0.741280,0.685301,0.673808,0.642014,0.633741,0.606834,0.602145,0.593361,0.585183,0.580884,0.584448,0.586435,0.590535,0.606030,0.611753,0.630367,0.543332,0.480932,0.429005,0.388221,0.358898,0.339904,0.306215,0.292354,0.290884,0.275001,0.264491,0.261626,0.241476,0.251841,0.235532,0.244648,0.247873,0.241743,0.250651,-0.329864,-0.288734,0.435277,0.000000,1.000000,-0.477306,-0.171861,-0.202449
28.980,0.252467,0.250750,0.257385,0.270111,0.273853,0.275931,0.299895,0.313600,0.329982,0.349560,0.389584,0.412482,0.475045,0.547885,0.626191,0.741092,0.957390,0.928750,0.919060,0.910604,0.916732,0.911452,0.922353,0.939596,0.956999,0.978259,1.008034,1.052315,1.097481,1.143686,1.223627,1.295001,1.401026,1.532889,1.498034,1.434068,1.383964,1.337380,1.314793,1.291415,1.280445,1.263329,1.258492,1.258074,1.267320,1.287165,1.301444,1.330857,1.372864,1.284041,1.160287,1.031201,0.927235,0.852354,0.789662,0.756630,0.688474,0.683325,0.666804,0.634660,0.610991,0.613252,0.590798,0.584090,0.578049,0.584151,0.578607,0.585621,0.598234,0.609158,0.621916,0.567435,0.513492,0.444479,0.394322,0.376480,0.335796,0.323710,0.305977,0.289237,0.274122,0.265092,0.251128,0.254252,0.250441,0.251158,0.244986,0.244320,0.243127,0.248133,-0.329864,-0.288734,0.456001,0.000000,1.000000,-0.477306,-0.171859,-0.184463
29.000,0.251008,0.249369,0.263605,0.257089,0.264004,0.280980,0.286318,0.306131,0.328957,0.355410,0.370134,0.415696,0.445863,0.511205,0.600998,0.714092,0.888309,0.932008,0.926132,0.920331,0.905377,0.916059,0.922640,0.935759,0.955588,0.975221,1.014789,1.039402,1.075480,1.140052,1.201071,1.271988,1.371843,1.493333,1.523417,1.441070,1.397336,1.352513,1.313860,1.292561,1.266353,1.260897,1.254242,1.254490,1.259636,1.282256,1.298157,1.331364,1.353527,1.322712,1.201858,1.036240,0.946697,0.858557,0.801333,0.753615,0.710887,0.676969,0.650838,0.639563,0.623533,0.610655,0.591654,0.589283,0.586297,0.572487,0.581625,0.586693,0.593671,0.607608,0.620123,0.599552,0.526917,0.449958,0.412963,0.378178,0.336123,0.325276,0.304748,0.299940,0.267367,0.268674,0.257709,0.247101,0.246901,0.233992,0.240917,0.238876,0.241567,0.242047,-0.329771,-0.288688,0.475429,0.150000,0.000000,-0.477306,-0.171857,-0.166477
29.020,0.259346,0.248077,0.256076,0.262217,0.269886,0.281633,0.289869,0.312143,0.329759,0.354582,0.382235,0.414845,0.452576,0.512615,0.592538,0.672189,0.877257,0.936513,0.924219,0.909690,0.913575,0.921051,0.925918,0.939906,0.953650,0.972150,0.993348,1.029507,1.082769,1.132237,1.182941,1.269125,1.363701,1.477517,1.520888,1.459241,1.407114,1.354828,1.324785,1.294878,1.273533,1.261665,1.260651,1.256834,1.258809,1.285160,1.290663,1.316357,1.350807,1.349544,1.179565,1.051014,0.968011,0.864943,0.804833,0.772648,0.713875,0.687637,0.659636,0.639650,0.616688,0.616431,0.594333,0.585539,0.574232,0.579428,0.585560,0.588382,0.598091,0.605118,0.616712,0.601026,0.526071,0.467132,0.416697,0.374773,0.351982,0.332043,0.308811,0.298306,0.287679,0.278952,0.260524,0.260170,0.251547,0.244127,0.245041,0.250028,0.248204,0.246047,-0.327192,-0.287360,0.475429,0.150000,0.000000,-0.475000,-0.172266,-0.158996
29.040,0.256122,0.257235,0.259087,0.269897,0.279097,0.286359,0.293278,0.311011,0.331946,0.354009,0.380127,0.419999,0.480418,0.522905,0.600156,0.680113,0.908363,0.939583,0.929992,0.917695,0.921544,0.922058,0.924326,0.923176,0.956416,0.977430,0.994094,1.035202,1.080651,1.127294,1.198325,1.258140,1.368527,1.477555,1.523168,1.449468,1.390252,1.351318,1.318384,1.288567,1.285184,1.258787,1.249320,1.261634,1.256392,1.277981,1.293756,1.315655,1.350571,1.353751,1.215591,1.048402,0.962994,0.877118,0.807432,0.762733,0.713479,0.707462,0.661039,0.637419,0.616042,0.597458,0.595810,0.590360,0.581292,0.585819,0.586296,0.586502,0.579449,0.607791,0.620988,0.610555,0.544441,0.470220,0.415932,0.393939,0.345056,0.338770,0.312249,0.305630,0.284699,0.268562,0.264676,0.259956,0.251292,0.263717,0.247846,0.245356,0.256514,0.248892,-0.324519,-0.285986,0.474134,0.150000,0.000000,-0.472035,-0.172740,-0.158999
29.060,0.251490,0.257799,0.259314,0.270818,0.275200,0.287737,0.298841,0.321543,0.337585,0.341235,0.389920,0.430120,0.465564,0.532234,0.599807,0.720215,0.932523,0.944307,0.924026,0.919106,0.922852,0.927716,0.923485,0.936408,0.958114,0.965992,1.002311,1.038753,1.080929,1.138086,1.189389,1.272852,1.359007,1.475304,1.516350,1.449430,1.383528,1.349073,1.319337,1.285299,1.267518,1.256838,1.244930,1.248611,1.251572,1.267246,1.285368,1.309574,1.346052,1.345932,1.216775,1.061292,0.966660,0.863420,0.796379,0.766793,0.717952,0.687108,0.662994,0.629600,0.622572,0.611842,0.599556,0.583427,0.581745,0.586160,0.590323,0.584699,0.592653,0.608496,0.607827,0.622221,0.552244,0.475035,0.430240,0.390431,0.362971,0.336122,0.315576,0.306105,0.291540,0.268551,0.267843,0.266977,0.254228,0.252155,0.252166,0.245859,0.249496,0.248335,-0.321847,-0.284612,0.475429,0.150000,0.000000,-0.469068,-0.173215,-0.159011
29.080,0.252361,0.269943,0.266554,0.267663,0.278011,0.293349,0.298139,0.324334,0.347604,0.361356,0.380977,0.445033,0.467097,0.533095,0.615682,0.730668,0.909292,0.935365,0.934386,0.925326,0.914133,0.920774,0.919547,0.954938,0.953013,0.971146,1.001116,1.031643,1.080294,1.130656,1.189186,1.279539,1.364004,1.481453,1.505515,1.440862,1.398720,1.343153,1.308273,1.291705,1.269996,1.259585,1.243995,1.243286,1.252419,1.262019,1.291345,1.310035,1.335442,1.343926,1.175846,1.046330,0.967406,0.868677,0.811826,0.755555,0.727186,0.684242,0.656933,0.639530,0.622273,0.609712,0.590266,0.592816,0.587005,0.576833,0.582418,0.579794,0.610203,0.601500,0.611960,0.628218,0.545588,0.478734,0.432550,0.392025,0.374103,0.341185,0.323160,0.305075,0.290041,0.290527,0.269505,0.262500,0.266840,0.260734,0.260661,0.252026,0.250596,0.255752,-0.319267,-0.283284,0.475429,0.150000,0.000000,-0.466103,-0.173689,-0.159020
29.100,0.258345,0.265859,0.270629,0.276868,0.278539,0.297315,0.304779,0.328929,0.332860,0.369101,0.400593,0.441897,0.471753,0.547688,0.595997,0.736574,0.917694,0.940261,0.941661,0.914764,0.919065,0.925719,0.925962,0.929513,0.954548,0.978964,1.008459,1.030515,1.080218,1.120897,1.197636,1.260173,1.375808,1.475445,1.504322,1.446287,1.396130,1.344154,1.303812,1.285972,1.253130,1.256179,1.243793,1.231307,1.248243,1.261912,1.283829,1.308290,1.339759,1.339883,1.217887,1.046214,0.963736,0.863802,0.810224,0.768959,0.718380,0.682758,0.668001,0.609721,0.619937,0.607098,0.593548,0.599362,0.575129,0.580496,0.586406,0.584313,0.582847,0.602043,0.618763,0.638603,0.549760,0.485016,0.430712,0.403426,0.357364,0.358550,0.317687,0.311126,0.302413,0.294549,0.276987,0.264350,0.267280,0.249960,0.263284,0.256202,0.246496,0.259397,-0.316503,-0.281862,0.475429,0.150000,0.000000,-0.463139,-0.174164,-0.159027
29.120,0.267642,0.262574,0.279627,0.282172,0.287761,0.295601,0.305667,0.331237,0.358067,0.378521,0.399692,0.440392,0.489064,0.541107,0.623459,0.718155,0.938631,0.947237,0.932990,0.922354,0.922703,0.922561,0.922676,0.942538,0.952937,0.978787,1.011727,1.043793,1.078293,1.130062,1.196789,1.285967,1.352502,1.478694,1.504295,1.444935,1.383581,1.341365,1.299334,1.283915,1.257037,1.255154,1.236223,1.241197,1.247488,1.262355,1.274379,1.308807,1.338627,1.344538,1.177800,1.044257,0.965196,0.874089,0.804213,0.759789,0.711258,0.691431,0.651187,0.629781,0.621918,0.609719,0.599542,0.589718,0.581755,0.583094,0.582285,0.580993,0.594887,0.600329,0.618272,0.642218,0.576822,0.491871,0.441950,0.410019,0.381593,0.339331,0.326001,0.318328,0.307990,0.288733,0.280662,0.266107,0.271399,0.258034,0.268346,0.256211,0.260777,0.262010,-0.313924,-0.280534,0.475429,0.150000,0.000000,-0.460175,-0.174640,-0.159031
29.140,0.265716,0.277721,0.277280,0.274364,0.292840,0.302441,0.310758,0.337943,0.354737,0.369806,0.403733,0.441641,0.482052,0.557194,0.646503,0.760688,0.944972,0.943717,0.927310,0.921321,0.923453,0.920694,0.929425,0.936208,0.957090,0.980145,1.003857,1.039371,1.078938,1.128461,1.203960,1.272395,1.359272,1.476881,1.502486,1.452263,1.379428,1.338973,1.308987,1.274556,1.255806,1.243263,1.238170,1.233720,1.241214,1.254535,1.280686,1.300012,1.322870,1.344972,1.176633,1.042804,0.963643,0.876260,0.805431,0.759787,0.706855,0.680877,0.663906,0.647118,0.625061,0.603448,0.595687,0.583055,0.580127,0.582894,0.579465,0.585846,0.587584,0.602591,0.618621,0.632960,0.568465,0.496189,0.440926,0.417802,0.371793,0.347942,0.323565,0.323724,0.322178,0.291170,0.283447,0.281740,0.268184,0.262871,0.262374,0.262523,0.258620,0.261719,-0.311160,-0.279111,0.475429,0.150000,0.000000,-0.457211,-0.175115,-0.159034
29.160,0.268855,0.283575,0.278804,0.283316,0.295037,0.306271,0.315871,0.338271,0.350886,0.379348,0.400739,0.442292,0.495361,0.559353,0.644114,0.763031,0.958223,0.945263,0.935940,0.924380,0.924693,0.923756,0.925933,0.947463,0.954911,0.985385,1.005717,1.037170,1.079112,1.123327,1.191045,1.280175,1.374602,1.484964,1.492181,1.419733,1.376479,1.334980,1.302689,1.268545,1.260662,1.245808,1.227938,1.229621,1.242667,1.254227,1.282215,1.295825,1.326939,1.343034,1.173424,1.045038,0.963132,0.867147,0.795064,0.752055,0.701907,0.686825,0.659217,0.634514,0.618254,0.602263,0.596263,0.590747,0.581874,0.583883,0.582444,0.582339,0.597867,0.600327,0.622457,0.632850,0.573306,0.504497,0.443941,0.411753,0.385582,0.363795,0.334650,0.318164,0.296604,0.294875,0.285909,0.281832,0.268327,0.275238,0.271467,0.259831,0.262666,0.269161,-0.308580,-0.277783,0.475429,0.150000,0.000000,-0.454247,-0.175590,-0.159036
29.180,0.273745,0.282879,0.271735,0.290436,0.305601,0.308289,0.330597,0.327392,0.359170,0.389787,0.418461,0.463523,0.504452,0.574947,0.645774,0.774643,0.952415,0.942072,0.924530,0.932622,0.920879,0.922845,0.930469,0.942786,0.955934,0.968867,0.999908,1.032849,1.085675,1.136575,1.193548,1.276591,1.373430,1.489134,1.496418,1.435652,1.370682,1.335579,1.299875,1.268733,1.240458,1.233204,1.233825,1.235484,1.229198,1.251391,1.273589,1.284323,1.326268,1.349018,1.173564,1.066365,0.936773,0.865398,0.800550,0.766267,0.717504,0.688433,0.667511,0.628637,0.621678,0.598506,0.592093,0.578129,0.589157,0.578413,0.580576,0.584966,0.592980,0.599451,0.604658,0.625877,0.576035,0.511333,0.460391,0.415693,0.382269,0.367745,0.342301,0.329608,0.318683,0.295719,0.292951,0.285180,0.274658,0.260253,0.264578,0.270886,0.272214,0.264247,-0.305816,-0.276360,0.475429,0.150000,0.000000,-0.451284,-0.176066,-0.159037
29.200,0.279422,0.280823,0.282828,0.299708,0.298050,0.305426,0.317654,0.345810,0.359561,0.400018,0.413166,0.455200,0.494152,0.570336,0.655086,0.752163,0.967160,0.942646,0.933377,0.923532,0.924510,0.921396,0.930137,0.939529,0.959737,0.976478,1.004749,1.039789,1.080315,1.127200,1.198426,1.282592,1.361403,1.480927,1.491188,1.437585,1.373974,1.330969,1.289595,1.252922,1.252535,1.237839,1.229221,1.232660,1.238606,1.250847,1.265426,1.289176,1.329915,1.337076,1.169188,1.036437,0.953360,0.866084,0.812665,0.753411,0.703584,0.674710,0.654273,0.630008,0.616742,0.609211,0.591048,0.586253,0.579474,0.581092,0.577302,0.584622,0.588946,0.603174,0.611199,0.629962,0.597092,0.513991,0.455994,0.427842,0.393206,0.360139,0.342035,0.331581,0.327541,0.305664,0.296014,0.281509,0.264977,0.279644,0.275043,0.271439,0.275329,0.277044,-0.303237,-0.275032,0.475429,0.150000,0.000000,-0.448321,-0.176541,-0.159038
29.220,0.277950,0.280166,0.285443,0.297609,0.302917,0.316144,0.328189,0.353878,0.368598,0.388413,0.426968,0.471515,0.510459,0.584504,0.660047,0.785027,0.964829,0.946715,0.927527,0.924256,0.923038,0.926584,0.927328,0.937362,0.964671,0.977532,1.008539,1.045904,1.092809,1.143238,1.189819,1.283013,1.364048,1.482801,1.492295,1.421245,1.359008,1.319412,1.294099,1.263285,1.245855,1.232633,1.221002,1.225629,1.224924,1.245188,1.261287,1.285543,1.321532,1.337447,1.210202,1.055064,0.962213,0.875276,0.802721,0.761946,0.714274,0.683140,0.664016,0.627231,0.616343,0.605887,0.594144,0.579254,0.578882,0.579374,0.581537,0.580856,0.585807,0.607121,0.611241,0.632712,0.607382,0.528210,0.470659,0.423268,0.403395,0.367740,0.347943,0.339891,0.317158,0.297314,0.289742,0.291925,0.281475,0.277154,0.275959,0.270712,0.274242,0.271875,-0.300473,-0.273609,0.475429,0.150000,0.000000,-0.445359,-0.177016,-0.159039
29.240,0.275931,0.280028,0.284898,0.305005,0.305633,0.317008,0.335512,0.345651,0.371293,0.395824,0.430218,0.460645,0.510047,0.577649,0.663578,0.766804,0.965712,0.947386,0.940779,0.926385,0.918289,0.922560,0.933709,0.943874,0.962148,0.986377,1.006168,1.044178,1.085651,1.133772,1.199829,1.264764,1.362800,1.487096,1.485458,1.402773,1.365093,1.324794,1.284995,1.263998,1.244303,1.227202,1.220618,1.220044,1.226331,1.237128,1.255022,1.277784,1.321539,1.335920,1.171475,1.045413,0.942912,0.854743,0.791857,0.763170,0.697812,0.678462,0.646690,0.623074,0.611995,0.605779,0.594208,0.591734,0.580056,0.573674,0.577437,0.585325,0.591348,0.602693,0.619799,0.629018,0.610619,0.526815,0.471643,0.434274,0.389217,0.368223,0.352045,0.340594,0.305040,0.310103,0.301464,0.289304,0.288329,0.283490,0.276229,0.276264,0.276814,0.276707,-0.297893,-0.272281,0.475429,0.150000,0.000000,-0.442396,-0.177492,-0.159040
29.260,0.282606,0.292850,0.303275,0.297409,0.314416,0.327563,0.333279,0.357436,0.377056,0.398144,0.426227,0.461935,0.513489,0.595284,0.684694,0.810724,0.957931,0.946183,0.930726,0.923748,0.924586,0.930111,0.932071,0.938185,0.959338,0.988114,1.000203,1.045625,1.079976,1.131560,1.202075,1.279401,1.369510,1.478965,1.479217,1.416743,1.360073,1.319865,1.293339,1.254604,1.237371,1.225612,1.219757,1.214833,1.218938,1.237768,1.261722,1.288594,1.307559,1.339688,1.212161,1.038790,0.957008,0.870173,0.804300,0.751187,0.693508,0.675831,0.661232,0.638977,0.620816,0.596206,0.592315,0.580640,0.576829,0.578312,0.583158,0.582727,0.584685,0.599673,0.619799,0.622013,0.609019,0.530903,0.469522,0.439991,0.399653,0.376593,0.344068,0.342870,0.328050,0.311704,0.304176,0.303675,0.285050,0.280763,0.280607,0.280708,0.276421,0.277788,-0.295129,-0.270858,0.475429,0.150000,0.000000,-0.439433,-0.177967,-0.159041
29.280,0.287964,0.290659,0.294900,0.303016,0.321142,0.326138,0.344037,0.355114,0.378783,0.400928,0.430471,0.503034,0.530413,0.597105,0.695580,0.785099,0.965823,0.945569,0.930439,0.930928,0.926825,0.923196,0.933616,0.942194,0.962787,0.986626,1.009341,1.047802,1.077899,1.134851,1.203013,1.274002,1.378744,1.487294,1.466201,1.408434,1.355847,1.310236,1.290352,1.251976,1.235694,1.223703,1.213817,1.222667,1.222054,1.237094,1.253410,1.275924,1.308254,1.342171,1.166882,1.056926,0.941828,0.852839,0.800363,0.749828,0.728991,0.683876,0.652501,0.641974,0.616155,0.603905,0.590075,0.579226,0.582691,0.580311,0.576171,0.583311,0.586745,0.601968,0.618026,0.630112,0.619651,0.533922,0.482742,0.444932,0.398743,0.389251,0.358576,0.337737,0.324482,0.314025,0.299748,0.306940,0.288544,0.285127,0.284937,0.281317,0.289092,0.286289,-0.292550,-0.269530,0.475429,0.150000,0.000000,-0.436471,-0.178442,-0.159041
29.300,0.298630,0.308157,0.296536,0.308953,0.330513,0.323578,0.347360,0.361140,0.384930,0.409722,0.439244,0.479661,0.526592,0.604896,0.684896,0.788407,0.956279,0.946290,0.935591,0.926021,0.926114,0.928484,0.927303,0.952587,0.957911,0.987179,0.999366,1.038006,1.082056,1.131542,1.205881,1.279539,1.373384,1.488675,1.474968,1.406067,1.355385,1.319504,1.282037,1.249506,1.234901,1.227818,1.209347,1.212093,1.220466,1.239924,1.262226,1.271673,1.307801,1.346920,1.159978,1.055386,0.943349,0.856026,0.807569,0.753413,0.700022,0.674681,0.655066,0.621146,0.610774,0.592563,0.589980,0.583655,0.577194,0.577936,0.579622,0.577000,0.597146,0.596406,0.617570,0.619157,0.613121,0.541643,0.484086,0.455463,0.415132,0.384518,0.364947,0.351318,0.329004,0.320185,0.316646,0.305213,0.292199,0.290375,0.295020,0.281266,0.285520,0.288725,-0.289786,-0.268107,0.475429,0.150000,0.000000,-0.433509,-0.178917,-0.159042
29.320,0.293050,0.298904,0.306531,0.313082,0.323622,0.331604,0.348023,0.364268,0.396484,0.416395,0.448659,0.497829,0.536043,0.607839,0.706227,0.793890,0.966872,0.943526,0.936641,0.926729,0.918642,0.921512,0.929708,0.941451,0.958719,0.979078,0.999743,1.040450,1.090552,1.136176,1.196176,1.291914,1.372200,1.493675,1.465872,1.412427,1.361636,1.312363,1.275520,1.246325,1.233094,1.213722,1.213303,1.211849,1.216152,1.227508,1.249420,1.274434,1.305544,1.335920,1.163655,1.040233,0.952832,0.862608,0.792799,0.757637,0.712606,0.680194,0.652816,0.634740,0.607559,0.602162,0.586739,0.583745,0.576581,0.570227,0.572534,0.578447,0.584054,0.596226,0.607726,0.618436,0.625145,0.555557,0.492570,0.447286,0.423237,0.392069,0.372755,0.351751,0.344362,0.333134,0.315918,0.304943,0.295150,0.296402,0.286888,0.291159,0.290139,0.290368,-0.287206,-0.266779,0.475429,0.150000,0.000000,-0.430546,-0.179393,-0.159043
