timestamp,range_0,range_4,range_8,range_12,range_16,range_20,range_24,range_28,range_32,range_36,range_40,range_44,range_48,range_52,range_56,range_60,range_64,range_68,range_72,range_76,range_80,range_84,range_88,range_92,range_96,range_100,range_104,range_108,range_112,range_116,range_120,range_124,range_128,range_132,range_136,range_140,range_144,range_148,range_152,range_156,range_160,range_164,range_168,range_172,range_176,range_180,range_184,range_188,range_192,range_196,range_200,range_204,range_208,range_212,range_216,range_220,range_224,range_228,range_232,range_236,range_240,range_244,range_248,range_252,range_256,range_260,range_264,range_268,range_272,range_276,range_280,range_284,range_288,range_292,range_296,range_300,range_304,range_308,range_312,range_316,range_320,range_324,range_328,range_332,range_336,range_340,range_344,range_348,range_352,range_356,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
6.800,0.721532,0.717671,0.723116,0.736727,0.743425,0.751188,0.782355,0.804979,0.833267,0.866650,0.924585,0.964798,1.051598,1.148000,1.249988,1.379284,1.469436,1.412980,1.373259,1.342106,1.326293,1.306048,1.298774,1.300021,1.304081,1.312898,1.329678,1.365238,1.396068,1.425674,1.493378,1.435608,1.296962,1.187528,1.110020,1.036316,0.979459,0.926135,0.896741,0.866059,0.843812,0.820446,0.805995,0.793789,0.790493,0.786726,0.782963,0.788795,0.803126,0.781541,0.642526,0.525588,0.442068,0.385988,0.340985,0.322432,0.274476,0.275757,0.268668,0.244191,0.228342,0.231608,0.214156,0.206830,0.200566,0.203245,0.195058,0.194738,0.198097,0.198336,0.197852,0.199767,0.213802,0.217146,0.211954,0.235584,0.230016,0.251249,0.268404,0.280856,0.301702,0.327180,0.355928,0.409161,0.469688,0.574610,0.676239,0.739004,0.727706,0.724983,-0.003183,-0.550003,0.040153,0.000000,1.000000,-0.002317,-0.550033,0.029000
6.820,0.716624,0.718607,0.722467,0.729203,0.740087,0.756492,0.770012,0.798211,0.824760,0.857408,0.913521,0.986009,1.008417,1.117815,1.221168,1.347073,1.476388,1.430741,1.384004,1.354828,1.337868,1.309717,1.302777,1.298561,1.307996,1.312460,1.329555,1.352763,1.376551,1.417439,1.471570,1.481336,1.332573,1.215568,1.127435,1.055888,0.998580,0.946274,0.903400,0.868105,0.842870,0.819532,0.808174,0.788584,0.786756,0.781803,0.783772,0.787942,0.795323,0.807209,0.653152,0.532274,0.461897,0.389457,0.348538,0.331030,0.316945,0.260672,0.266470,0.252245,0.238672,0.225757,0.220799,0.208763,0.206276,0.208738,0.195393,0.195984,0.195639,0.202660,0.199262,0.202853,0.206575,0.204667,0.212710,0.224815,0.230294,0.242740,0.251416,0.266748,0.300359,0.323862,0.353091,0.390465,0.445515,0.539412,0.627531,0.740900,0.722351,0.721137,-0.003079,-0.549998,0.059582,0.000000,1.000000,-0.002300,-0.550032,0.047227
6.840,0.726039,0.711926,0.721874,0.730580,0.733249,0.744909,0.765985,0.798550,0.819186,0.854947,0.900273,0.942639,0.993758,1.093617,1.189765,1.279153,1.492338,1.421763,1.397401,1.358751,1.344869,1.321254,1.309475,1.300831,1.300132,1.320006,1.322257,1.352436,1.365144,1.414442,1.453470,1.508311,1.361903,1.234471,1.162389,1.076460,1.013350,0.954283,0.908478,0.877918,0.844654,0.835516,0.816039,0.791975,0.785007,0.791266,0.777057,0.787236,0.796546,0.800100,0.682695,0.557433,0.488613,0.403722,0.360032,0.335841,0.294035,0.269334,0.268060,0.252955,0.239973,0.229966,0.201262,0.213318,0.202523,0.209746,0.202743,0.199591,0.197789,0.194839,0.209118,0.198475,0.210733,0.199166,0.217177,0.217351,0.223202,0.244188,0.252903,0.274295,0.296505,0.316122,0.343964,0.373853,0.430380,0.508446,0.607619,0.744672,0.725505,0.719287,-0.003079,-0.549998,0.080306,0.000000,1.000000,-0.002303,-0.550031,0.065216
6.860,0.719148,0.709281,0.718878,0.722767,0.739017,0.750158,0.757094,0.779582,0.811440,0.834608,0.878260,0.928202,0.989716,1.068527,1.152104,1.242689,1.464773,1.458381,1.413854,1.374315,1.346505,1.322663,1.315799,1.288446,1.288834,1.303876,1.321111,1.342040,1.356511,1.405852,1.443392,1.497880,1.400298,1.273916,1.173523,1.086758,1.014418,0.965862,0.927268,0.879250,0.860419,0.839126,0.811287,0.807139,0.793120,0.784506,0.774368,0.784117,0.788494,0.805584,0.732651,0.580497,0.486603,0.421731,0.366096,0.332589,0.299576,0.284093,0.268553,0.242448,0.236336,0.231935,0.224731,0.219946,0.209892,0.206132,0.199576,0.203073,0.184041,0.183227,0.193792,0.200283,0.204417,0.196877,0.216190,0.217055,0.226910,0.228667,0.244963,0.258418,0.282468,0.294475,0.333634,0.371611,0.407666,0.481992,0.571883,0.675840,0.740355,0.727166,-0.003183,-0.550007,0.099734,0.000000,1.000000,-0.002306,-0.550030,0.083205
6.880,0.714648,0.730828,0.718730,0.719691,0.729365,0.739245,0.754351,0.781882,0.807602,0.836333,0.862629,0.905637,0.982653,1.050791,1.134578,1.240773,1.379027,1.467790,1.427710,1.383136,1.349441,1.328543,1.315338,1.303173,1.295542,1.294946,1.325334,1.341183,1.362869,1.393656,1.431371,1.484043,1.438838,1.299055,1.209897,1.116211,1.039972,0.980503,0.942680,0.888045,0.866083,0.835925,0.817438,0.800710,0.796476,0.779937,0.795971,0.783927,0.785205,0.795641,0.803768,0.611275,0.512715,0.433236,0.379381,0.335847,0.296571,0.297647,0.270020,0.253216,0.243896,0.229209,0.221854,0.223685,0.210255,0.202324,0.199255,0.199334,0.197048,0.190995,0.185016,0.206757,0.206308,0.208489,0.212424,0.213759,0.224894,0.237931,0.252346,0.263888,0.284441,0.296769,0.325210,0.363769,0.393105,0.474939,0.535611,0.638706,0.733790,0.730371,-0.003080,-0.549996,0.119163,0.000000,1.000000,-0.002308,-0.550029,0.101195
6.900,0.712714,0.715014,0.724003,0.720167,0.725959,0.741325,0.750880,0.770733,0.796871,0.825666,0.867591,0.893998,0.950206,1.031326,1.114340,1.188069,1.367600,1.488736,1.427371,1.389405,1.361183,1.340302,1.318580,1.303822,1.307140,1.314099,1.306597,1.328080,1.356421,1.384290,1.414158,1.466381,1.484095,1.332406,1.231446,1.130763,1.061671,1.005486,0.941972,0.909249,0.863931,0.846449,0.825402,0.811631,0.803333,0.778160,0.780116,0.788970,0.785468,0.791953,0.807626,0.645539,0.530569,0.444004,0.387991,0.360611,0.304138,0.287610,0.274158,0.263305,0.249124,0.224434,0.230916,0.212681,0.208574,0.205503,0.204662,0.199370,0.193374,0.199842,0.206091,0.189314,0.197418,0.206966,0.209913,0.205763,0.216100,0.224758,0.250155,0.260760,0.280697,0.294850,0.325410,0.341266,0.391537,0.441759,0.517343,0.605072,0.744495,0.737214,-0.003080,-0.549996,0.139887,0.000000,1.000000,-0.002309,-0.550028,0.119185
6.920,0.713215,0.729795,0.716837,0.722299,0.729276,0.737749,0.749605,0.777694,0.795176,0.807682,0.849473,0.894206,0.950081,1.009776,1.085231,1.147296,1.334973,1.427982,1.447254,1.397692,1.368863,1.338483,1.321426,1.315620,1.297669,1.306692,1.311831,1.324265,1.343101,1.367804,1.409005,1.457615,1.501778,1.370068,1.250166,1.154215,1.073600,1.002925,0.962125,0.907557,0.877593,0.854287,0.833381,0.819653,0.800109,0.778705,0.794859,0.781668,0.787463,0.794982,0.804312,0.683717,0.576695,0.464754,0.395518,0.360504,0.323360,0.305765,0.280121,0.257482,0.238434,0.232554,0.218411,0.220652,0.207542,0.206427,0.197805,0.198082,0.204971,0.188981,0.198844,0.196643,0.195729,0.197541,0.199824,0.208105,0.217627,0.216825,0.231610,0.244915,0.265139,0.282499,0.301581,0.340965,0.367461,0.435082,0.493694,0.592233,0.732927,0.733704,-0.003080,-0.549996,0.160611,0.000000,1.000000,-0.002316,-0.550027,0.137231
6.940,0.725739,0.716339,0.710464,0.710562,0.722776,0.726304,0.737658,0.763460,0.774154,0.812959,0.845234,0.887935,0.923356,0.995457,1.059151,1.127656,1.296111,1.415160,1.459470,1.402989,1.387548,1.354220,1.329178,1.309774,1.304958,1.310724,1.317572,1.318775,1.341103,1.365545,1.409410,1.450441,1.498682,1.396876,1.284230,1.174218,1.096673,1.017380,0.970025,0.919359,0.885324,0.858889,0.832544,0.809421,0.803973,0.791267,0.781354,0.775290,0.775428,0.788174,0.792481,0.718963,0.594859,0.478428,0.415110,0.375339,0.335886,0.301754,0.282909,0.256577,0.246237,0.232054,0.225614,0.221088,0.202993,0.215842,0.205831,0.198125,0.193533,0.197178,0.202832,0.203138,0.193535,0.199613,0.201573,0.216892,0.222856,0.222652,0.237316,0.248451,0.258862,0.280733,0.295003,0.325839,0.357202,0.412866,0.470588,0.541037,0.650011,0.737601,-0.003182,-0.550014,0.180040,0.000000,1.000000,-0.002323,-0.550026,0.155285
6.960,0.719236,0.725988,0.719366,0.726424,0.714185,0.731858,0.738857,0.754528,0.779100,0.798290,0.839427,0.862142,0.911809,0.974419,1.046520,1.105663,1.237291,1.381856,1.465063,1.425608,1.379164,1.348948,1.329841,1.309318,1.307235,1.309253,1.300502,1.315552,1.341350,1.371015,1.396424,1.431545,1.492327,1.435896,1.320041,1.211083,1.123640,1.046042,0.979573,0.944204,0.898541,0.861055,0.839200,0.819623,0.805216,0.784798,0.790772,0.783907,0.791071,0.779301,0.797840,0.786589,0.621279,0.498745,0.421157,0.390518,0.328762,0.310358,0.286048,0.268469,0.251232,0.238876,0.233528,0.213854,0.215236,0.201523,0.196854,0.196691,0.190926,0.194690,0.198646,0.186407,0.192458,0.204710,0.214504,0.211105,0.210441,0.228441,0.234415,0.242355,0.267838,0.282303,0.296792,0.313617,0.360223,0.400799,0.446084,0.516368,0.617676,0.738524,-0.003080,-0.549994,0.199469,0.000000,1.000000,-0.002330,-0.550025,0.173339
6.980,0.721309,0.734820,0.721338,0.717932,0.724289,0.739216,0.741264,0.747068,0.776631,0.807755,0.818386,0.860129,0.907943,0.971087,1.027999,1.083941,1.229988,1.309926,1.474744,1.434072,1.393136,1.359641,1.343594,1.329195,1.314152,1.308032,1.306034,1.314384,1.319918,1.359522,1.381238,1.401412,1.473081,1.478277,1.353313,1.226176,1.128994,1.047520,0.998618,0.947578,0.913784,0.879868,0.843662,0.828058,0.808576,0.786907,0.799537,0.785733,0.782355,0.789098,0.804626,0.807695,0.639086,0.520448,0.451992,0.387827,0.345330,0.321522,0.304771,0.275089,0.253489,0.239760,0.230448,0.210233,0.212772,0.206604,0.197984,0.201289,0.208985,0.199137,0.197247,0.193202,0.193061,0.186319,0.208086,0.201708,0.192383,0.221368,0.232369,0.238299,0.251055,0.261400,0.279539,0.310196,0.341937,0.391728,0.441739,0.491846,0.611335,0.741125,-0.003080,-0.549994,0.220193,0.000000,1.000000,-0.002337,-0.550024,0.191390
7.000,0.727276,0.727199,0.719429,0.713020,0.713377,0.736567,0.733305,0.752935,0.769452,0.787337,0.809481,0.870034,0.883738,0.938181,1.008254,1.080842,1.188090,1.272526,1.471980,1.458283,1.406273,1.374437,1.335523,1.326377,1.309300,1.296608,1.305305,1.315276,1.331246,1.352374,1.376716,1.416330,1.458940,1.519795,1.380926,1.252450,1.162350,1.065793,1.012327,0.963431,0.918255,0.887419,0.851575,0.826488,0.815629,0.792906,0.792067,0.783862,0.777336,0.777889,0.801816,0.799222,0.701451,0.541158,0.465086,0.398937,0.373841,0.320272,0.288507,0.277776,0.261374,0.246765,0.230225,0.232724,0.223601,0.206871,0.204587,0.191193,0.202238,0.191454,0.184507,0.192032,0.193510,0.200990,0.203938,0.204372,0.215665,0.217506,0.222994,0.226392,0.245253,0.267250,0.268783,0.301572,0.336136,0.371335,0.424883,0.472747,0.576413,0.722186,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002343,-0.550023,0.209436
7.020,0.735875,0.728079,0.716815,0.713961,0.715921,0.730626,0.741686,0.754688,0.752449,0.787357,0.814835,0.862725,0.894297,0.942979,1.006682,1.085494,1.204108,1.301164,1.460934,1.449181,1.414111,1.370838,1.345561,1.320414,1.302637,1.285219,1.305852,1.321448,1.326810,1.335888,1.377792,1.410313,1.456699,1.510280,1.383528,1.255214,1.159443,1.070173,1.015133,0.957908,0.915241,0.883477,0.854223,0.833257,0.818093,0.801267,0.792719,0.781243,0.778270,0.780427,0.795650,0.807646,0.703201,0.538538,0.453831,0.405688,0.366515,0.326994,0.296697,0.274060,0.262398,0.242966,0.234497,0.223269,0.214810,0.214692,0.202352,0.196990,0.192224,0.184771,0.174217,0.192063,0.199665,0.195131,0.186550,0.204424,0.205907,0.213335,0.221333,0.233176,0.247837,0.264437,0.273406,0.305188,0.330632,0.370836,0.420618,0.474896,0.557011,0.723310,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002338,-0.550023,0.209435
7.040,0.734596,0.723906,0.719291,0.719165,0.720517,0.731573,0.738651,0.748377,0.770311,0.789193,0.822408,0.847276,0.880426,0.946235,1.006748,1.085117,1.204996,1.275201,1.458231,1.451108,1.415250,1.370358,1.340476,1.318677,1.311771,1.300693,1.298361,1.316649,1.323596,1.354930,1.376958,1.408950,1.461196,1.518725,1.380002,1.240879,1.157589,1.075391,1.014779,0.958296,0.913214,0.882712,0.852373,0.823481,0.810664,0.799979,0.788544,0.783529,0.783359,0.785022,0.796816,0.804515,0.696885,0.542005,0.455664,0.412133,0.351060,0.316939,0.296008,0.276581,0.260194,0.247101,0.232401,0.220398,0.216411,0.215836,0.201373,0.196128,0.194520,0.197516,0.187589,0.184789,0.196717,0.193291,0.207958,0.204098,0.204541,0.217827,0.225997,0.229481,0.237160,0.262642,0.280899,0.304507,0.331032,0.369313,0.420114,0.485071,0.552086,0.679732,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002334,-0.550022,0.209429
7.060,0.748984,0.718156,0.718864,0.722400,0.720360,0.721005,0.739178,0.752589,0.746732,0.782855,0.814358,0.853480,0.891159,0.944140,1.001196,1.058072,1.182070,1.275511,1.459198,1.451756,1.410988,1.375119,1.342746,1.324727,1.309873,1.308337,1.306886,1.315868,1.327571,1.347974,1.370775,1.418810,1.450509,1.508552,1.384961,1.256648,1.150527,1.075426,1.020483,0.960701,0.906122,0.881906,0.853863,0.824071,0.814727,0.814368,0.783016,0.783289,0.786592,0.784878,0.786024,0.805135,0.683406,0.532346,0.462955,0.403337,0.357259,0.325358,0.295027,0.268640,0.255487,0.247357,0.233053,0.221425,0.217064,0.211653,0.204304,0.198403,0.196542,0.193154,0.197944,0.193100,0.194083,0.195891,0.200708,0.197410,0.215472,0.207135,0.219597,0.234800,0.253534,0.255598,0.280217,0.310437,0.333405,0.367333,0.419005,0.486739,0.555466,0.725597,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002331,-0.550022,0.209423
7.080,0.731023,0.728202,0.720401,0.717560,0.717692,0.719332,0.738376,0.749179,0.758992,0.792476,0.820596,0.850097,0.899779,0.941163,1.011748,1.056740,1.203746,1.300053,1.463644,1.444115,1.398073,1.372210,1.347946,1.320273,1.309684,1.304561,1.309850,1.317302,1.334250,1.335649,1.373263,1.417987,1.451788,1.508509,1.384021,1.255117,1.148075,1.072986,1.017012,0.961309,0.919209,0.885710,0.856861,0.833642,0.818579,0.796651,0.792845,0.784645,0.781758,0.782202,0.784359,0.804339,0.682585,0.545081,0.459418,0.411448,0.353877,0.334026,0.290969,0.281165,0.254980,0.243118,0.233768,0.216613,0.211308,0.202139,0.205489,0.199385,0.196120,0.191959,0.193471,0.197073,0.196088,0.203954,0.186890,0.200360,0.213576,0.208411,0.219551,0.235334,0.252058,0.253300,0.279341,0.306965,0.334073,0.383415,0.421793,0.475565,0.584296,0.723200,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002328,-0.550021,0.209418
7.100,0.726083,0.707941,0.718582,0.719624,0.717241,0.727559,0.732389,0.760316,0.767621,0.780247,0.819280,0.860878,0.873599,0.952939,1.016337,1.085125,1.199710,1.300646,1.457429,1.450349,1.410997,1.373064,1.341906,1.323186,1.304640,1.299006,1.303890,1.312675,1.341407,1.350281,1.369809,1.412717,1.458273,1.524601,1.387883,1.257537,1.150103,1.077874,1.019121,0.960357,0.916836,0.885713,0.852349,0.835549,0.811951,0.791709,0.772802,0.782823,0.783937,0.781749,0.792806,0.798260,0.707311,0.539320,0.457987,0.408269,0.364665,0.310060,0.306144,0.286121,0.264204,0.240552,0.234209,0.219571,0.215663,0.211590,0.205262,0.197564,0.195504,0.186777,0.185904,0.190850,0.192741,0.211130,0.203481,0.197435,0.212028,0.216955,0.234071,0.239707,0.249788,0.255060,0.283493,0.309948,0.333130,0.375432,0.422884,0.484997,0.584053,0.686392,-0.003181,-0.550018,0.239621,0.000000,0.000000,-0.002326,-0.550021,0.209414
7.120,0.731707,0.721067,0.723005,0.714300,0.723675,0.728851,0.736551,0.740575,0.757366,0.781913,0.800425,0.861866,0.884716,0.943907,1.012958,1.083251,1.195130,1.300206,1.458766,1.449509,1.405372,1.371827,1.346928,1.326168,1.295925,1.292154,1.302116,1.314685,1.326162,1.347188,1.389071,1.418100,1.455318,1.507438,1.395540,1.252989,1.162465,1.074619,1.021577,0.956459,0.906028,0.878255,0.858419,0.823988,0.815616,0.797093,0.785708,0.787435,0.778612,0.788184,0.794098,0.802457,0.673868,0.543102,0.459612,0.389385,0.365640,0.319962,0.293617,0.282743,0.258244,0.233635,0.231727,0.221182,0.216207,0.205967,0.205014,0.202587,0.202016,0.178064,0.179052,0.188327,0.194751,0.194480,0.197846,0.215976,0.217411,0.212584,0.218472,0.241111,0.249420,0.267511,0.281704,0.311350,0.329241,0.365408,0.414401,0.486605,0.570797,0.726067,-0.003181,-0.550018,0.239621,0.150000,0.000000,-0.002325,-0.550021,0.209411
7.140,0.733579,0.726420,0.709127,0.723024,0.717931,0.736489,0.736469,0.757769,0.763957,0.793459,0.822434,0.854348,0.902635,0.937432,1.009396,1.061994,1.199317,1.309514,1.476494,1.451612,1.405917,1.374823,1.341230,1.321442,1.308851,1.303547,1.306057,1.312081,1.335693,1.349117,1.378541,1.427357,1.447017,1.517789,1.370295,1.241953,1.159271,1.083066,1.011052,0.962147,0.914061,0.877933,0.853046,0.829783,0.806252,0.794424,0.786572,0.769081,0.782870,0.777973,0.797205,0.797768,0.706035,0.549327,0.470157,0.411412,0.356578,0.333498,0.287236,0.274452,0.259670,0.237529,0.237530,0.234294,0.220066,0.210375,0.205213,0.196130,0.194429,0.193472,0.191607,0.194444,0.193323,0.205204,0.202674,0.207323,0.227951,0.207024,0.230210,0.224698,0.237596,0.268401,0.291719,0.304728,0.338602,0.374963,0.417406,0.477739,0.564099,0.719065,-0.000161,-0.549280,0.239621,0.150000,0.000000,0.000099,-0.549397,0.209456
7.160,0.738563,0.743450,0.730215,0.722839,0.722690,0.731322,0.741926,0.754826,0.759320,0.797719,0.830273,0.855910,0.906915,0.953186,1.015582,1.091756,1.211075,1.315143,1.462000,1.446438,1.406549,1.371238,1.344820,1.313714,1.308423,1.314190,1.316438,1.319507,1.328003,1.349047,1.375059,1.404916,1.452511,1.507978,1.372711,1.258932,1.148748,1.074327,1.004789,0.962690,0.902038,0.869618,0.840905,0.827179,0.805572,0.793466,0.797917,0.784158,0.776743,0.776855,0.785920,0.797310,0.702404,0.538507,0.461417,0.417845,0.355836,0.335034,0.302155,0.277409,0.264772,0.247083,0.238591,0.213673,0.216280,0.209922,0.202945,0.199591,0.191988,0.192979,0.205512,0.205746,0.200155,0.198850,0.202206,0.204240,0.206845,0.213903,0.221834,0.235708,0.267516,0.262966,0.288087,0.302592,0.343813,0.371916,0.414187,0.470853,0.559890,0.722460,0.002657,-0.548591,0.239621,0.150000,0.000000,0.003035,-0.548773,0.209456
7.180,0.740477,0.741040,0.717746,0.728557,0.731809,0.734547,0.745032,0.758690,0.770272,0.804375,0.824441,0.858836,0.895421,0.958270,1.019522,1.097644,1.210693,1.287136,1.477774,1.447314,1.413357,1.380341,1.345974,1.314323,1.308118,1.307287,1.309198,1.309163,1.325464,1.348649,1.368129,1.409541,1.446765,1.531741,1.374301,1.239844,1.146801,1.067519,0.994295,0.957114,0.905025,0.877807,0.847217,0.825128,0.801407,0.789334,0.789341,0.765886,0.776525,0.780020,0.783135,0.794251,0.705430,0.552985,0.471564,0.409950,0.356391,0.323821,0.300302,0.280604,0.262906,0.237976,0.232587,0.224123,0.216675,0.217888,0.213375,0.201894,0.190977,0.197541,0.200559,0.199784,0.191088,0.197531,0.203119,0.198649,0.211908,0.209573,0.242898,0.243518,0.250425,0.266424,0.287588,0.297616,0.342966,0.374238,0.427941,0.493558,0.589630,0.688187,0.005677,-0.547853,0.239621,0.150000,0.000000,0.005970,-0.548150,0.209454
7.200,0.742591,0.735330,0.718008,0.731888,0.726824,0.745482,0.745548,0.767027,0.773421,0.803200,0.832521,0.864826,0.913633,0.949104,1.021810,1.075051,1.214128,1.325501,1.497085,1.449510,1.403879,1.372828,1.339281,1.319522,1.306950,1.301654,1.304167,1.310179,1.333772,1.347172,1.376551,1.425322,1.444914,1.510114,1.354652,1.227720,1.146158,1.070876,0.999563,0.951264,0.903699,0.867944,0.843385,0.820383,0.797024,0.785415,0.777666,0.760204,0.774009,0.769083,0.788215,0.788692,0.712930,0.554760,0.474734,0.415409,0.360023,0.336673,0.290140,0.277141,0.262188,0.239907,0.239792,0.236461,0.222156,0.212408,0.207198,0.198077,0.196342,0.195361,0.193494,0.196331,0.195222,0.207123,0.204623,0.209311,0.229987,0.209128,0.232396,0.226955,0.240035,0.270954,0.294454,0.307687,0.341842,0.378561,0.421462,0.482336,0.569493,0.685905,0.008496,-0.547165,0.239621,0.150000,0.000000,0.008905,-0.547526,0.209453
7.220,0.745476,0.733678,0.733998,0.724693,0.731235,0.739212,0.742764,0.756947,0.784679,0.793691,0.830428,0.873652,0.916262,0.962646,1.029833,1.082349,1.202656,1.329945,1.502109,1.448973,1.402260,1.360948,1.344527,1.316548,1.312086,1.299689,1.299266,1.310891,1.317666,1.351080,1.382838,1.407684,1.456097,1.500616,1.343818,1.237424,1.139561,1.059254,0.993201,0.946352,0.899172,0.860726,0.843000,0.823023,0.794517,0.782414,0.770060,0.770263,0.760827,0.767543,0.775811,0.779840,0.686637,0.564635,0.463474,0.409944,0.366487,0.337189,0.299422,0.284181,0.264002,0.248820,0.242617,0.234787,0.222927,0.211089,0.200712,0.202351,0.198326,0.201607,0.195478,0.191689,0.197198,0.192294,0.210679,0.216740,0.213702,0.221715,0.229876,0.225193,0.257262,0.269689,0.288165,0.306959,0.341659,0.385324,0.419630,0.497451,0.592808,0.690632,0.011515,-0.546427,0.239621,0.150000,0.000000,0.011840,-0.546902,0.209452
7.240,0.740732,0.734331,0.738205,0.732312,0.739262,0.745379,0.755383,0.769162,0.777625,0.799192,0.840770,0.866773,0.916473,0.966666,1.032669,1.084071,1.208770,1.297481,1.493568,1.447194,1.399923,1.367088,1.337598,1.340010,1.302238,1.305977,1.304090,1.312250,1.323899,1.353484,1.376262,1.418843,1.453066,1.494312,1.352250,1.225029,1.125614,1.066064,0.986764,0.942780,0.889712,0.857582,0.835931,0.811000,0.792762,0.771524,0.764772,0.768549,0.762599,0.769648,0.776000,0.786446,0.713429,0.556242,0.467255,0.420147,0.357258,0.334139,0.299701,0.283983,0.261947,0.250867,0.228505,0.222907,0.220754,0.211983,0.207581,0.200911,0.223382,0.191860,0.202899,0.198735,0.198094,0.200198,0.214378,0.211755,0.226219,0.218528,0.232497,0.238287,0.255313,0.260778,0.300319,0.304262,0.342794,0.378348,0.420400,0.482688,0.565835,0.696969,0.014334,-0.545738,0.239621,0.150000,0.000000,0.014775,-0.546278,0.209451
7.260,0.753860,0.734639,0.738865,0.752735,0.739467,0.751554,0.752689,0.771150,0.808412,0.808504,0.843048,0.881269,0.908898,0.989323,1.041924,1.110422,1.210754,1.308373,1.488595,1.450547,1.400413,1.364752,1.339196,1.320340,1.309591,1.300996,1.304440,1.302135,1.316014,1.345031,1.376602,1.409991,1.458875,1.496331,1.339726,1.219580,1.126067,1.042499,0.988276,0.939313,0.905644,0.859772,0.823907,0.812712,0.790361,0.778740,0.759228,0.763219,0.777116,0.763922,0.776289,0.777693,0.697918,0.570923,0.474813,0.420368,0.369407,0.328010,0.322110,0.287457,0.261178,0.242170,0.235823,0.220121,0.226441,0.210496,0.207148,0.201216,0.203167,0.201757,0.198269,0.199369,0.190969,0.193195,0.207123,0.213420,0.218450,0.227296,0.241874,0.232339,0.252184,0.266753,0.284309,0.310537,0.344014,0.392527,0.428899,0.479267,0.568937,0.697280,0.017354,-0.545001,0.239621,0.150000,0.000000,0.017710,-0.545655,0.209451
7.280,0.752073,0.750202,0.745347,0.736610,0.741884,0.752657,0.765020,0.771631,0.793732,0.803272,0.838493,0.873085,0.925217,0.974637,1.036792,1.126500,1.237648,1.346122,1.488093,1.446653,1.403273,1.369281,1.341658,1.314955,1.316506,1.314908,1.299612,1.307815,1.322721,1.332652,1.367971,1.414840,1.450476,1.479312,1.343454,1.215724,1.126338,1.048068,0.984457,0.933471,0.891108,0.850137,0.824835,0.796390,0.790032,0.770940,0.768785,0.763816,0.755098,0.760432,0.771411,0.783982,0.698699,0.554841,0.467856,0.411875,0.358879,0.338286,0.306359,0.279766,0.273653,0.244080,0.242724,0.221060,0.222994,0.214583,0.211214,0.207549,0.198344,0.212226,0.214457,0.195798,0.197912,0.201179,0.196064,0.206110,0.224926,0.219065,0.233796,0.241296,0.256435,0.271906,0.291243,0.312150,0.342920,0.382558,0.422482,0.482393,0.561885,0.740995,0.020172,-0.544312,0.239621,0.150000,0.000000,0.020645,-0.545031,0.209450
7.300,0.758916,0.747679,0.745687,0.740851,0.736179,0.755364,0.762716,0.771495,0.791311,0.827777,0.843169,0.886094,0.926950,0.984214,1.048110,1.124522,1.229373,1.320680,1.500508,1.447383,1.389476,1.361210,1.328648,1.316086,1.297886,1.305791,1.295996,1.310632,1.321320,1.348082,1.364962,1.418396,1.456789,1.469616,1.346235,1.206571,1.118828,1.037174,0.979982,0.930918,0.884699,0.852382,0.824011,0.801499,0.785940,0.771722,0.760382,0.758306,0.753424,0.748813,0.768143,0.775635,0.712669,0.568311,0.479049,0.414504,0.369541,0.337280,0.312432,0.289266,0.268070,0.256960,0.238313,0.234603,0.225113,0.205574,0.206233,0.195828,0.202734,0.193398,0.206589,0.193436,0.201196,0.201054,0.212855,0.204421,0.229836,0.228010,0.232173,0.248265,0.254004,0.269720,0.286322,0.312129,0.345042,0.381766,0.429380,0.485098,0.569492,0.701318,0.023091,-0.543597,0.240917,0.150000,0.000000,0.023579,-0.544407,0.209450
7.320,0.756025,0.751924,0.746896,0.756802,0.749577,0.760396,0.760817,0.786868,0.796719,0.814807,0.847492,0.893170,0.925925,0.979399,1.046446,1.101004,1.252170,1.322593,1.494586,1.446895,1.396534,1.365778,1.344090,1.312411,1.305523,1.310450,1.298379,1.310197,1.322183,1.335938,1.372054,1.407114,1.453860,1.480164,1.337426,1.203274,1.121156,1.035834,0.981822,0.919051,0.888559,0.850307,0.821913,0.795149,0.789716,0.762872,0.758667,0.753617,0.763501,0.756308,0.767202,0.767685,0.727825,0.569366,0.474474,0.416798,0.374282,0.333101,0.302943,0.284831,0.265104,0.251954,0.235167,0.230115,0.226014,0.213978,0.211526,0.210549,0.196859,0.202298,0.212498,0.197073,0.202818,0.203975,0.200816,0.212836,0.219902,0.226480,0.228143,0.246130,0.253725,0.277232,0.289695,0.319184,0.337888,0.392649,0.432000,0.487571,0.570675,0.751516,0.026009,-0.542882,0.239621,0.150000,0.000000,0.026514,-0.543783,0.209450
