timestamp,range_0,range_8,range_16,range_24,range_32,range_40,range_48,range_56,range_64,range_72,range_80,range_88,range_96,range_104,range_112,range_120,range_128,range_136,range_144,range_152,range_160,range_168,range_176,range_184,range_192,range_200,range_208,range_216,range_224,range_232,range_240,range_248,range_256,range_264,range_272,range_280,range_288,range_296,range_304,range_312,range_320,range_328,range_336,range_344,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
7.580,0.706288,0.777208,0.769747,0.768505,0.796218,0.835474,0.893755,0.985445,1.136879,1.329308,1.472973,1.376087,1.321752,1.297182,1.299779,1.333951,1.388580,1.482419,1.225088,1.047965,0.915427,0.841490,0.792760,0.748383,0.736009,0.734674,0.745075,0.630710,0.440402,0.358134,0.296290,0.267936,0.240443,0.217682,0.212521,0.198414,0.206949,0.211128,0.206073,0.219529,0.235692,0.262808,0.305357,0.354661,0.462551,0.046440,-0.537877,0.360080,0.000000,1.000000,0.047873,-0.539283,0.314212
7.600,0.664057,0.783790,0.756360,0.773673,0.812022,0.828547,0.884307,0.968262,1.109609,1.292215,1.482949,1.383913,1.316756,1.299144,1.302578,1.323343,1.380373,1.462968,1.270892,1.067324,0.935471,0.855605,0.783600,0.756130,0.738608,0.733155,0.744343,0.675118,0.459618,0.357174,0.305129,0.267707,0.233235,0.225961,0.205718,0.207095,0.202171,0.199946,0.203884,0.220137,0.237813,0.265986,0.289328,0.357525,0.447109,0.046343,-0.537915,0.379508,0.000000,1.000000,0.047868,-0.539283,0.332233
7.620,0.629888,0.779778,0.768615,0.774126,0.789765,0.814319,0.861801,0.962457,1.082232,1.263709,1.497858,1.398244,1.332804,1.301241,1.291508,1.317762,1.367434,1.436391,1.288385,1.092501,0.950104,0.863193,0.794090,0.759630,0.738073,0.737210,0.737734,0.701740,0.464540,0.369090,0.311791,0.270390,0.243022,0.222815,0.215728,0.204026,0.204365,0.199858,0.204081,0.222555,0.227594,0.258272,0.287796,0.345215,0.419407,0.046343,-0.537915,0.400232,0.000000,1.000000,0.047863,-0.539282,0.350255
7.640,0.574272,0.790331,0.766038,0.772270,0.782899,0.807051,0.861782,0.947836,1.060044,1.235657,1.498189,1.418122,1.341182,1.311993,1.299123,1.318956,1.351495,1.423219,1.335546,1.110874,0.965648,0.866886,0.811828,0.754434,0.731303,0.735256,0.740706,0.719489,0.503079,0.385644,0.322005,0.272507,0.235189,0.225096,0.213779,0.207938,0.195359,0.206401,0.205699,0.207478,0.232635,0.259776,0.282419,0.333633,0.401122,0.046438,-0.537873,0.419661,0.000000,1.000000,0.047859,-0.539281,0.368275
7.660,0.555178,0.784135,0.774869,0.776726,0.781119,0.820722,0.855845,0.934880,1.057520,1.210181,1.429549,1.430179,1.348192,1.310450,1.298358,1.317043,1.348901,1.415028,1.367625,1.133161,0.973345,0.870205,0.803786,0.761814,0.742208,0.741756,0.737548,0.756715,0.496501,0.391399,0.323176,0.276092,0.244952,0.223728,0.215662,0.203761,0.198081,0.200938,0.220237,0.208748,0.229582,0.237464,0.286388,0.332663,0.392057,0.046438,-0.537873,0.440385,0.000000,1.000000,0.047855,-0.539280,0.386294
7.680,0.514750,0.798599,0.781511,0.765545,0.778547,0.800938,0.848583,0.913737,1.045699,1.187844,1.397910,1.437358,1.343974,1.314035,1.290205,1.309445,1.340543,1.411073,1.392897,1.155020,0.990825,0.885811,0.820091,0.762422,0.739751,0.739454,0.729250,0.741240,0.525986,0.406388,0.325107,0.285502,0.250405,0.225408,0.197598,0.198462,0.200551,0.202699,0.201390,0.205912,0.221455,0.241458,0.263940,0.322598,0.392426,0.046345,-0.537918,0.459814,0.000000,1.000000,0.047851,-0.539279,0.404311
7.700,0.509563,0.736185,0.785781,0.776391,0.785675,0.804101,0.840946,0.908240,1.021399,1.169257,1.363595,1.456164,1.360274,1.317744,1.296220,1.312559,1.337329,1.391657,1.448519,1.182369,1.004826,0.906820,0.832784,0.771967,0.743727,0.731098,0.738790,0.738731,0.559220,0.420511,0.337314,0.286955,0.244752,0.235468,0.215264,0.200629,0.201261,0.197633,0.207761,0.203111,0.214886,0.246794,0.268344,0.308777,0.363375,0.046438,-0.537871,0.479243,0.000000,1.000000,0.047847,-0.539278,0.422326
7.720,0.485725,0.715847,0.777645,0.783131,0.771184,0.796488,0.839546,0.907927,0.998240,1.144425,1.323755,1.470707,1.377472,1.326378,1.299132,1.306551,1.331835,1.373325,1.481460,1.205638,1.021847,0.918429,0.830200,0.774914,0.750199,0.743182,0.732001,0.742197,0.578100,0.431925,0.342924,0.288016,0.249603,0.232389,0.206829,0.202036,0.190018,0.198178,0.207536,0.209315,0.216215,0.237895,0.261057,0.309209,0.365990,0.046438,-0.537871,0.499967,0.000000,1.000000,0.047844,-0.539277,0.440339
7.740,0.464430,0.649872,0.785817,0.771169,0.767553,0.791179,0.833523,0.887120,0.987728,1.117165,1.293797,1.473061,1.375601,1.328511,1.307262,1.311998,1.334213,1.370766,1.479794,1.232799,1.041826,0.921954,0.838440,0.785533,0.748124,0.736252,0.728508,0.733918,0.600405,0.454521,0.347129,0.293703,0.255221,0.225683,0.208011,0.203356,0.198404,0.187297,0.206498,0.205896,0.220947,0.231834,0.261034,0.300593,0.347751,0.046347,-0.537922,0.519395,0.000000,1.000000,0.047841,-0.539276,0.458350
7.760,0.451659,0.629663,0.772623,0.778548,0.771327,0.781821,0.829718,0.882774,0.971868,1.092670,1.291867,1.499986,1.387598,1.335140,1.301239,1.302026,1.332024,1.380930,1.463892,1.258776,1.059157,0.935883,0.843666,0.782555,0.753589,0.731353,0.731774,0.732418,0.636755,0.457426,0.364841,0.295484,0.254858,0.239097,0.212199,0.203381,0.200705,0.197425,0.190558,0.202550,0.214477,0.223320,0.256252,0.285695,0.349407,0.046347,-0.537922,0.540119,0.000000,1.000000,0.047838,-0.539275,0.476359
7.780,0.429726,0.598734,0.786928,0.769631,0.774563,0.778691,0.827769,0.874931,0.953731,1.084232,1.232356,1.504425,1.396241,1.347425,1.310056,1.301697,1.328497,1.376122,1.451173,1.306258,1.086233,0.947038,0.868251,0.806180,0.754243,0.733384,0.734961,0.735207,0.665201,0.478286,0.375492,0.305601,0.265964,0.235939,0.216237,0.193593,0.204239,0.197558,0.196869,0.208632,0.219394,0.225193,0.240373,0.278934,0.325384,0.046435,-0.537868,0.559548,0.000000,1.000000,0.047835,-0.539274,0.494366
7.800,0.410985,0.567219,0.793559,0.771816,0.751249,0.799295,0.800854,0.870514,0.947971,1.059918,1.230967,1.498016,1.408180,1.345178,1.316413,1.299499,1.311633,1.362673,1.439907,1.331594,1.108031,0.958528,0.876753,0.794909,0.766909,0.739275,0.737613,0.728995,0.717061,0.496844,0.383309,0.309337,0.268252,0.242886,0.212800,0.207646,0.191511,0.193169,0.190786,0.201323,0.203245,0.221409,0.245072,0.271426,0.325124,0.046435,-0.537868,0.580272,0.000000,1.000000,0.047832,-0.539273,0.512372
7.820,0.392702,0.526113,0.789314,0.777016,0.768715,0.783127,0.812059,0.857263,0.943042,1.043057,1.209053,1.418461,1.425746,1.355073,1.313272,1.305490,1.319715,1.355139,1.421336,1.380902,1.125725,0.984514,0.873588,0.812376,0.769866,0.738330,0.728453,0.732232,0.747489,0.522519,0.396284,0.319710,0.275139,0.237399,0.211678,0.208831,0.198338,0.197317,0.199198,0.198949,0.208830,0.221470,0.245089,0.267871,0.313857,0.046349,-0.537926,0.599701,0.000000,1.000000,0.047829,-0.539272,0.530376
7.840,0.380427,0.508621,0.753314,0.777677,0.766402,0.784852,0.817619,0.855660,0.920912,1.024233,1.157404,1.382965,1.432577,1.364529,1.318260,1.309957,1.310898,1.337115,1.418442,1.408700,1.156151,1.000512,0.884956,0.812782,0.767806,0.742497,0.726908,0.729831,0.730717,0.542403,0.411295,0.322645,0.279274,0.242230,0.228326,0.209066,0.197244,0.200128,0.204723,0.214190,0.209006,0.204516,0.236422,0.270860,0.313073,0.046434,-0.537866,0.619130,0.000000,1.000000,0.047827,-0.539271,0.548378
7.860,0.368586,0.485728,0.704236,0.779798,0.766427,0.783057,0.813610,0.848995,0.910734,1.008958,1.135015,1.347589,1.444864,1.372756,1.322548,1.310936,1.308526,1.331572,1.408396,1.452099,1.182068,1.017700,0.896063,0.819754,0.772258,0.744914,0.727413,0.728495,0.727331,0.567685,0.424403,0.329800,0.283772,0.245025,0.229956,0.209989,0.197628,0.199996,0.204101,0.213036,0.207228,0.201998,0.232933,0.265868,0.305642,0.046434,-0.537866,0.639854,0.000000,1.000000,0.047824,-0.539270,0.566379
7.880,0.357937,0.458964,0.667590,0.782735,0.772665,0.789994,0.801998,0.840372,0.904578,0.994566,1.137987,1.313201,1.461117,1.380881,1.333846,1.307230,1.308548,1.331135,1.406948,1.493644,1.206489,1.039220,0.923942,0.827737,0.786849,0.755503,0.724802,0.724188,0.731174,0.586065,0.437768,0.334475,0.287766,0.256286,0.224783,0.204596,0.200723,0.187458,0.190503,0.195182,0.204257,0.216910,0.229884,0.255672,0.300352,0.046434,-0.537866,0.660578,0.000000,1.000000,0.047822,-0.539269,0.584379
7.900,0.351050,0.442932,0.619607,0.786460,0.767134,0.773674,0.794300,0.825817,0.888865,0.978963,1.094250,1.279785,1.465359,1.385204,1.330788,1.310210,1.309892,1.338409,1.386851,1.480593,1.234846,1.045152,0.923982,0.830322,0.782244,0.757893,0.738512,0.722945,0.732260,0.627151,0.435406,0.346071,0.292225,0.250830,0.222611,0.199848,0.206812,0.196024,0.192036,0.200292,0.201887,0.212052,0.228908,0.260389,0.283143,0.046353,-0.537931,0.680006,0.000000,1.000000,0.047819,-0.539268,0.602378
7.920,0.346317,0.430503,0.598337,0.790002,0.781963,0.788064,0.793662,0.825136,0.893336,0.961637,1.072492,1.286265,1.491603,1.397291,1.335295,1.317865,1.303634,1.337011,1.387939,1.467440,1.265158,1.076747,0.935373,0.848646,0.791851,0.765251,0.741084,0.727752,0.710593,0.656477,0.458748,0.360846,0.294485,0.254197,0.235425,0.209140,0.203110,0.205711,0.152440,0.177965,0.202330,0.211710,0.222744,0.236084,0.286176,0.046433,-0.537865,0.699435,0.000000,1.000000,0.047817,-0.539267,0.620376
7.940,0.332249,0.415643,0.553020,0.792659,0.765065,0.783387,0.795772,0.819129,0.881211,0.955563,1.074267,1.228263,1.511473,1.404517,1.342988,1.318236,1.302792,1.316952,1.365699,1.447342,1.303112,1.081044,0.961110,0.851002,0.787672,0.767269,0.745289,0.723460,0.716699,0.705293,0.470548,0.370139,0.304526,0.265012,0.237431,0.210252,0.201088,0.189563,0.192729,0.178130,0.201587,0.225487,0.224780,0.245239,0.274392,0.046433,-0.537865,0.720159,0.000000,1.000000,0.047815,-0.539266,0.638373
7.960,0.327338,0.404894,0.531127,0.796305,0.766498,0.780900,0.791036,0.818090,0.878985,0.944343,1.056752,1.226445,1.523398,1.428259,1.354874,1.317040,1.304044,1.323571,1.364716,1.436616,1.328278,1.105774,0.974771,0.869519,0.801370,0.763084,0.738090,0.725624,0.736587,0.746476,0.509173,0.379690,0.306896,0.265359,0.234001,0.222918,0.210811,0.194887,0.185266,0.192550,0.202429,0.213588,0.225910,0.239665,0.270382,0.046356,-0.537934,0.739588,0.000000,1.000000,0.047812,-0.539265,0.656369
7.980,0.325247,0.392384,0.506804,0.779924,0.772215,0.769732,0.779378,0.817386,0.860988,0.931041,1.039509,1.200946,1.457199,1.430558,1.361219,1.322266,1.297507,1.323080,1.365023,1.435308,1.365322,1.132285,0.995721,0.865649,0.807640,0.774270,0.742954,0.718872,0.745747,0.756184,0.518169,0.391835,0.303262,0.272737,0.236188,0.223662,0.201695,0.203318,0.192345,0.182194,0.206340,0.211786,0.212165,0.236192,0.254955,0.046356,-0.537934,0.760312,0.000000,1.000000,0.047810,-0.539264,0.674365
8.000,0.311610,0.366651,0.482492,0.733162,0.777155,0.780077,0.784543,0.808221,0.850189,0.929774,1.011583,1.176037,1.446612,1.441592,1.366991,1.329662,1.301779,1.299335,1.359011,1.414132,1.401215,1.159741,1.001681,0.881331,0.817092,0.779841,0.745148,0.728809,0.722895,0.736950,0.537656,0.403183,0.320734,0.275460,0.238900,0.219005,0.204795,0.213230,0.195294,0.196681,0.188331,0.204983,0.223362,0.227430,0.259946,0.046430,-0.537862,0.779741,0.000000,0.000000,0.047808,-0.539263,0.692360
8.020,0.311291,0.378304,0.481283,0.718762,0.769906,0.787617,0.787901,0.809509,0.862737,0.919277,1.024169,1.175592,1.414019,1.449081,1.369336,1.324757,1.301181,1.317595,1.350842,1.415071,1.410792,1.150237,0.990048,0.893736,0.813965,0.772790,0.742516,0.726446,0.728570,0.746918,0.560858,0.406594,0.320145,0.268839,0.236250,0.226645,0.210396,0.197446,0.187578,0.190481,0.201805,0.209508,0.219559,0.228136,0.259822,0.046430,-0.537862,0.779741,0.150000,0.000000,0.047813,-0.539261,0.692353
8.040,0.304639,0.379147,0.492529,0.719978,0.761404,0.790071,0.770715,0.815040,0.860433,0.925190,1.027746,1.180954,1.454753,1.439934,1.370726,1.318907,1.297861,1.314127,1.351205,1.413102,1.412005,1.148999,1.007518,0.876802,0.817044,0.767746,0.747114,0.719164,0.714525,0.743212,0.556686,0.399526,0.323713,0.279838,0.235575,0.221191,0.199503,0.195387,0.188031,0.193543,0.189877,0.200799,0.215784,0.229240,0.261913,0.048493,-0.535822,0.779741,0.150000,0.000000,0.050123,-0.537345,0.692363
8.060,0.309638,0.378347,0.500346,0.746339,0.782463,0.787095,0.792060,0.811055,0.865770,0.925617,1.006156,1.179608,1.427075,1.439896,1.357192,1.325117,1.298083,1.301688,1.355183,1.425860,1.395657,1.160302,0.990221,0.877015,0.803950,0.760971,0.739892,0.714613,0.719385,0.743210,0.570737,0.411020,0.323631,0.276593,0.244882,0.219636,0.206777,0.207170,0.197187,0.199827,0.197913,0.206790,0.222888,0.236413,0.261218,0.050704,-0.533636,0.779741,0.150000,0.000000,0.052434,-0.535427,0.692357
8.080,0.321130,0.380951,0.499685,0.740660,0.783469,0.784174,0.782337,0.816350,0.867673,0.926988,1.032717,1.164206,1.430826,1.432872,1.359235,1.316309,1.305779,1.303792,1.348014,1.413386,1.399042,1.155714,0.987155,0.870127,0.806846,0.767860,0.735274,0.717397,0.714255,0.734631,0.567976,0.408417,0.334096,0.279902,0.241887,0.217551,0.214198,0.219478,0.191632,0.196372,0.196337,0.206928,0.218686,0.240965,0.265455,0.052767,-0.531596,0.779741,0.150000,0.000000,0.054746,-0.533511,0.692351
8.100,0.320648,0.390478,0.507503,0.743632,0.796730,0.789447,0.795082,0.814045,0.870628,0.925156,1.018328,1.168836,1.441407,1.432570,1.359728,1.319772,1.290691,1.300485,1.342932,1.412292,1.394987,1.164454,0.983588,0.869251,0.809944,0.768326,0.733314,0.706162,0.711919,0.737695,0.557369,0.402602,0.331633,0.279998,0.248839,0.229915,0.220450,0.198261,0.199054,0.199724,0.190973,0.199241,0.225640,0.238560,0.261579,0.054978,-0.529410,0.779741,0.150000,0.000000,0.057057,-0.531595,0.692345
8.120,0.321533,0.395201,0.511345,0.748549,0.791320,0.797485,0.803353,0.824246,0.874612,0.934939,1.025478,1.191517,1.466772,1.431130,1.354453,1.311800,1.299437,1.312001,1.348288,1.409049,1.387250,1.155325,0.979712,0.870113,0.801231,0.756323,0.740031,0.711403,0.713215,0.736876,0.581616,0.414404,0.336947,0.285497,0.249584,0.226427,0.224194,0.216051,0.194681,0.201180,0.212912,0.212214,0.224156,0.241305,0.265802,0.057041,-0.527371,0.779741,0.150000,0.000000,0.059368,-0.529679,0.692340
8.140,0.325485,0.398988,0.518131,0.777644,0.802037,0.793326,0.790456,0.820543,0.879226,0.936899,1.029132,1.164512,1.461946,1.433201,1.352340,1.317778,1.290505,1.289652,1.342574,1.407201,1.386173,1.136912,0.990400,0.866343,0.794905,0.757215,0.719015,0.712252,0.723946,0.729881,0.566952,0.431117,0.340782,0.293032,0.251503,0.236399,0.219066,0.204441,0.199677,0.207387,0.200920,0.210305,0.228934,0.246018,0.273525,0.059251,-0.525185,0.779741,0.150000,0.000000,0.061679,-0.527763,0.692336
8.160,0.332607,0.394399,0.518544,0.763518,0.799715,0.789955,0.801211,0.818579,0.870898,0.949516,1.047205,1.179722,1.442261,1.428264,1.354535,1.316601,1.287357,1.294571,1.341620,1.401263,1.377397,1.142664,0.991802,0.861304,0.793728,0.750697,0.728531,0.710020,0.713271,0.722046,0.576359,0.436200,0.335929,0.287850,0.255329,0.232205,0.215810,0.213472,0.210950,0.215457,0.207761,0.208235,0.229318,0.248405,0.274898,0.061314,-0.523145,0.779741,0.150000,0.000000,0.063990,-0.525848,0.692333
8.180,0.331303,0.400654,0.526832,0.787469,0.794261,0.792430,0.807062,0.820198,0.876684,0.944128,1.031254,1.212811,1.471473,1.429563,1.348613,1.304842,1.289722,1.287650,1.336051,1.398511,1.373930,1.142314,0.969523,0.859895,0.789007,0.757862,0.720548,0.686532,0.690716,0.730200,0.595989,0.422257,0.341281,0.295216,0.267478,0.230291,0.221626,0.225673,0.210950,0.207456,0.206169,0.213546,0.229781,0.243729,0.288232,0.063450,-0.521031,0.781036,0.150000,0.000000,0.066300,-0.523933,0.692331
8.200,0.331234,0.406128,0.530832,0.794874,0.794920,0.787766,0.806862,0.829024,0.883352,0.950546,1.055128,1.182530,1.471588,1.433358,1.347904,1.311074,1.282964,1.289884,1.332377,1.399862,1.359040,1.135760,0.961051,0.856151,0.795422,0.757543,0.719778,0.705988,0.712765,0.720950,0.601787,0.432206,0.346885,0.294874,0.250918,0.247130,0.220626,0.220356,0.205804,0.201985,0.207060,0.224088,0.234709,0.258273,0.284309,0.065585,-0.518917,0.779741,0.150000,0.000000,0.068610,-0.522017,0.692329
8.220,0.345020,0.405737,0.532567,0.799694,0.799831,0.803828,0.803424,0.833083,0.890325,0.948984,1.038294,1.190539,1.461026,1.414961,1.349851,1.297228,1.287853,1.290790,1.339820,1.399203,1.361981,1.137864,0.967281,0.852908,0.788190,0.744005,0.722104,0.701748,0.700584,0.718558,0.587373,0.439173,0.343300,0.300702,0.263449,0.239201,0.222517,0.218401,0.208550,0.207292,0.218205,0.219119,0.234711,0.254783,0.286809,0.067648,-0.516877,0.779741,0.150000,0.000000,0.070920,-0.520102,0.692328
8.240,0.342295,0.415699,0.544332,0.808319,0.806653,0.808506,0.809578,0.840477,0.884166,0.951473,1.065423,1.190417,1.465832,1.422372,1.342453,1.300009,1.274608,1.304505,1.336509,1.398159,1.354726,1.115447,0.959150,0.842322,0.783237,0.751913,0.722613,0.697792,0.683842,0.714708,0.592124,0.434935,0.357015,0.306942,0.258804,0.260710,0.231420,0.221892,0.215684,0.212058,0.212220,0.224068,0.247891,0.252948,0.287026,0.069859,-0.514691,0.779741,0.150000,0.000000,0.073230,-0.518187,0.692327
8.260,0.341253,0.419496,0.544332,0.811760,0.803571,0.804149,0.816841,0.832004,0.884089,0.956251,1.061228,1.223416,1.478476,1.419277,1.346849,1.294881,1.277302,1.288962,1.330867,1.387970,1.358905,1.123064,0.973905,0.845103,0.785984,0.738786,0.717560,0.698736,0.702574,0.712298,0.618934,0.452054,0.362930,0.303874,0.273875,0.252897,0.229437,0.216400,0.218413,0.209850,0.216473,0.236734,0.237166,0.260199,0.296241,0.071922,-0.512651,0.779741,0.150000,0.000000,0.075539,-0.516272,0.692326
8.280,0.346032,0.411801,0.545035,0.822754,0.812287,0.806750,0.810110,0.834654,0.892366,0.962130,1.050362,1.197858,1.478610,1.417180,1.342500,1.301189,1.278147,1.299491,1.328478,1.388868,1.337615,1.109126,0.952530,0.842136,0.786988,0.735987,0.702779,0.692631,0.692503,0.706675,0.604172,0.456433,0.365707,0.305800,0.270707,0.247266,0.234584,0.214387,0.213577,0.214918,0.208877,0.232662,0.244212,0.260337,0.290120,0.074133,-0.510465,0.779741,0.000000,1.000000,0.077849,-0.514357,0.692326
8.300,0.337773,0.413061,0.522870,0.760647,0.816793,0.804785,0.811249,0.840879,0.880315,0.947654,1.048255,1.176741,1.458662,1.421964,1.347171,1.299778,1.271396,1.295432,1.321430,1.369797,1.386313,1.137023,0.986603,0.859066,0.784638,0.738020,0.717560,0.705386,0.682381,0.703803,0.634931,0.472057,0.366470,0.313325,0.273605,0.250464,0.230027,0.222492,0.223463,0.208841,0.219571,0.230399,0.243803,0.261095,0.287204,0.074133,-0.510465,0.800465,0.000000,1.000000,0.078119,-0.514132,0.709845
8.320,0.325376,0.398831,0.505413,0.714348,0.810026,0.814956,0.815205,0.832136,0.877543,0.933062,1.018686,1.179094,1.401603,1.435724,1.361640,1.305071,1.286070,1.281218,1.315921,1.374061,1.424509,1.175446,0.995184,0.866004,0.792735,0.743465,0.722666,0.700315,0.693930,0.702050,0.689536,0.479063,0.381481,0.323536,0.269754,0.241101,0.236247,0.219024,0.215095,0.216713,0.211959,0.231891,0.239311,0.257729,0.283177,0.074061,-0.510541,0.819893,0.000000,1.000000,0.078136,-0.514116,0.728137
8.340,0.319846,0.384382,0.488652,0.688348,0.811967,0.812080,0.812207,0.832012,0.869651,0.925048,1.008278,1.133333,1.377168,1.454880,1.368374,1.314881,1.285712,1.286308,1.305578,1.357799,1.456645,1.189789,1.002627,0.874777,0.800958,0.752384,0.721216,0.689893,0.686797,0.700787,0.714687,0.487429,0.392439,0.324562,0.301813,0.258236,0.236652,0.233587,0.228747,0.218306,0.219283,0.237326,0.238145,0.247379,0.275044,0.074131,-0.510464,0.839322,0.000000,1.000000,0.078133,-0.514118,0.746124
8.360,0.317230,0.377706,0.462435,0.655208,0.813093,0.807729,0.814085,0.826424,0.870525,0.919630,0.989945,1.116438,1.333431,1.471771,1.379892,1.320016,1.293260,1.280320,1.303527,1.348872,1.446961,1.216500,1.039866,0.895597,0.803184,0.763642,0.717040,0.694303,0.679975,0.703337,0.728474,0.512049,0.403605,0.336578,0.284371,0.261602,0.241636,0.217313,0.204988,0.216452,0.219276,0.221111,0.226954,0.244579,0.276189,0.074131,-0.510464,0.860046,0.000000,1.000000,0.078130,-0.514119,0.764116
8.380,0.313374,0.374496,0.449033,0.606904,0.814045,0.805718,0.808488,0.821637,0.862928,0.911529,0.975784,1.114625,1.305762,1.487218,1.388132,1.318261,1.290776,1.295306,1.301919,1.345157,1.425472,1.267184,1.071797,0.897352,0.813197,0.762540,0.721263,0.685359,0.691832,0.704863,0.720836,0.529848,0.407443,0.341099,0.290355,0.257738,0.239732,0.226226,0.235060,0.210538,0.221891,0.222489,0.224302,0.246385,0.264762,0.074064,-0.510543,0.879475,0.000000,1.000000,0.078127,-0.514120,0.782110
8.400,0.304574,0.356240,0.436266,0.579998,0.827853,0.808840,0.805856,0.821429,0.857492,0.907024,0.982980,1.094721,1.274560,1.506845,1.397389,1.330432,1.292143,1.291257,1.300555,1.343232,1.424931,1.304329,1.060024,0.912031,0.829126,0.782002,0.725138,0.709258,0.681987,0.700629,0.716284,0.554772,0.425727,0.352559,0.297082,0.259168,0.236443,0.226132,0.222414,0.218255,0.212991,0.221668,0.233485,0.245124,0.265474,0.074130,-0.510463,0.898904,0.000000,1.000000,0.078124,-0.514120,0.800107
8.420,0.300443,0.353096,0.415986,0.548856,0.828123,0.805073,0.796133,0.820964,0.854029,0.897872,0.949925,1.062776,1.265868,1.524660,1.404848,1.340034,1.299192,1.293803,1.296634,1.326273,1.403621,1.317204,1.085883,0.936706,0.833454,0.781569,0.730065,0.702714,0.688185,0.687792,0.715835,0.576866,0.435008,0.346988,0.291664,0.262762,0.246406,0.233800,0.209094,0.212759,0.202418,0.214256,0.223741,0.237880,0.259030,0.074130,-0.510463,0.919628,0.000000,1.000000,0.078121,-0.514121,0.818104
8.440,0.289966,0.336602,0.404889,0.527373,0.798467,0.813318,0.804739,0.820106,0.834739,0.887458,0.946633,1.068786,1.237368,1.475356,1.422301,1.340694,1.296379,1.288904,1.292476,1.328882,1.392981,1.382608,1.107138,0.947629,0.847863,0.792018,0.740086,0.696890,0.684303,0.693253,0.700557,0.627965,0.439369,0.356557,0.299037,0.253598,0.254494,0.224607,0.211960,0.221346,0.198754,0.214323,0.221285,0.231982,0.262778,0.074130,-0.510463,0.940352,0.150000,0.000000,0.078118,-0.514121,0.836102
8.460,0.305471,0.330993,0.406888,0.539223,0.808221,0.818825,0.801945,0.824913,0.846159,0.886107,0.957632,1.045508,1.232095,1.469783,1.414560,1.341794,1.293875,1.276921,1.288293,1.323012,1.396819,1.387659,1.108553,0.941277,0.844053,0.798893,0.728355,0.707850,0.695179,0.688527,0.696276,0.614387,0.449509,0.362537,0.305063,0.263815,0.244114,0.228654,0.218573,0.214681,0.219954,0.218151,0.226905,0.242156,0.263102,0.075903,-0.508037,0.939056,0.150000,0.000000,0.079994,-0.512044,0.838423
8.480,0.297652,0.346502,0.412699,0.546292,0.812713,0.823553,0.818259,0.825718,0.853150,0.887762,0.949381,1.066884,1.220969,1.472200,1.421874,1.340814,1.292594,1.277155,1.281704,1.327137,1.404402,1.362213,1.133649,0.940445,0.846233,0.770017,0.731080,0.702309,0.685032,0.685209,0.693784,0.638259,0.452950,0.368278,0.305261,0.272062,0.252339,0.219980,0.227556,0.212342,0.222234,0.217336,0.229772,0.246460,0.267422,0.077676,-0.505610,0.940352,0.150000,0.000000,0.082002,-0.509811,0.838417
8.500,0.309659,0.344295,0.418186,0.540550,0.834627,0.827269,0.810264,0.822447,0.859992,0.892804,0.952431,1.056278,1.230596,1.471547,1.417562,1.333735,1.295203,1.274403,1.294315,1.322747,1.392227,1.380445,1.107700,0.940313,0.842064,0.774382,0.735119,0.697689,0.682536,0.686553,0.692943,0.631253,0.453203,0.375038,0.310922,0.275207,0.249823,0.237947,0.223188,0.217289,0.223823,0.219958,0.230468,0.243887,0.267208,0.079386,-0.503267,0.940352,0.150000,0.000000,0.084009,-0.507577,0.838412
8.520,0.299156,0.347646,0.429676,0.550527,0.840116,0.827522,0.812231,0.824888,0.862666,0.898638,0.969797,1.070539,1.232101,1.482590,1.409456,1.340505,1.286640,1.267694,1.287735,1.313444,1.393066,1.342829,1.123884,0.936334,0.836174,0.789960,0.726200,0.688301,0.673991,0.681970,0.704888,0.630913,0.459967,0.385756,0.317912,0.275207,0.259222,0.244981,0.222089,0.229516,0.226394,0.221067,0.237625,0.252567,0.273643,0.081219,-0.500756,0.940352,0.150000,0.000000,0.086017,-0.505345,0.838407
8.540,0.305993,0.356547,0.442813,0.560238,0.849313,0.832031,0.820072,0.820481,0.858755,0.900158,0.955307,1.059533,1.249187,1.486652,1.410438,1.348747,1.290671,1.280842,1.283458,1.306662,1.381430,1.340512,1.094783,0.941817,0.832998,0.772551,0.726323,0.696965,0.671176,0.685325,0.688866,0.635575,0.481068,0.389839,0.299467,0.277275,0.257684,0.222590,0.213209,0.225609,0.223391,0.240607,0.240015,0.244384,0.267962,0.082929,-0.498412,0.940352,0.150000,0.000000,0.088024,-0.503113,0.838404
8.560,0.314252,0.357773,0.434439,0.557670,0.841959,0.831866,0.815194,0.833170,0.857436,0.893939,0.961338,1.061688,1.252642,1.482643,1.407055,1.330207,1.282651,1.266155,1.286902,1.321857,1.378926,1.367429,1.113928,0.943411,0.829623,0.770696,0.728680,0.693615,0.675092,0.676911,0.696571,0.649794,0.474285,0.391340,0.319554,0.278778,0.256242,0.249548,0.231556,0.222521,0.222785,0.229938,0.230875,0.250252,0.273038,0.084702,-0.495986,0.939056,0.000000,1.000000,0.090031,-0.500881,0.838401
