timestamp,range_0,range_8,range_16,range_24,range_32,range_40,range_48,range_56,range_64,range_72,range_80,range_88,range_96,range_104,range_112,range_120,range_128,range_136,range_144,range_152,range_160,range_168,range_176,range_184,range_192,range_200,range_208,range_216,range_224,range_232,range_240,range_248,range_256,range_264,range_272,range_280,range_288,range_296,range_304,range_312,range_320,range_328,range_336,range_344,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
40.680,0.519842,0.388425,0.313715,0.280689,0.235751,0.208895,0.197413,0.193231,0.189012,0.184193,0.188864,0.192563,0.209755,0.222035,0.241469,0.282150,0.347979,0.432890,0.420891,0.406623,0.404518,0.394883,0.410906,0.434602,0.463747,0.514892,0.589858,0.701224,0.893779,1.260327,1.334630,1.313846,1.322393,1.357132,1.418107,1.519793,1.663874,1.529211,1.358192,1.242447,1.183308,1.144628,1.106546,1.112764,0.899852,0.591707,0.144004,-1.444131,0.000000,-1.000000,0.557841,-0.382946,-1.905718
40.700,0.491442,0.370331,0.305716,0.262111,0.221802,0.200790,0.197109,0.184943,0.189731,0.186025,0.189056,0.188927,0.193476,0.230278,0.247440,0.292415,0.340997,0.428229,0.406173,0.399094,0.398170,0.398543,0.407696,0.432243,0.479971,0.525908,0.597081,0.725676,0.946744,1.342117,1.329448,1.312693,1.324698,1.351187,1.431286,1.543370,1.681838,1.505636,1.329712,1.235685,1.165397,1.129883,1.107206,1.112367,0.825851,0.591719,0.143901,-1.463560,0.000000,-1.000000,0.557840,-0.382943,-1.923731
40.720,0.469615,0.364364,0.289395,0.253687,0.214350,0.213125,0.198963,0.180827,0.183800,0.182138,0.185496,0.192790,0.207179,0.221196,0.250328,0.299369,0.361405,0.426845,0.399194,0.393720,0.396873,0.394659,0.418118,0.436188,0.468733,0.532188,0.620611,0.745425,0.961935,1.382164,1.322670,1.319616,1.335551,1.371729,1.446352,1.555882,1.707201,1.484423,1.331733,1.215919,1.169188,1.140329,1.107962,1.111234,0.760249,0.591719,0.143901,-1.484284,0.000000,-1.000000,0.557839,-0.382940,-1.941741
40.740,0.463411,0.353276,0.284335,0.245110,0.220239,0.197592,0.190404,0.183042,0.182130,0.184237,0.182805,0.193275,0.211594,0.229869,0.256037,0.293434,0.371494,0.421279,0.413792,0.396537,0.392459,0.400575,0.412674,0.443269,0.488821,0.538431,0.618168,0.768803,1.017239,1.363881,1.317731,1.314736,1.329923,1.379075,1.455482,1.568542,1.708737,1.454441,1.298155,1.214683,1.163529,1.118810,1.110425,1.118806,0.749000,0.591719,0.143901,-1.505008,0.000000,-1.000000,0.557838,-0.382937,-1.959750
40.760,0.441597,0.328661,0.286631,0.244915,0.219164,0.192599,0.195987,0.185094,0.176983,0.179611,0.192127,0.192173,0.216899,0.228082,0.242655,0.307945,0.372418,0.414578,0.404626,0.398937,0.402404,0.398475,0.417586,0.444453,0.498698,0.538175,0.640133,0.786401,1.059783,1.368108,1.324180,1.318533,1.332848,1.373910,1.470435,1.591223,1.655517,1.431373,1.289259,1.209829,1.142959,1.124068,1.105633,1.116752,0.697070,0.591713,0.144004,-1.524437,0.000000,-1.000000,0.557837,-0.382934,-1.977757
40.780,0.425535,0.331671,0.271648,0.231609,0.217775,0.196005,0.193726,0.185598,0.180462,0.189995,0.183800,0.194290,0.213139,0.226075,0.255788,0.321210,0.397148,0.405535,0.405279,0.393122,0.398656,0.408917,0.415890,0.450409,0.489681,0.553231,0.643542,0.810274,1.118198,1.353902,1.318336,1.325678,1.349417,1.381356,1.478748,1.612689,1.624433,1.415768,1.273878,1.195553,1.150858,1.116216,1.108163,1.112039,0.655940,0.591717,0.143901,-1.543865,0.000000,-1.000000,0.557836,-0.382932,-1.995763
40.800,0.403919,0.323462,0.269155,0.229150,0.196734,0.185612,0.182403,0.180877,0.178597,0.186275,0.185395,0.198317,0.209368,0.232450,0.264840,0.320655,0.403777,0.409686,0.409287,0.395188,0.389607,0.403761,0.423180,0.456662,0.507690,0.572370,0.664325,0.845638,1.168713,1.353535,1.314239,1.320591,1.346529,1.396597,1.495643,1.633166,1.591917,1.399040,1.279772,1.186791,1.140481,1.113493,1.105488,1.050874,0.585033,0.591717,0.143901,-1.564589,0.000000,-1.000000,0.557835,-0.382929,-2.013767
40.820,0.382506,0.306029,0.268790,0.225609,0.207938,0.188625,0.183046,0.170933,0.183298,0.187362,0.187726,0.199425,0.198415,0.236351,0.262504,0.326118,0.414645,0.406764,0.388288,0.396216,0.399250,0.401559,0.425942,0.456465,0.506132,0.581184,0.679332,0.869001,1.222851,1.348469,1.314540,1.327990,1.356568,1.402599,1.509345,1.659006,1.567220,1.374947,1.247157,1.180197,1.135908,1.109375,1.097752,0.948268,0.554025,0.591717,0.144004,-1.584018,0.000000,-1.000000,0.557833,-0.382926,-2.031771
40.840,0.379723,0.305044,0.259897,0.219360,0.201087,0.176427,0.180031,0.176107,0.173357,0.185644,0.184027,0.198764,0.217752,0.239584,0.277591,0.334937,0.434119,0.413523,0.397043,0.401236,0.407523,0.409252,0.428992,0.474338,0.515211,0.588989,0.698812,0.904099,1.297119,1.347913,1.311888,1.313794,1.362588,1.412966,1.529091,1.674771,1.556990,1.357778,1.236791,1.176828,1.130319,1.106902,1.108402,0.867290,0.542058,0.591715,0.143901,-1.603447,0.000000,-1.000000,0.557832,-0.382924,-2.049773
40.860,0.361460,0.295659,0.248421,0.218040,0.208510,0.180625,0.178465,0.179694,0.181603,0.186278,0.183493,0.192569,0.215273,0.241089,0.283528,0.341094,0.426115,0.403993,0.404246,0.388855,0.401621,0.408310,0.434577,0.478460,0.516526,0.599451,0.725913,0.941377,1.388393,1.337054,1.324880,1.321390,1.372392,1.436443,1.559122,1.700191,1.511266,1.340282,1.238411,1.169525,1.122878,1.104609,1.115269,0.796777,0.512675,0.591715,0.143901,-1.624171,0.150000,0.000000,0.557831,-0.382921,-2.067774
40.880,0.359253,0.290741,0.252292,0.220271,0.204335,0.190881,0.180344,0.181462,0.170910,0.179858,0.191762,0.199326,0.226028,0.241403,0.296884,0.349158,0.419018,0.397538,0.398480,0.398868,0.397707,0.410876,0.431407,0.472823,0.521193,0.591457,0.724125,0.937052,1.392798,1.332241,1.324917,1.335583,1.365736,1.437389,1.553458,1.706552,1.512544,1.347685,1.244025,1.174133,1.125111,1.110654,1.108911,0.786820,0.514831,0.591560,0.141004,-1.624171,0.150000,0.000000,0.556543,-0.385294,-2.071205
40.900,0.357436,0.300299,0.255696,0.222462,0.201981,0.198782,0.168478,0.187157,0.182217,0.180833,0.194986,0.199253,0.225181,0.247746,0.282337,0.353112,0.417275,0.396025,0.394544,0.386950,0.393890,0.405568,0.428673,0.470551,0.521101,0.598070,0.719009,0.934639,1.395717,1.342179,1.320668,1.331504,1.367040,1.418545,1.539532,1.708925,1.528464,1.351994,1.241535,1.166757,1.137164,1.112327,1.111423,0.786479,0.492448,0.591394,0.137899,-1.624171,0.150000,0.000000,0.555102,-0.387929,-2.071202
40.920,0.362970,0.301145,0.251487,0.226625,0.211364,0.189496,0.187997,0.182946,0.189748,0.178644,0.187691,0.207347,0.221565,0.247111,0.292777,0.359631,0.420967,0.392628,0.379265,0.384142,0.386973,0.398808,0.422480,0.468382,0.516486,0.590159,0.711153,0.925761,1.375274,1.341483,1.318244,1.331824,1.372286,1.436527,1.553035,1.707071,1.531376,1.345201,1.242216,1.175347,1.136645,1.106663,1.111241,0.791904,0.500871,0.591239,0.135002,-1.624171,0.150000,0.000000,0.553660,-0.390564,-2.071195
40.940,0.376587,0.297457,0.261050,0.233656,0.204749,0.199459,0.193721,0.180052,0.188295,0.192785,0.188451,0.201788,0.220634,0.257438,0.290762,0.350476,0.408490,0.396083,0.393430,0.383928,0.383573,0.402784,0.424079,0.458962,0.509683,0.580422,0.709128,0.917849,1.355394,1.345051,1.315817,1.335310,1.357038,1.417728,1.552710,1.705386,1.523198,1.346992,1.244457,1.176728,1.138349,1.122799,1.123095,0.800525,0.522330,0.591074,0.131898,-1.624171,0.150000,0.000000,0.552220,-0.393199,-2.071186
40.960,0.367673,0.311918,0.252810,0.230168,0.207594,0.196419,0.190389,0.189180,0.183601,0.188284,0.198719,0.204391,0.219411,0.249666,0.292665,0.361621,0.406792,0.386282,0.382595,0.382505,0.383573,0.391178,0.422168,0.457446,0.518585,0.581964,0.696004,0.915094,1.337913,1.342262,1.315569,1.320506,1.364467,1.414888,1.546484,1.700768,1.544025,1.355159,1.258467,1.173506,1.138029,1.118522,1.124091,0.809633,0.529073,0.590919,0.129001,-1.624171,0.150000,0.000000,0.550779,-0.395833,-2.071180
40.980,0.376503,0.309850,0.261335,0.228776,0.213454,0.208156,0.186379,0.185941,0.189543,0.161120,0.194030,0.210946,0.225435,0.251643,0.300379,0.358510,0.412227,0.397171,0.381672,0.384765,0.380064,0.397770,0.414932,0.450214,0.502491,0.574678,0.697641,0.910417,1.331599,1.330419,1.302576,1.315172,1.351446,1.431232,1.536771,1.697123,1.525351,1.356508,1.251721,1.182220,1.143809,1.115089,1.125140,0.813769,0.541331,0.590753,0.125897,-1.624171,0.150000,0.000000,0.549339,-0.398467,-2.071174
41.000,0.382113,0.310869,0.262985,0.232819,0.212155,0.204315,0.186056,0.187474,0.196227,0.195756,0.196285,0.207507,0.235092,0.256679,0.301556,0.371581,0.401264,0.388020,0.386507,0.372152,0.389150,0.394310,0.412385,0.453560,0.496560,0.569538,0.693092,0.894133,1.339561,1.332327,1.308336,1.326651,1.364731,1.430663,1.540797,1.699504,1.552111,1.359296,1.254219,1.175046,1.147222,1.127688,1.133438,0.822597,0.516745,0.590598,0.122999,-1.624171,0.150000,0.000000,0.547900,-0.401100,-2.071170
41.020,0.389961,0.315707,0.264566,0.238960,0.210123,0.200199,0.182210,0.187594,0.179395,0.197341,0.201564,0.209091,0.230735,0.261820,0.307661,0.371998,0.410286,0.387890,0.381163,0.371151,0.381648,0.389168,0.415766,0.447272,0.492585,0.562269,0.688709,0.899619,1.335817,1.331785,1.299210,1.329657,1.360387,1.414271,1.544371,1.694892,1.553888,1.375281,1.259733,1.186229,1.154716,1.131668,1.123559,0.825570,0.544800,0.590432,0.119895,-1.624171,0.150000,0.000000,0.546460,-0.403734,-2.071166
41.040,0.381812,0.307192,0.266869,0.242448,0.217815,0.207494,0.175554,0.192147,0.201831,0.200031,0.200311,0.215390,0.230435,0.253645,0.300691,0.372809,0.408150,0.389433,0.369993,0.374250,0.376851,0.386278,0.403777,0.451901,0.495248,0.569534,0.686113,0.890325,1.307293,1.329404,1.301802,1.325296,1.355854,1.426203,1.535009,1.694468,1.537859,1.377869,1.256688,1.193482,1.146805,1.137109,1.139073,0.830959,0.544770,0.590277,0.116998,-1.624171,0.000000,-1.000000,0.545021,-0.406367,-2.071164
41.060,0.381869,0.309852,0.263874,0.232963,0.213751,0.199487,0.195431,0.190560,0.189366,0.198128,0.204484,0.213032,0.237410,0.270140,0.312369,0.380553,0.393942,0.385989,0.371403,0.370855,0.374815,0.390605,0.403353,0.452166,0.503499,0.578780,0.693808,0.928365,1.358825,1.325171,1.309687,1.317815,1.364825,1.436399,1.552128,1.724940,1.514025,1.348048,1.246065,1.184201,1.150225,1.133265,1.141554,0.786908,0.506513,0.590277,0.116998,-1.644895,0.000000,-1.000000,0.544813,-0.406747,-2.087558
41.080,0.359596,0.299699,0.260968,0.231260,0.214613,0.199196,0.199695,0.192308,0.194768,0.198029,0.208557,0.208110,0.243231,0.271972,0.306437,0.390664,0.399672,0.372542,0.363049,0.359086,0.372438,0.389870,0.415054,0.464628,0.508528,0.576697,0.719791,0.950174,1.349999,1.321827,1.302863,1.325608,1.374076,1.438774,1.572019,1.705270,1.506511,1.336017,1.244656,1.170413,1.149524,1.138522,1.137360,0.717588,0.483418,0.590269,0.116895,-1.664324,0.000000,-1.000000,0.544782,-0.406799,-2.106274
41.100,0.345842,0.293849,0.248719,0.228950,0.219954,0.204863,0.195267,0.188138,0.186496,0.194211,0.202776,0.223312,0.235589,0.269791,0.329224,0.408489,0.384870,0.375069,0.368772,0.370820,0.376596,0.386488,0.425813,0.451525,0.522096,0.607191,0.742133,1.016723,1.329764,1.318294,1.300183,1.320466,1.384811,1.459145,1.596342,1.666842,1.466197,1.314703,1.222950,1.179743,1.150760,1.145750,1.143062,0.688601,0.460846,0.590280,0.116998,-1.683752,0.000000,-1.000000,0.544783,-0.406796,-2.124261
41.120,0.341500,0.279588,0.247361,0.223711,0.203696,0.199539,0.183031,0.193468,0.205381,0.192736,0.203065,0.221094,0.254450,0.270565,0.336213,0.412030,0.390375,0.367490,0.368565,0.369817,0.373848,0.393532,0.421334,0.478245,0.523449,0.614913,0.769649,1.058569,1.325676,1.321926,1.296156,1.325759,1.392107,1.463328,1.614372,1.643114,1.447528,1.313585,1.223055,1.150789,1.139971,1.131802,1.150178,0.633575,0.443202,0.590280,0.116998,-1.704476,0.000000,-1.000000,0.544784,-0.406793,-2.142252
41.140,0.323674,0.279605,0.241944,0.231970,0.211026,0.194483,0.190314,0.189281,0.198776,0.208917,0.202394,0.215333,0.244688,0.277175,0.343791,0.404457,0.384058,0.378190,0.367278,0.370183,0.383143,0.401205,0.425528,0.470995,0.537899,0.620188,0.789228,1.092799,1.333378,1.308063,1.322000,1.343814,1.393115,1.486981,1.627395,1.600107,1.420196,1.267355,1.204203,1.154679,1.135782,1.133608,1.062121,0.610461,0.439172,0.590280,0.116998,-1.725200,0.000000,-1.000000,0.544784,-0.406790,-2.160248
41.160,0.327197,0.280812,0.236791,0.220343,0.214931,0.197087,0.188215,0.181142,0.171406,0.194157,0.210284,0.218036,0.259514,0.290405,0.357835,0.402154,0.387390,0.376024,0.364900,0.371599,0.377078,0.395842,0.429931,0.485606,0.539608,0.636103,0.823059,1.172916,1.308922,1.307957,1.309821,1.346199,1.408805,1.499026,1.666528,1.573719,1.405625,1.286768,1.216509,1.145801,1.126242,1.135241,0.955703,0.578215,0.405898,0.590280,0.116998,-1.743334,0.000000,-1.000000,0.544785,-0.406787,-2.178247
41.180,0.302174,0.257464,0.244216,0.214449,0.201650,0.191508,0.183480,0.194122,0.186176,0.201855,0.204543,0.228471,0.253882,0.294295,0.356160,0.404599,0.384263,0.370020,0.362024,0.374798,0.378980,0.397700,0.430965,0.486400,0.555206,0.664838,0.849639,1.226684,1.309946,1.317260,1.306792,1.348491,1.422276,1.523124,1.686114,1.554884,1.393629,1.279081,1.192369,1.156654,1.131402,1.133276,0.884350,0.536531,0.402140,0.590280,0.116998,-1.764058,0.000000,-1.000000,0.544784,-0.406784,-2.196248
41.200,0.307170,0.246340,0.231053,0.215876,0.188530,0.183629,0.188386,0.197205,0.194091,0.200503,0.208456,0.231591,0.267569,0.302487,0.365950,0.395141,0.373983,0.363977,0.365297,0.374343,0.381927,0.414942,0.432643,0.491769,0.572832,0.680743,0.872506,1.316516,1.313646,1.316741,1.309602,1.359322,1.420476,1.542587,1.696555,1.536802,1.368774,1.264975,1.186799,1.150033,1.137815,1.140296,0.802300,0.525563,0.393396,0.590280,0.116998,-1.784782,0.000000,-1.000000,0.544784,-0.406781,-2.214249
41.220,0.296918,0.253697,0.223068,0.218803,0.191172,0.185152,0.189297,0.185387,0.192364,0.199458,0.220533,0.230364,0.254230,0.303458,0.377472,0.394735,0.366544,0.369253,0.369408,0.375723,0.388387,0.414588,0.447402,0.500717,0.572279,0.704873,0.920273,1.361386,1.326960,1.305256,1.328969,1.369342,1.435501,1.537160,1.731096,1.497747,1.374473,1.251611,1.176762,1.142138,1.134246,1.138654,0.746608,0.493429,0.368174,0.590257,0.116897,-1.804211,0.000000,-1.000000,0.544784,-0.406778,-2.232250
41.240,0.288119,0.252729,0.231775,0.209958,0.199211,0.183198,0.194226,0.182526,0.189481,0.199917,0.209944,0.227202,0.260670,0.312548,0.384575,0.394132,0.369691,0.364484,0.367059,0.380206,0.395233,0.406993,0.449687,0.507410,0.593578,0.723057,0.939182,1.349355,1.298983,1.314612,1.322510,1.382239,1.446107,1.556257,1.677661,1.486287,1.353206,1.244514,1.171944,1.118529,1.126305,1.150966,0.705833,0.470609,0.359487,0.590281,0.116997,-1.823639,0.000000,-1.000000,0.544783,-0.406775,-2.250251
41.260,0.283697,0.252436,0.220171,0.207232,0.182289,0.195682,0.193170,0.186247,0.193192,0.191517,0.215884,0.236304,0.270419,0.330084,0.403131,0.387755,0.368603,0.366572,0.366357,0.372168,0.385185,0.407974,0.450904,0.527764,0.602514,0.743961,0.998289,1.343957,1.309323,1.317973,1.337092,1.390639,1.461724,1.592165,1.641803,1.464341,1.343146,1.237154,1.164604,1.132372,1.152892,1.150911,0.663276,0.441965,0.353587,0.590281,0.116997,-1.844363,0.000000,-1.000000,0.544783,-0.406772,-2.268251
41.280,0.278750,0.247414,0.218616,0.213004,0.173968,0.195303,0.178717,0.183228,0.193979,0.217918,0.216284,0.242664,0.282395,0.332588,0.410848,0.389358,0.376392,0.359724,0.364912,0.381561,0.395131,0.419894,0.462549,0.528523,0.613094,0.768331,1.025649,1.344580,1.318831,1.314966,1.346632,1.394893,1.486871,1.610928,1.645488,1.444180,1.324592,1.223493,1.166078,1.150100,1.128494,1.081431,0.611639,0.428304,0.341448,0.590281,0.116997,-1.865087,0.000000,-1.000000,0.544782,-0.406770,-2.286250
41.300,0.271014,0.240008,0.212725,0.198790,0.190974,0.180702,0.183974,0.185805,0.194011,0.206488,0.215570,0.240957,0.287576,0.339401,0.405920,0.376715,0.368727,0.362483,0.376024,0.377345,0.394140,0.421281,0.459010,0.532147,0.637894,0.792948,1.090499,1.331318,1.308139,1.317034,1.329283,1.393939,1.487648,1.637617,1.608993,1.413764,1.313874,1.213203,1.151735,1.136099,1.145453,1.010501,0.587075,0.421767,0.332932,0.590281,0.116997,-1.883221,0.000000,-1.000000,0.544782,-0.406767,-2.304248
41.320,0.260998,0.226829,0.215327,0.202332,0.189342,0.197753,0.188149,0.190581,0.210080,0.199664,0.216652,0.239565,0.279235,0.350382,0.395693,0.385265,0.362541,0.360982,0.367669,0.381352,0.397451,0.423340,0.477263,0.545822,0.646785,0.802309,1.136121,1.324572,1.297288,1.320283,1.342108,1.399838,1.506229,1.660828,1.584664,1.402109,1.288958,1.212898,1.152743,1.133898,1.126963,0.920223,0.551840,0.401623,0.320928,0.590281,0.116997,-1.903945,0.000000,-1.000000,0.544781,-0.406765,-2.322246
41.340,0.261637,0.231054,0.211839,0.205080,0.184332,0.179849,0.183614,0.186577,0.196064,0.204196,0.231085,0.248628,0.290586,0.352469,0.396335,0.371952,0.365698,0.370080,0.363404,0.386669,0.393912,0.435265,0.485333,0.551464,0.666521,0.824577,1.204161,1.326849,1.308042,1.317799,1.343731,1.413607,1.532815,1.680789,1.562214,1.383897,1.274375,1.201542,1.155529,1.128394,1.149368,0.838027,0.523267,0.382770,0.302929,0.590281,0.116997,-1.924669,0.000000,-1.000000,0.544780,-0.406763,-2.340242
41.360,0.247655,0.226168,0.203358,0.196051,0.185369,0.183611,0.184955,0.199509,0.193961,0.207527,0.226627,0.246522,0.292735,0.362577,0.392761,0.377532,0.362649,0.356985,0.366308,0.387256,0.402987,0.430497,0.487711,0.568402,0.690678,0.855186,1.268844,1.331007,1.294764,1.330365,1.365839,1.438130,1.545843,1.680898,1.540514,1.374724,1.275164,1.195559,1.156846,1.129510,1.141285,0.772827,0.498858,0.372071,0.304759,0.590245,0.116900,-1.944098,0.000000,-1.000000,0.544780,-0.406760,-2.358237
41.380,0.255580,0.233405,0.207535,0.187128,0.185224,0.181314,0.178013,0.186374,0.191238,0.201172,0.225791,0.262032,0.298856,0.370184,0.395768,0.377487,0.363051,0.372239,0.375594,0.386633,0.411194,0.438197,0.488008,0.572965,0.704344,0.891563,1.358846,1.323217,1.294177,1.336555,1.358421,1.447339,1.552134,1.726225,1.501412,1.351096,1.257361,1.185686,1.136884,1.121993,1.156150,0.726640,0.472192,0.365324,0.288274,0.590283,0.116997,-1.963526,0.000000,-1.000000,0.544779,-0.406758,-2.376232
41.400,0.245464,0.218432,0.203173,0.192819,0.182165,0.185413,0.194301,0.191688,0.196694,0.210837,0.226817,0.256974,0.312455,0.388171,0.387688,0.378820,0.362244,0.360174,0.370999,0.381635,0.414280,0.448783,0.491506,0.590736,0.731599,0.929895,1.357174,1.323912,1.294760,1.336886,1.386755,1.446169,1.584126,1.719266,1.475473,1.333471,1.244050,1.188249,1.149582,1.146383,1.156261,0.661758,0.453607,0.352989,0.292076,0.590283,0.116997,-1.984250,0.000000,-1.000000,0.544778,-0.406756,-2.394226
41.420,0.236477,0.217619,0.195897,0.188241,0.174507,0.187053,0.178815,0.160875,0.200448,0.224640,0.233592,0.263770,0.319792,0.404919,0.384461,0.373125,0.376316,0.362630,0.380855,0.382045,0.403540,0.452886,0.504994,0.605764,0.753277,1.002494,1.361806,1.320941,1.316102,1.348786,1.390585,1.462493,1.587618,1.702897,1.455954,1.331291,1.233220,1.168194,1.131038,1.126797,1.163407,0.633922,0.438878,0.343381,0.269850,0.590283,0.116997,-2.004974,0.000000,-1.000000,0.544777,-0.406754,-2.412219
41.440,0.230953,0.208978,0.199775,0.187905,0.190761,0.180236,0.192222,0.188944,0.202579,0.216569,0.234718,0.264845,0.328900,0.406165,0.379908,0.359080,0.356722,0.355085,0.373410,0.390630,0.415756,0.455534,0.509254,0.612293,0.766878,1.053533,1.361665,1.324527,1.322471,1.342398,1.379952,1.471346,1.611225,1.676037,1.434003,1.310505,1.226802,1.170442,1.136377,1.137733,1.071465,0.590097,0.417557,0.325674,0.273457,0.590283,0.116997,-2.023108,0.000000,-1.000000,0.544777,-0.406752,-2.430211
41.460,0.220846,0.212019,0.197736,0.187103,0.187585,0.170493,0.192241,0.192752,0.199154,0.215057,0.237087,0.269094,0.337046,0.398985,0.381601,0.363719,0.361379,0.354847,0.372723,0.390776,0.419072,0.469771,0.517550,0.638416,0.795542,1.104656,1.352279,1.307470,1.321158,1.349079,1.409871,1.486752,1.635569,1.643490,1.411143,1.295495,1.218075,1.166409,1.148058,1.121610,0.969458,0.559646,0.405170,0.317537,0.269870,0.590283,0.116997,-2.043832,0.150000,0.000000,0.544776,-0.406750,-2.448203
41.480,0.240827,0.210037,0.212681,0.193857,0.186543,0.180963,0.178487,0.180776,0.195632,0.220123,0.244823,0.271185,0.334167,0.389412,0.373214,0.372007,0.359945,0.367922,0.374097,0.394629,0.423680,0.455961,0.528926,0.640387,0.803128,1.056242,1.341313,1.306857,1.306069,1.352175,1.390248,1.490070,1.634926,1.639801,1.421015,1.300534,1.216396,1.162040,1.141650,1.140018,0.969326,0.568493,0.403142,0.328976,0.273573,0.588913,0.114322,-2.045127,0.150000,0.000000,0.542693,-0.408590,-2.449613
41.500,0.243048,0.213853,0.206731,0.189339,0.188153,0.184438,0.206309,0.192654,0.196629,0.223786,0.249521,0.277905,0.343355,0.389038,0.377309,0.370599,0.364194,0.367202,0.363699,0.388064,0.430162,0.454372,0.516716,0.629555,0.790259,1.096617,1.343808,1.312440,1.309635,1.349842,1.386458,1.500145,1.629921,1.620786,1.416256,1.298133,1.230780,1.161759,1.131583,1.138623,0.984403,0.572270,0.407366,0.324102,0.282905,0.587542,0.111648,-2.043832,0.150000,0.000000,0.540379,-0.410507,-2.449606
41.520,0.243080,0.219365,0.204075,0.190205,0.195741,0.187663,0.199550,0.189021,0.205554,0.240811,0.254067,0.281498,0.345059,0.392483,0.380380,0.367871,0.355837,0.357376,0.372750,0.382833,0.411645,0.464281,0.526160,0.623978,0.790573,1.050093,1.343572,1.313466,1.308787,1.334641,1.384912,1.500734,1.622888,1.622782,1.426804,1.305429,1.221375,1.171966,1.157801,1.142331,0.997643,0.572485,0.416907,0.329253,0.279278,0.586171,0.108974,-2.045127,0.150000,0.000000,0.538067,-0.412423,-2.449596
41.540,0.236349,0.229289,0.202734,0.197968,0.190760,0.191847,0.179500,0.198242,0.210565,0.235388,0.247091,0.280748,0.355084,0.392751,0.373312,0.351567,0.358150,0.363327,0.355804,0.387798,0.416777,0.452962,0.508084,0.616510,0.781612,1.045258,1.344364,1.305242,1.303240,1.345184,1.382543,1.494831,1.640123,1.645981,1.426188,1.301437,1.234868,1.159664,1.150467,1.139816,1.003902,0.583484,0.429763,0.332065,0.276681,0.584800,0.106300,-2.043832,0.150000,0.000000,0.535755,-0.414339,-2.449588
41.560,0.246464,0.225861,0.206978,0.204508,0.193046,0.188509,0.192116,0.201531,0.211577,0.233153,0.251882,0.292031,0.353139,0.384672,0.370631,0.369469,0.354341,0.358421,0.358040,0.383293,0.419630,0.451060,0.515014,0.616620,0.774399,1.074568,1.326768,1.294998,1.288691,1.344666,1.404579,1.487393,1.617330,1.651546,1.429009,1.300512,1.226364,1.176136,1.149600,1.140132,1.022944,0.590085,0.425197,0.340666,0.280107,0.583478,0.103717,-2.043832,0.150000,0.000000,0.533443,-0.416255,-2.449582
41.580,0.246154,0.231217,0.211204,0.201990,0.196906,0.196106,0.199016,0.192841,0.207762,0.227878,0.259784,0.301566,0.360299,0.386950,0.371924,0.352986,0.344197,0.357945,0.372751,0.378781,0.399217,0.454796,0.515051,0.612185,0.781327,1.034433,1.340309,1.299222,1.302840,1.338415,1.398979,1.490644,1.633050,1.628895,1.423029,1.313068,1.232087,1.173258,1.150931,1.144338,1.032804,0.599470,0.431542,0.341629,0.291409,0.582062,0.100950,-2.043832,0.150000,0.000000,0.531132,-0.418171,-2.449578
41.600,0.250367,0.221316,0.218326,0.203359,0.184489,0.204115,0.199270,0.207511,0.223171,0.240635,0.261186,0.300847,0.364612,0.386281,0.359790,0.353613,0.338618,0.347319,0.362321,0.377552,0.409866,0.444616,0.509041,0.613362,0.768940,1.063875,1.324085,1.295027,1.290070,1.335469,1.398551,1.471694,1.616531,1.633291,1.428319,1.314796,1.236456,1.180674,1.152288,1.147141,1.022288,0.603333,0.444552,0.348427,0.296875,0.580740,0.098367,-2.043832,0.150000,0.000000,0.528822,-0.420087,-2.449574
41.620,0.251447,0.234862,0.212359,0.201240,0.204367,0.194798,0.200162,0.210719,0.224484,0.252330,0.259501,0.292780,0.369238,0.382728,0.365336,0.349335,0.347526,0.344246,0.366342,0.372843,0.407085,0.439725,0.511545,0.608658,0.767115,1.058162,1.335583,1.300672,1.312162,1.324435,1.394079,1.463914,1.628065,1.655758,1.435998,1.305848,1.236618,1.188844,1.159614,1.153998,1.024982,0.617550,0.447970,0.353176,0.297666,0.579324,0.095600,-2.043832,0.150000,0.000000,0.526511,-0.422002,-2.449572
41.640,0.255434,0.231053,0.215943,0.208640,0.208001,0.207277,0.207537,0.212846,0.214553,0.234397,0.265083,0.304207,0.377543,0.372564,0.363521,0.356847,0.351905,0.349937,0.346522,0.373082,0.403619,0.434743,0.495440,0.598613,0.762062,1.055484,1.327385,1.289163,1.286105,1.332390,1.372485,1.459786,1.621681,1.664474,1.448315,1.319789,1.235148,1.189141,1.159351,1.150117,1.070531,0.623848,0.445331,0.350754,0.293384,0.578002,0.093017,-2.043832,0.150000,0.000000,0.524201,-0.423917,-2.449570
41.660,0.264514,0.249480,0.220229,0.209910,0.194725,0.201472,0.208698,0.211067,0.225689,0.244233,0.260789,0.310111,0.379100,0.377784,0.356073,0.339650,0.341153,0.355319,0.353049,0.370187,0.399318,0.440588,0.511538,0.600791,0.756918,1.008657,1.319086,1.281912,1.294235,1.333814,1.386788,1.460482,1.608711,1.663104,1.451004,1.313716,1.240391,1.187788,1.170030,1.148999,1.058925,0.633207,0.446497,0.357952,0.295593,0.576586,0.090250,-2.043832,0.150000,0.000000,0.521891,-0.425832,-2.449569
