timestamp,range_0,range_16,range_32,range_48,range_64,range_80,range_96,range_112,range_128,range_144,range_160,range_176,range_192,range_208,range_224,range_240,range_256,range_272,range_288,range_304,range_320,range_336,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
9.400,0.251045,0.281063,0.336531,0.488924,0.882588,0.841793,0.891905,1.010268,1.309127,1.370898,1.272020,1.252860,1.366882,1.029572,0.787183,0.687456,0.652685,0.669574,0.525239,0.351119,0.285855,0.259851,0.254523,0.093762,-0.462067,1.540052,0.150000,0.000000,0.103798,-0.468778,1.384157
9.420,0.270227,0.283157,0.357974,0.498060,0.869920,0.843807,0.895788,1.020145,1.298540,1.380650,1.263904,1.251650,1.358269,1.033334,0.785261,0.676452,0.655076,0.667495,0.529007,0.353306,0.293136,0.265482,0.252073,0.093851,-0.459167,1.540052,0.150000,0.000000,0.104355,-0.465829,1.384154
9.440,0.256928,0.297723,0.350161,0.509509,0.883892,0.847728,0.888672,1.020137,1.306435,1.360120,1.265082,1.247655,1.358377,1.030287,0.781409,0.681807,0.650101,0.679121,0.532300,0.356920,0.288637,0.265277,0.257308,0.093947,-0.456060,1.540052,0.150000,0.000000,0.104912,-0.462879,1.384152
9.460,0.271471,0.290461,0.358424,0.505968,0.881693,0.851427,0.898725,1.016837,1.307219,1.362310,1.253969,1.247817,1.353976,1.024453,0.779091,0.688050,0.650390,0.682225,0.540495,0.361887,0.285504,0.273832,0.265035,0.094036,-0.453160,1.540052,0.150000,0.000000,0.105469,-0.459931,1.384151
9.480,0.266729,0.299074,0.347968,0.510084,0.884708,0.851790,0.893460,1.013056,1.291741,1.363555,1.253070,1.244901,1.349198,1.024732,0.772881,0.691170,0.648876,0.672196,0.542055,0.367707,0.307189,0.276708,0.269660,0.094130,-0.450156,1.538757,0.150000,0.000000,0.106026,-0.456982,1.384150
9.500,0.267272,0.300697,0.359369,0.522907,0.879279,0.846780,0.892473,1.016608,1.306781,1.360279,1.260254,1.235353,1.353760,1.019396,0.788325,0.684716,0.649386,0.660430,0.560340,0.364040,0.313064,0.268990,0.264029,0.094225,-0.447153,1.540052,0.150000,0.000000,0.106583,-0.454033,1.384149
9.520,0.263704,0.304402,0.371718,0.526315,0.886431,0.848849,0.908461,1.018234,1.294171,1.353783,1.242901,1.243476,1.342515,1.021789,0.777267,0.686651,0.644037,0.667042,0.560550,0.376770,0.323101,0.280436,0.269783,0.094319,-0.444149,1.538757,0.150000,0.000000,0.107140,-0.451085,1.384148
9.540,0.268083,0.306950,0.376994,0.527214,0.887330,0.854602,0.902564,1.024763,1.309978,1.358640,1.258030,1.236852,1.339759,1.043597,0.770816,0.675794,0.649402,0.669803,0.556604,0.377065,0.310561,0.280563,0.268882,0.094413,-0.441146,1.540052,0.150000,0.000000,0.107697,-0.448137,1.384147
9.560,0.280444,0.308252,0.385281,0.545457,0.879904,0.857858,0.893264,1.026849,1.305308,1.352971,1.235466,1.238787,1.332603,1.036183,0.779662,0.679458,0.640553,0.678796,0.559508,0.397636,0.312021,0.281838,0.274527,0.094508,-0.438142,1.538757,0.150000,0.000000,0.108253,-0.445188,1.384146
9.580,0.282929,0.304364,0.372520,0.535528,0.883362,0.853728,0.889275,1.020468,1.313813,1.348802,1.236076,1.227519,1.324154,1.043065,0.782441,0.687865,0.642451,0.659956,0.579368,0.397378,0.310268,0.291654,0.275403,0.094602,-0.435139,1.540052,0.150000,0.000000,0.108810,-0.442240,1.384146
9.600,0.280680,0.317509,0.378854,0.550464,0.885137,0.853014,0.887221,1.021229,1.307380,1.336269,1.228799,1.225704,1.325298,1.035181,0.773666,0.678504,0.648212,0.689966,0.576822,0.401396,0.321382,0.290826,0.279316,0.094696,-0.432135,1.538757,0.150000,0.000000,0.109367,-0.439292,1.384145
9.620,0.293387,0.315850,0.385739,0.540747,0.890025,0.857234,0.896951,1.019006,1.301758,1.342566,1.234419,1.230190,1.331822,1.027629,0.770921,0.681952,0.645806,0.661810,0.592149,0.399507,0.336621,0.275570,0.287811,0.094791,-0.429132,1.540052,0.150000,0.000000,0.109924,-0.436344,1.384145
9.640,0.286274,0.322630,0.395749,0.556789,0.885706,0.854170,0.896312,1.023798,1.311890,1.342844,1.232841,1.225906,1.330553,1.038806,0.784802,0.676863,0.650283,0.658097,0.589408,0.400536,0.325252,0.287619,0.282824,0.094880,-0.426232,1.540052,0.000000,1.000000,0.110481,-0.433396,1.384145
9.660,0.289468,0.318919,0.391491,0.554355,0.884801,0.852692,0.891734,1.014377,1.287905,1.345018,1.232123,1.219155,1.303479,1.037095,0.785874,0.684533,0.644995,0.665541,0.621744,0.407969,0.327725,0.297562,0.293815,0.094882,-0.426128,1.559481,0.000000,1.000000,0.110560,-0.432741,1.397258
9.680,0.292363,0.312469,0.381918,0.532405,0.894669,0.861765,0.886197,0.998380,1.264401,1.348728,1.229553,1.208740,1.309546,1.062623,0.792395,0.692141,0.649883,0.650151,0.625763,0.417320,0.334746,0.300555,0.289191,0.094882,-0.426128,1.580205,0.000000,1.000000,0.110527,-0.432570,1.417257
9.700,0.290751,0.318685,0.377705,0.522567,0.905146,0.851297,0.878592,0.989214,1.241664,1.369269,1.235297,1.216433,1.291464,1.103295,0.818923,0.693266,0.648900,0.668698,0.664250,0.426947,0.333022,0.294129,0.288010,0.094884,-0.426232,1.599634,0.000000,1.000000,0.110525,-0.432572,1.435255
9.720,0.293605,0.313761,0.369745,0.495518,0.895023,0.855746,0.874365,0.989045,1.214021,1.388279,1.245217,1.210589,1.281509,1.111874,0.800371,0.694613,0.644070,0.640691,0.674716,0.423905,0.351673,0.296364,0.280006,0.094880,-0.426128,1.619063,0.000000,1.000000,0.110524,-0.432575,1.453244
9.740,0.277624,0.305670,0.366292,0.497654,0.851964,0.861048,0.881824,0.964319,1.200605,1.401584,1.255058,1.211805,1.273256,1.160721,0.831998,0.708539,0.646846,0.653251,0.708115,0.432434,0.339817,0.301422,0.290993,0.094880,-0.426128,1.639787,0.000000,1.000000,0.110522,-0.432577,1.471233
9.760,0.293242,0.298431,0.352354,0.477137,0.819287,0.858820,0.885123,0.956752,1.176355,1.407820,1.264107,1.208420,1.272097,1.188358,0.841150,0.704457,0.653625,0.646026,0.701212,0.444020,0.352827,0.301992,0.285888,0.094888,-0.426232,1.659215,0.000000,1.000000,0.110521,-0.432579,1.489223
9.780,0.288582,0.297785,0.359357,0.466473,0.796148,0.868989,0.875294,0.953474,1.152177,1.421794,1.264958,1.211796,1.262566,1.218755,0.854174,0.706221,0.650059,0.651113,0.692770,0.451716,0.348700,0.308003,0.289898,0.094888,-0.426232,1.679939,0.000000,1.000000,0.110519,-0.432580,1.507213
9.800,0.285394,0.305638,0.352404,0.456167,0.762818,0.865594,0.870509,0.953571,1.144355,1.452364,1.271129,1.215850,1.261891,1.246829,0.877037,0.719024,0.654931,0.634168,0.691101,0.473243,0.356001,0.301161,0.289120,0.094876,-0.426129,1.699368,0.000000,1.000000,0.110518,-0.432581,1.525203
9.820,0.292548,0.297586,0.340476,0.445168,0.727086,0.866575,0.868797,0.941338,1.129356,1.458332,1.276518,1.213606,1.252769,1.299481,0.872838,0.718515,0.657464,0.636439,0.686225,0.476007,0.364435,0.310156,0.287644,0.094876,-0.426129,1.720092,0.000000,1.000000,0.110517,-0.432582,1.543191
9.840,0.282457,0.302869,0.348021,0.439499,0.696837,0.870200,0.854137,0.926265,1.092858,1.474554,1.278144,1.215399,1.246660,1.340434,0.884143,0.729641,0.650822,0.654621,0.671034,0.494251,0.370188,0.305182,0.294828,0.094892,-0.426231,1.739521,0.000000,1.000000,0.110517,-0.432583,1.561179
9.860,0.290612,0.295577,0.337626,0.426682,0.657424,0.875632,0.861021,0.926474,1.090112,1.461594,1.279361,1.220019,1.241554,1.375725,0.895159,0.736906,0.657277,0.641931,0.668785,0.508887,0.374299,0.323267,0.287722,0.094874,-0.426129,1.758950,0.000000,1.000000,0.110516,-0.432584,1.579167
9.880,0.292615,0.301294,0.325974,0.421780,0.644517,0.882278,0.869134,0.937317,1.081770,1.436423,1.295980,1.217939,1.234772,1.365547,0.909252,0.748071,0.660140,0.647475,0.667882,0.519977,0.383758,0.310887,0.289100,0.094874,-0.426129,1.779674,0.000000,1.000000,0.110515,-0.432584,1.597153
9.900,0.284974,0.295917,0.331728,0.418551,0.623580,0.881093,0.859928,0.920090,1.076701,1.391015,1.309398,1.225115,1.236589,1.342233,0.936269,0.757453,0.663621,0.640374,0.664428,0.534046,0.371158,0.323930,0.290190,0.094874,-0.426129,1.800398,0.150000,0.000000,0.110514,-0.432585,1.615139
9.920,0.290322,0.291650,0.329975,0.412028,0.619217,0.889064,0.862476,0.910194,1.059715,1.374683,1.306681,1.214311,1.234905,1.340455,0.947589,0.762885,0.669199,0.628959,0.660006,0.546124,0.392827,0.326456,0.296492,0.094192,-0.423203,1.799102,0.150000,0.000000,0.110408,-0.430416,1.624495
9.940,0.285497,0.295511,0.335274,0.406993,0.616712,0.885654,0.850471,0.916950,1.060461,1.390571,1.318401,1.218916,1.226638,1.345316,0.950737,0.754997,0.660879,0.635233,0.657518,0.551036,0.392333,0.320239,0.297524,0.093535,-0.420377,1.799102,0.150000,0.000000,0.110244,-0.427417,1.624492
9.960,0.292919,0.307519,0.324692,0.411238,0.616257,0.886010,0.860626,0.916607,1.048750,1.380084,1.317696,1.219305,1.220282,1.332555,0.952830,0.764744,0.662604,0.636788,0.663011,0.563519,0.389884,0.327281,0.300951,0.092832,-0.417349,1.799102,0.150000,0.000000,0.110082,-0.424418,1.624487
9.980,0.301048,0.310566,0.356216,0.422456,0.635951,0.879384,0.863909,0.912343,1.055635,1.395821,1.301226,1.211458,1.217524,1.330467,0.925865,0.764832,0.671215,0.637757,0.661429,0.554081,0.398450,0.329919,0.300648,0.092175,-0.414522,1.799102,0.150000,0.000000,0.109919,-0.421420,1.624479
10.000,0.296830,0.302066,0.357924,0.426449,0.632929,0.884231,0.852953,0.916133,1.054203,1.386394,1.298663,1.213570,1.220783,1.318030,0.938806,0.760468,0.666688,0.638397,0.659400,0.566922,0.408961,0.337105,0.306098,0.091493,-0.411596,1.800398,0.150000,0.000000,0.109757,-0.418422,1.624474
10.020,0.306056,0.311536,0.354578,0.426013,0.640799,0.887468,0.864406,0.918602,1.059648,1.379287,1.292915,1.203930,1.209723,1.319213,0.945037,0.757463,0.660956,0.636657,0.662708,0.578214,0.413935,0.345652,0.313750,0.090811,-0.408669,1.799102,0.150000,0.000000,0.109596,-0.415424,1.624469
10.040,0.314452,0.328618,0.354438,0.429466,0.650918,0.884242,0.861045,0.908518,1.056718,1.382271,1.289741,1.203200,1.209746,1.320524,0.943223,0.755026,0.666820,0.648154,0.657939,0.581585,0.413019,0.339879,0.312320,0.090129,-0.405743,1.800398,0.150000,0.000000,0.109435,-0.412427,1.624465
10.060,0.325170,0.317585,0.346354,0.440276,0.654789,0.883194,0.859561,0.914627,1.052631,1.378989,1.281975,1.196609,1.210245,1.316950,0.962477,0.765889,0.668489,0.633750,0.668612,0.588847,0.426480,0.352251,0.315967,0.089447,-0.402816,1.799102,0.150000,0.000000,0.109274,-0.409430,1.624461
10.080,0.312651,0.319710,0.370061,0.437548,0.678489,0.884886,0.872665,0.920494,1.056385,1.384376,1.291320,1.197094,1.206850,1.310687,0.959148,0.755398,0.666339,0.640308,0.658826,0.591823,0.424804,0.348077,0.318671,0.088765,-0.399890,1.800398,0.150000,0.000000,0.109112,-0.406434,1.624458
10.100,0.302039,0.328793,0.365953,0.440075,0.664892,0.886022,0.862167,0.910784,1.050153,1.390065,1.277262,1.185111,1.195538,1.309643,0.965890,0.760045,0.669646,0.638907,0.661096,0.598179,0.434635,0.352315,0.320451,0.088083,-0.396963,1.799102,0.150000,0.000000,0.108951,-0.403437,1.624456
10.120,0.312808,0.328055,0.374135,0.461953,0.687235,0.882165,0.860329,0.911095,1.050014,1.380269,1.271369,1.187976,1.188424,1.315031,0.961198,0.755153,0.664970,0.645629,0.661861,0.604473,0.429818,0.354982,0.323344,0.087401,-0.394037,1.800398,0.150000,0.000000,0.108790,-0.400441,1.624455
10.140,0.323341,0.330500,0.392144,0.451516,0.672194,0.879105,0.864583,0.904029,1.061645,1.378535,1.289090,1.185121,1.208946,1.305298,0.958117,0.755973,0.674547,0.642191,0.655338,0.606602,0.436591,0.363206,0.331776,0.086719,-0.391110,1.799102,0.150000,0.000000,0.108630,-0.397445,1.624454
10.160,0.321208,0.336101,0.369926,0.471225,0.688006,0.881851,0.860861,0.909908,1.057111,1.378416,1.270866,1.182523,1.179461,1.300642,0.954840,0.757877,0.670452,0.632791,0.660017,0.611573,0.438709,0.366923,0.328949,0.086037,-0.388183,1.800398,0.150000,0.000000,0.108469,-0.394449,1.624453
10.180,0.324962,0.338451,0.378165,0.460884,0.702071,0.881575,0.857732,0.907120,1.017858,1.387641,1.259991,1.184098,1.184450,1.302816,0.963471,0.754892,0.664032,0.643608,0.665338,0.633017,0.438212,0.367783,0.330830,0.085355,-0.385257,1.799102,0.150000,0.000000,0.108308,-0.391453,1.624452
10.200,0.339089,0.337497,0.382566,0.469576,0.705566,0.882061,0.861612,0.908324,1.064297,1.378847,1.262020,1.180126,1.191521,1.298794,0.939207,0.757067,0.670080,0.634233,0.660454,0.630792,0.449298,0.369154,0.331522,0.084673,-0.382330,1.800398,0.150000,0.000000,0.108147,-0.388457,1.624452
10.220,0.322833,0.346407,0.382661,0.480045,0.706809,0.882274,0.848688,0.915744,1.055353,1.368300,1.264228,1.173653,1.177253,1.297736,0.938984,0.758239,0.670981,0.627467,0.660239,0.629155,0.439779,0.367790,0.342326,0.083991,-0.379404,1.799102,0.150000,0.000000,0.107986,-0.385461,1.624451
10.240,0.339200,0.346534,0.389709,0.468594,0.706757,0.875729,0.855952,0.893365,1.048893,1.382578,1.259890,1.173111,1.187952,1.288335,0.950972,0.764153,0.672481,0.639776,0.662967,0.646254,0.462376,0.377091,0.343430,0.083334,-0.376578,1.799102,0.150000,0.000000,0.107825,-0.382465,1.624451
10.260,0.338210,0.354825,0.398028,0.489105,0.722094,0.875602,0.856482,0.906603,1.056341,1.386157,1.250154,1.161391,1.183721,1.290759,0.960293,0.764620,0.665102,0.639231,0.666847,0.646543,0.449759,0.391559,0.349712,0.082631,-0.373550,1.799102,0.150000,0.000000,0.107664,-0.379469,1.624451
10.280,0.343645,0.355400,0.389731,0.490698,0.724943,0.876867,0.850998,0.901919,1.057934,1.376535,1.254355,1.168361,1.173293,1.280532,0.951694,0.765450,0.671724,0.633887,0.672480,0.652534,0.465508,0.377329,0.348091,0.081974,-0.370724,1.799102,0.150000,0.000000,0.107503,-0.376474,1.624451
10.300,0.341216,0.351786,0.405431,0.492527,0.742362,0.882127,0.849078,0.908210,1.043287,1.377008,1.248201,1.165250,1.169316,1.283480,0.939108,0.769774,0.672190,0.629362,0.665714,0.650458,0.466601,0.389216,0.353881,0.081292,-0.367797,1.800398,0.150000,0.000000,0.107343,-0.373478,1.624451
10.320,0.347564,0.352668,0.388832,0.507122,0.742524,0.882996,0.863601,0.923364,1.051691,1.372986,1.241080,1.160470,1.165465,1.269844,0.953373,0.765151,0.664359,0.641865,0.667433,0.662179,0.470862,0.381361,0.352110,0.080610,-0.364871,1.799102,0.150000,0.000000,0.107182,-0.370482,1.624451
10.340,0.350842,0.367390,0.402097,0.497744,0.761056,0.886583,0.862656,0.907198,1.044407,1.379112,1.240480,1.157398,1.164753,1.270793,0.945930,0.764967,0.662283,0.647618,0.668655,0.668734,0.482385,0.397336,0.362644,0.079928,-0.361944,1.800398,0.150000,0.000000,0.107021,-0.367486,1.624451
10.360,0.351723,0.365263,0.403897,0.510452,0.760320,0.881831,0.855196,0.909532,1.059398,1.377666,1.242171,1.152156,1.157940,1.263083,0.951882,0.762941,0.668970,0.635776,0.672169,0.667115,0.476548,0.393836,0.365640,0.079246,-0.359017,1.799102,0.150000,0.000000,0.106860,-0.364491,1.624451
10.380,0.363358,0.367519,0.412135,0.499717,0.760310,0.888532,0.856048,0.917360,1.058272,1.385367,1.223870,1.147597,1.150649,1.260169,0.959171,0.760149,0.668657,0.638910,0.671343,0.664465,0.483968,0.402814,0.363675,0.078564,-0.356091,1.800398,0.150000,0.000000,0.106699,-0.361495,1.624451
10.400,0.358470,0.373661,0.403524,0.517353,0.776901,0.877204,0.862336,0.911497,1.065871,1.375522,1.235673,1.145942,1.154965,1.256537,0.950836,0.762299,0.678848,0.648740,0.667631,0.680449,0.481837,0.397822,0.364068,0.077882,-0.353164,1.799102,0.150000,0.000000,0.106538,-0.358499,1.624451
10.420,0.364581,0.373430,0.419156,0.523325,0.779969,0.874365,0.859373,0.910816,1.052995,1.379130,1.228057,1.146490,1.152220,1.259416,0.976294,0.762973,0.668284,0.641298,0.670796,0.690022,0.501413,0.412096,0.370203,0.077200,-0.350238,1.800398,0.150000,0.000000,0.106377,-0.355504,1.624451
10.440,0.360681,0.372738,0.421517,0.513539,0.773722,0.881502,0.846421,0.912675,1.055529,1.384231,1.237088,1.143298,1.150502,1.262136,0.956696,0.759783,0.665095,0.639277,0.661725,0.691266,0.494234,0.404214,0.373929,0.076518,-0.347311,1.799102,0.150000,0.000000,0.106217,-0.352508,1.624451
10.460,0.371154,0.385151,0.437667,0.534658,0.776392,0.876273,0.855048,0.909910,1.048900,1.380217,1.221061,1.131809,1.151171,1.254411,0.946745,0.762186,0.676056,0.647935,0.664447,0.700610,0.499556,0.419386,0.370832,0.075836,-0.344385,1.800398,0.150000,0.000000,0.106056,-0.349512,1.624451
10.480,0.374343,0.382883,0.450603,0.523786,0.778693,0.876300,0.861845,0.901128,1.058291,1.374205,1.233947,1.133833,1.157299,1.248865,0.962231,0.759220,0.677402,0.644928,0.658178,0.701727,0.505724,0.420174,0.383606,0.075154,-0.341458,1.799102,0.150000,0.000000,0.105895,-0.346516,1.624451
10.500,0.369645,0.383007,0.430318,0.541537,0.787602,0.878525,0.862878,0.898363,1.057778,1.381001,1.215237,1.122062,1.129717,1.239387,0.954445,0.762266,0.677248,0.642678,0.664254,0.708111,0.519882,0.423159,0.387564,0.074472,-0.338531,1.800398,0.150000,0.000000,0.105734,-0.343521,1.624451
10.520,0.374137,0.385276,0.443868,0.543645,0.812029,0.877416,0.867509,0.909884,1.050585,1.375951,1.212985,1.130154,1.132870,1.237680,0.960468,0.763037,0.672933,0.648674,0.675460,0.716943,0.513952,0.427088,0.390070,0.073790,-0.335605,1.799102,0.150000,0.000000,0.105573,-0.340525,1.624451
10.540,0.385445,0.393639,0.426023,0.539114,0.798199,0.878998,0.856047,0.905292,1.046440,1.382902,1.202226,1.127590,1.140532,1.236494,0.957655,0.758631,0.670295,0.635990,0.664029,0.734359,0.516982,0.426643,0.390022,0.073133,-0.332779,1.799102,0.150000,0.000000,0.105412,-0.337529,1.624451
10.560,0.384599,0.393675,0.452607,0.539585,0.833153,0.880920,0.868795,0.916399,1.051649,1.378146,1.213458,1.124674,1.133924,1.231035,0.964849,0.759981,0.670370,0.644173,0.662838,0.726209,0.522496,0.428517,0.391856,0.072430,-0.329751,1.799102,0.150000,0.000000,0.105251,-0.334534,1.624451
10.580,0.384665,0.401107,0.445553,0.558083,0.815215,0.877064,0.856175,0.900408,1.054323,1.376343,1.196316,1.115268,1.133615,1.232745,0.952410,0.754912,0.671038,0.640028,0.664516,0.741751,0.523340,0.429913,0.396464,0.071773,-0.326925,1.799102,0.150000,0.000000,0.105090,-0.331538,1.624451
10.600,0.396625,0.406695,0.461080,0.563495,0.837352,0.877162,0.860486,0.911364,1.058832,1.366287,1.199452,1.111678,1.136809,1.228601,0.959081,0.762564,0.669649,0.639970,0.664861,0.741096,0.527807,0.432902,0.394876,0.071091,-0.323998,1.800398,0.150000,0.000000,0.104930,-0.328542,1.624451
10.620,0.395623,0.408676,0.444871,0.554009,0.837254,0.875319,0.841470,0.905643,1.047050,1.378292,1.186495,1.116771,1.117573,1.216511,0.968019,0.763443,0.673091,0.649431,0.667508,0.750010,0.533277,0.436275,0.392651,0.070409,-0.321072,1.799102,0.150000,0.000000,0.104769,-0.325547,1.624451
10.640,0.400335,0.411333,0.460768,0.561895,0.847989,0.871874,0.858642,0.903936,1.045197,1.382166,1.195780,1.112306,1.111398,1.215234,0.946525,0.762746,0.676839,0.642581,0.663683,0.747042,0.534786,0.443561,0.400654,0.069727,-0.318145,1.800398,0.150000,0.000000,0.104608,-0.322551,1.624451
10.660,0.402874,0.410493,0.463841,0.574485,0.856703,0.883865,0.850188,0.910557,1.049014,1.374786,1.190532,1.108518,1.103270,1.218539,0.958962,0.762252,0.670764,0.652953,0.664384,0.760430,0.539949,0.447248,0.407046,0.069045,-0.315219,1.799102,0.150000,0.000000,0.104447,-0.319555,1.624451
10.680,0.398252,0.420059,0.462657,0.581581,0.845192,0.876856,0.866575,0.913302,1.059125,1.378640,1.183146,1.107921,1.110036,1.217259,0.963226,0.765701,0.673939,0.646075,0.664344,0.749086,0.557739,0.444377,0.405901,0.068363,-0.312292,1.800398,0.150000,0.000000,0.104286,-0.316560,1.624451
10.700,0.414752,0.414277,0.461557,0.575279,0.862228,0.873599,0.863173,0.912870,1.053943,1.372132,1.182859,1.103580,1.108754,1.217296,0.948964,0.762157,0.677068,0.650254,0.663109,0.747918,0.548418,0.460684,0.407886,0.067681,-0.309365,1.799102,0.150000,0.000000,0.104125,-0.313564,1.624451
10.720,0.403851,0.420223,0.469856,0.587893,0.869295,0.878669,0.863620,0.912702,1.041281,1.373163,1.178988,1.101906,1.107973,1.213564,0.963599,0.766661,0.675574,0.652513,0.668166,0.758680,0.552725,0.454347,0.420116,0.066999,-0.306439,1.800398,0.150000,0.000000,0.103964,-0.310568,1.624451
10.740,0.412688,0.426146,0.486803,0.574043,0.883261,0.875512,0.850877,0.915985,1.043580,1.367379,1.176069,1.094889,1.107642,1.204247,0.954965,0.769717,0.668117,0.638686,0.668865,0.756856,0.574362,0.454926,0.421176,0.066317,-0.303512,1.799102,0.150000,0.000000,0.103803,-0.307573,1.624451
10.760,0.419352,0.427908,0.474173,0.594092,0.876108,0.876604,0.855334,0.911007,1.052073,1.369390,1.179431,1.097525,1.106191,1.202383,0.943372,0.761325,0.666960,0.643733,0.674846,0.748601,0.560308,0.465394,0.423203,0.065635,-0.300586,1.800398,0.150000,0.000000,0.103642,-0.304577,1.624451
10.780,0.430024,0.427959,0.478015,0.588256,0.892198,0.877899,0.863823,0.900163,1.042907,1.364842,1.178571,1.087140,1.098624,1.194636,0.964184,0.759805,0.671518,0.648151,0.662743,0.753938,0.573058,0.467646,0.427327,0.064953,-0.297659,1.799102,0.150000,0.000000,0.103482,-0.301581,1.624451
10.800,0.410125,0.439175,0.471996,0.609690,0.884252,0.878356,0.860729,0.906128,1.044306,1.366772,1.167138,1.094692,1.092811,1.190361,0.952671,0.767493,0.675338,0.650899,0.669150,0.767114,0.564961,0.470249,0.425449,0.064296,-0.294833,1.799102,0.150000,0.000000,0.103321,-0.298585,1.624451
10.820,0.421008,0.434446,0.492781,0.601446,0.904432,0.876107,0.853235,0.909349,1.049950,1.374381,1.173733,1.087664,1.089164,1.194218,0.974913,0.763452,0.663329,0.637192,0.672829,0.759810,0.566777,0.475526,0.427028,0.063593,-0.291805,1.799102,0.150000,0.000000,0.103160,-0.295590,1.624451
10.840,0.424403,0.437980,0.487155,0.609553,0.900790,0.872439,0.861293,0.904942,1.046213,1.360922,1.154163,1.077496,1.091183,1.189208,0.957746,0.766870,0.669373,0.636362,0.665029,0.763691,0.577936,0.474326,0.437910,0.062936,-0.288979,1.799102,0.150000,0.000000,0.102999,-0.292594,1.624451
10.860,0.427555,0.440396,0.492173,0.604962,0.907102,0.875238,0.861467,0.908690,1.044498,1.376809,1.164417,1.079016,1.079903,1.185989,0.973026,0.761639,0.678280,0.637739,0.676147,0.766590,0.583194,0.485270,0.434886,0.062233,-0.285951,1.799102,0.150000,0.000000,0.102838,-0.289598,1.624451
10.880,0.430547,0.448164,0.489191,0.624150,0.911310,0.877979,0.865236,0.905505,1.047004,1.363422,1.150707,1.079356,1.075677,1.181034,0.946866,0.768541,0.676227,0.649850,0.669132,0.769496,0.584408,0.483955,0.436814,0.061576,-0.283125,1.799102,0.150000,0.000000,0.102677,-0.286603,1.624451
10.900,0.437742,0.456048,0.499321,0.624219,0.930915,0.876280,0.851943,0.909646,1.055136,1.356957,1.139578,1.067194,1.079275,1.166553,0.967453,0.772801,0.682565,0.645782,0.664953,0.756595,0.598265,0.484835,0.447018,0.060894,-0.280199,1.800398,0.150000,0.000000,0.102516,-0.283607,1.624451
10.920,0.443393,0.453427,0.501287,0.621039,0.921340,0.875441,0.856391,0.900720,1.042783,1.344807,1.148079,1.065650,1.074376,1.173159,0.958943,0.763961,0.680855,0.643106,0.671189,0.768275,0.589097,0.490587,0.440711,0.060212,-0.277272,1.799102,0.150000,0.000000,0.102355,-0.280611,1.624451
10.940,0.450683,0.464284,0.512583,0.638323,0.943820,0.872221,0.857015,0.905979,1.054806,1.351694,1.134884,1.060227,1.067338,1.167565,0.936263,0.767981,0.674389,0.639585,0.669491,0.759259,0.593822,0.491170,0.446547,0.059530,-0.274345,1.800398,0.150000,0.000000,0.102194,-0.277616,1.624451
10.960,0.442739,0.455108,0.523716,0.642513,0.931810,0.881926,0.854642,0.904225,1.055096,1.352749,1.151405,1.059641,1.066682,1.175027,0.955907,0.769729,0.678535,0.633209,0.673583,0.753218,0.607051,0.498553,0.455295,0.058848,-0.271419,1.799102,0.150000,0.000000,0.102034,-0.274620,1.624451
10.980,0.439550,0.461453,0.510274,0.642119,0.948813,0.875597,0.860007,0.912207,1.048920,1.347841,1.137705,1.062799,1.066082,1.164165,0.948447,0.772261,0.673831,0.641511,0.667462,0.754367,0.609091,0.498683,0.452613,0.058166,-0.268492,1.800398,0.150000,0.000000,0.101873,-0.271624,1.624451
11.000,0.456391,0.466777,0.516842,0.635423,0.939169,0.873360,0.849140,0.902719,1.044063,1.349615,1.143113,1.051696,1.060617,1.162424,0.953395,0.765579,0.675966,0.637286,0.662833,0.774043,0.607994,0.511466,0.453270,0.057484,-0.265566,1.799102,0.150000,0.000000,0.101712,-0.268629,1.624451
11.020,0.447571,0.465702,0.526497,0.647279,0.959671,0.875713,0.849191,0.901845,1.041863,1.337679,1.132332,1.055789,1.059919,1.162520,0.947279,0.772296,0.677266,0.638069,0.671705,0.747352,0.614605,0.514540,0.467305,0.056802,-0.262639,1.800398,0.150000,0.000000,0.101551,-0.265633,1.624451
11.040,0.457113,0.476042,0.525979,0.647881,0.970135,0.876488,0.840241,0.893901,1.038076,1.323019,1.131625,1.052151,1.056172,1.150859,0.956363,0.765160,0.677115,0.633134,0.672310,0.757356,0.615233,0.501579,0.470430,0.056120,-0.259713,1.799102,0.150000,0.000000,0.101390,-0.262637,1.624451
11.060,0.466753,0.470970,0.528724,0.652456,0.973320,0.876114,0.860701,0.904297,1.059518,1.329833,1.125265,1.050643,1.054075,1.147434,0.968723,0.769745,0.674963,0.643085,0.673647,0.750198,0.631831,0.512467,0.465382,0.055438,-0.256786,1.800398,0.150000,0.000000,0.101229,-0.259642,1.624451
11.080,0.461189,0.474947,0.527527,0.657150,0.971914,0.878809,0.854896,0.911326,1.053153,1.317317,1.119538,1.049373,1.048559,1.150697,0.952893,0.768158,0.680001,0.651806,0.667297,0.738755,0.628548,0.507841,0.474271,0.054756,-0.253859,1.799102,0.150000,0.000000,0.101068,-0.256646,1.624451
11.100,0.468009,0.487516,0.538297,0.652015,0.972250,0.874802,0.842792,0.895574,1.042953,1.322858,1.117260,1.041772,1.040417,1.141725,0.963428,0.768236,0.675967,0.647544,0.674121,0.753842,0.630091,0.522171,0.471757,0.054099,-0.251033,1.799102,0.150000,0.000000,0.100907,-0.253650,1.624451
