timestamp,range_0,range_16,range_32,range_48,range_64,range_80,range_96,range_112,range_128,range_144,range_160,range_176,range_192,range_208,range_224,range_240,range_256,range_272,range_288,range_304,range_320,range_336,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
27.680,0.278973,0.424564,0.838139,0.843754,0.915130,1.065128,1.456071,1.393486,1.317543,1.343359,1.379762,0.949361,0.748210,0.665403,0.662204,0.608440,0.334616,0.238761,0.202461,0.187343,0.176593,0.198214,0.237718,-0.415605,-0.280827,-0.265454,0.000000,1.000000,-0.544683,-0.117726,-0.834245
27.700,0.280293,0.405464,0.849115,0.853365,0.916623,1.063210,1.412549,1.406221,1.311731,1.338418,1.423391,0.950029,0.759560,0.679584,0.655201,0.651439,0.337316,0.239150,0.208453,0.182126,0.192822,0.205976,0.237231,-0.415605,-0.280827,-0.244730,0.000000,1.000000,-0.544682,-0.117724,-0.816252
27.720,0.272300,0.389890,0.859162,0.855027,0.901681,1.037854,1.405336,1.420594,1.309130,1.342219,1.471929,0.967507,0.768300,0.688706,0.651689,0.667498,0.349900,0.244181,0.202193,0.203296,0.174194,0.202965,0.236703,-0.415605,-0.280827,-0.224006,0.000000,1.000000,-0.544681,-0.117722,-0.798260
27.740,0.267347,0.383543,0.839201,0.843701,0.903946,1.032269,1.375616,1.425637,1.321966,1.323075,1.460806,0.993863,0.773478,0.681018,0.683575,0.690418,0.353470,0.257530,0.205921,0.184635,0.182073,0.203276,0.235500,-0.415504,-0.280849,-0.204577,0.000000,1.000000,-0.544680,-0.117720,-0.780268
27.760,0.250628,0.363599,0.789459,0.838340,0.897900,1.025989,1.331571,1.436072,1.325472,1.338653,1.453998,1.031708,0.783257,0.696988,0.651940,0.664232,0.362983,0.247377,0.203856,0.191137,0.181315,0.189068,0.224625,-0.415605,-0.280829,-0.185148,0.150000,0.000000,-0.544680,-0.117718,-0.762276
27.780,0.263401,0.370195,0.774256,0.856583,0.894269,1.011198,1.335757,1.430982,1.326975,1.342324,1.445854,1.013094,0.787536,0.681229,0.645589,0.670099,0.375492,0.257428,0.202514,0.190375,0.184733,0.194631,0.221641,-0.412651,-0.281380,-0.183853,0.150000,0.000000,-0.542653,-0.119653,-0.759999
27.800,0.252560,0.376725,0.805450,0.852301,0.900217,1.015487,1.341329,1.436851,1.315660,1.323632,1.443994,1.028785,0.780245,0.678184,0.643049,0.666253,0.369299,0.261020,0.213606,0.194419,0.203923,0.203990,0.229905,-0.409697,-0.281931,-0.185148,0.150000,0.000000,-0.540475,-0.121722,-0.760006
27.820,0.264725,0.382567,0.805639,0.845360,0.900262,1.031335,1.350991,1.430194,1.319240,1.320280,1.436763,1.024383,0.778216,0.675632,0.641003,0.656783,0.383705,0.259892,0.219722,0.188415,0.196806,0.203829,0.238207,-0.406743,-0.282483,-0.183853,0.150000,0.000000,-0.538298,-0.123791,-0.760015
27.840,0.267868,0.385341,0.811658,0.857519,0.906252,1.035840,1.339697,1.426433,1.312213,1.317646,1.435021,0.997481,0.780034,0.679547,0.650783,0.658691,0.381950,0.254555,0.214050,0.192239,0.186948,0.205104,0.237146,-0.403789,-0.283034,-0.185148,0.150000,0.000000,-0.536122,-0.125860,-0.760024
27.860,0.269496,0.380487,0.815560,0.854945,0.895888,1.026425,1.347344,1.425586,1.309861,1.324084,1.439347,1.023204,0.775495,0.666562,0.629220,0.663404,0.391121,0.269005,0.216421,0.200892,0.194770,0.206897,0.239044,-0.400835,-0.283585,-0.183853,0.150000,0.000000,-0.533946,-0.127929,-0.760030
27.880,0.271287,0.386764,0.842569,0.855822,0.908977,1.024203,1.355451,1.423283,1.311279,1.323739,1.430106,1.019568,0.770957,0.682073,0.653447,0.663713,0.399747,0.277366,0.222599,0.211002,0.196202,0.213993,0.238958,-0.397881,-0.284137,-0.185148,0.150000,0.000000,-0.531770,-0.129997,-0.760035
27.900,0.280883,0.388789,0.849934,0.860836,0.911695,1.045092,1.343575,1.421459,1.307573,1.308740,1.429365,0.992072,0.770079,0.672833,0.640822,0.646302,0.399088,0.275963,0.225435,0.189754,0.193366,0.213851,0.246084,-0.394927,-0.284688,-0.183853,0.150000,0.000000,-0.529595,-0.132065,-0.760039
27.920,0.278852,0.399533,0.835627,0.867345,0.911163,1.039234,1.358333,1.421145,1.308455,1.314986,1.425552,1.008350,0.760207,0.668599,0.629066,0.665028,0.406788,0.273832,0.224918,0.213395,0.202850,0.214224,0.236123,-0.391973,-0.285239,-0.185148,0.150000,0.000000,-0.527420,-0.134133,-0.760041
27.940,0.280088,0.407714,0.852201,0.868626,0.919641,1.031613,1.349578,1.421112,1.317117,1.308996,1.435811,0.986227,0.760546,0.662815,0.628223,0.647893,0.417539,0.284485,0.232401,0.195438,0.196568,0.209815,0.244809,-0.389122,-0.285773,-0.185148,0.150000,0.000000,-0.525245,-0.136201,-0.760043
27.960,0.286332,0.412895,0.855653,0.857287,0.919263,1.036435,1.353794,1.413099,1.302243,1.303404,1.417291,0.984049,0.761798,0.660096,0.622876,0.644938,0.415336,0.268577,0.238567,0.217614,0.201909,0.217804,0.245499,-0.386168,-0.286324,-0.183853,0.150000,0.000000,-0.523070,-0.138269,-0.760045
27.980,0.282829,0.419546,0.861476,0.866451,0.912885,1.049869,1.373191,1.411133,1.291867,1.300139,1.421494,1.004065,0.757190,0.662914,0.633435,0.655414,0.412020,0.286896,0.242056,0.207216,0.200602,0.209935,0.254766,-0.383214,-0.286876,-0.185148,0.150000,0.000000,-0.520896,-0.140336,-0.760046
28.000,0.304140,0.427852,0.882129,0.874649,0.915975,1.036098,1.376176,1.410250,1.295289,1.304404,1.431485,0.996247,0.758316,0.657139,0.624778,0.651357,0.415311,0.301996,0.243130,0.211163,0.218967,0.221478,0.258748,-0.380260,-0.287427,-0.183853,0.150000,0.000000,-0.518721,-0.142403,-0.760047
28.020,0.291666,0.423238,0.893302,0.873627,0.929374,1.053457,1.380440,1.406655,1.297924,1.301281,1.415675,0.974943,0.752762,0.664601,0.626711,0.634990,0.420461,0.293318,0.238732,0.209983,0.200136,0.223442,0.260360,-0.377306,-0.287978,-0.185148,0.150000,0.000000,-0.516546,-0.144471,-0.760047
28.040,0.301614,0.433830,0.909333,0.873004,0.925433,1.059549,1.377529,1.402273,1.293503,1.305875,1.417658,0.987307,0.751332,0.655417,0.614218,0.644300,0.436299,0.295894,0.235633,0.215538,0.217713,0.232315,0.256585,-0.374352,-0.288530,-0.183853,0.150000,0.000000,-0.514372,-0.146538,-0.760048
28.060,0.312983,0.429206,0.907835,0.873513,0.929275,1.059761,1.373252,1.406563,1.300285,1.291281,1.414010,0.992309,0.746545,0.648204,0.617908,0.642403,0.426925,0.292769,0.241552,0.212604,0.219339,0.231857,0.256946,-0.371398,-0.289081,-0.185148,0.150000,0.000000,-0.512197,-0.148605,-0.760048
28.080,0.303966,0.440796,0.907754,0.882531,0.935205,1.046331,1.390870,1.409816,1.286820,1.296091,1.412320,0.983677,0.747723,0.651683,0.621333,0.641841,0.434853,0.299239,0.241956,0.245280,0.216336,0.226365,0.262789,-0.368444,-0.289632,-0.183853,0.150000,0.000000,-0.510023,-0.150672,-0.760049
28.100,0.304592,0.440432,0.903445,0.883463,0.929410,1.049748,1.393326,1.394308,1.293481,1.294117,1.407970,0.957411,0.740854,0.643988,0.617925,0.631559,0.443710,0.300006,0.254004,0.211132,0.232356,0.228602,0.264078,-0.365490,-0.290183,-0.185148,0.150000,0.000000,-0.507849,-0.152739,-0.760049
28.120,0.303255,0.452418,0.897432,0.878051,0.935607,1.066345,1.402629,1.393933,1.283342,1.286138,1.408960,0.975069,0.739814,0.651551,0.601160,0.634012,0.446195,0.305966,0.250599,0.216220,0.216559,0.234503,0.270543,-0.362536,-0.290735,-0.183853,0.150000,0.000000,-0.505674,-0.154806,-0.760049
28.140,0.308376,0.442672,0.908835,0.887034,0.938025,1.057871,1.403937,1.394644,1.286513,1.288243,1.397181,0.951277,0.735113,0.639525,0.613913,0.635465,0.454305,0.308069,0.255278,0.230751,0.221764,0.240518,0.277170,-0.359582,-0.291286,-0.185148,0.150000,0.000000,-0.503500,-0.156873,-0.760049
28.160,0.323408,0.455218,0.914936,0.895772,0.936062,1.071504,1.386181,1.389689,1.289775,1.279076,1.406695,0.947218,0.746815,0.646676,0.613037,0.626405,0.454612,0.310317,0.248662,0.209973,0.226474,0.232045,0.280099,-0.356628,-0.291837,-0.183853,0.000000,1.000000,-0.501325,-0.158940,-0.760049
28.180,0.317841,0.440033,0.884316,0.881417,0.932820,1.045644,1.376507,1.395467,1.283384,1.286258,1.386437,0.971000,0.739819,0.635750,0.608176,0.621973,0.467473,0.320342,0.260322,0.237313,0.233744,0.239328,0.281008,-0.356730,-0.291819,-0.164424,0.000000,1.000000,-0.501076,-0.159176,-0.742412
28.200,0.304171,0.428144,0.834960,0.891177,0.931440,1.035402,1.331726,1.411891,1.289917,1.282218,1.378135,1.016585,0.755551,0.645771,0.607012,0.623786,0.469896,0.323999,0.261006,0.233133,0.227119,0.235843,0.273860,-0.356628,-0.291835,-0.144995,0.000000,1.000000,-0.501062,-0.159186,-0.724181
28.220,0.302714,0.422141,0.768285,0.886763,0.919936,1.037048,1.301771,1.422690,1.293147,1.277586,1.369421,1.013332,0.760210,0.649752,0.621780,0.610856,0.512052,0.329929,0.270476,0.237923,0.222960,0.236052,0.271633,-0.356628,-0.291835,-0.124271,0.000000,1.000000,-0.501064,-0.159183,-0.706193
28.240,0.294923,0.404736,0.742509,0.879594,0.919367,1.018640,1.278197,1.441839,1.296827,1.273781,1.366120,1.040936,0.770471,0.665354,0.589184,0.610768,0.513346,0.341370,0.268160,0.238583,0.227004,0.238310,0.270817,-0.356731,-0.291823,-0.104843,0.000000,1.000000,-0.501066,-0.159181,-0.688203
28.260,0.297352,0.392318,0.705478,0.891353,0.912934,1.018897,1.268062,1.460324,1.306909,1.273667,1.357383,1.066657,0.781818,0.668361,0.600350,0.609041,0.547481,0.338909,0.269766,0.234640,0.215868,0.227459,0.262697,-0.356627,-0.291833,-0.085414,0.000000,1.000000,-0.501067,-0.159178,-0.670210
28.280,0.284027,0.380731,0.668057,0.890082,0.908497,1.010157,1.245566,1.477077,1.313651,1.280178,1.340785,1.118164,0.791727,0.673068,0.621712,0.618575,0.560205,0.347145,0.272693,0.238617,0.218953,0.227502,0.260557,-0.356627,-0.291833,-0.064690,0.000000,1.000000,-0.501067,-0.159175,-0.652215
28.300,0.286425,0.372536,0.626239,0.897570,0.916382,0.999047,1.225808,1.486832,1.320927,1.273400,1.347454,1.156018,0.809624,0.673696,0.597488,0.605799,0.572583,0.350314,0.282404,0.230608,0.221552,0.231586,0.255177,-0.356627,-0.291833,-0.043966,0.000000,1.000000,-0.501068,-0.159172,-0.634219
28.320,0.283243,0.361337,0.594616,0.891011,0.911207,0.980609,1.193900,1.501970,1.325031,1.276531,1.330114,1.159883,0.820983,0.682035,0.609955,0.603864,0.599556,0.361413,0.273462,0.233660,0.226527,0.227840,0.257722,-0.356731,-0.291830,-0.024537,0.000000,1.000000,-0.501068,-0.159170,-0.616223
28.340,0.269948,0.357856,0.572405,0.900243,0.909492,0.975558,1.184455,1.527203,1.333332,1.277563,1.322728,1.186537,0.831348,0.682190,0.605628,0.599358,0.634688,0.366127,0.280372,0.245741,0.228422,0.230443,0.249410,-0.356627,-0.291831,-0.005108,0.000000,1.000000,-0.501068,-0.159167,-0.598228
28.360,0.261976,0.338189,0.545514,0.896700,0.908384,0.975324,1.159668,1.540434,1.332383,1.278517,1.313478,1.264503,0.844607,0.685181,0.621285,0.610426,0.643976,0.378596,0.280496,0.242493,0.226590,0.218239,0.253889,-0.356627,-0.291831,0.015616,0.000000,1.000000,-0.501068,-0.159165,-0.580233
28.380,0.265310,0.343124,0.526144,0.911081,0.899696,0.972510,1.153601,1.535988,1.343853,1.279605,1.315342,1.303019,0.865024,0.701634,0.617019,0.607204,0.635473,0.386570,0.286463,0.243064,0.213629,0.226447,0.245223,-0.356627,-0.291831,0.036340,0.000000,1.000000,-0.501068,-0.159162,-0.562238
28.400,0.259084,0.334565,0.507157,0.914252,0.900037,0.957604,1.129887,1.511937,1.353893,1.285517,1.298760,1.309816,0.880893,0.700727,0.611403,0.599839,0.639033,0.393952,0.291583,0.239861,0.233765,0.224366,0.243637,-0.356627,-0.291831,0.054473,0.000000,1.000000,-0.501067,-0.159160,-0.544245
28.420,0.256437,0.319692,0.496213,0.915263,0.900228,0.947161,1.122807,1.476444,1.361536,1.284221,1.303771,1.391344,0.891061,0.707353,0.628562,0.601495,0.632557,0.410104,0.307565,0.236611,0.224824,0.227381,0.244631,-0.356627,-0.291831,0.075197,0.000000,1.000000,-0.501067,-0.159158,-0.526252
28.440,0.256343,0.319087,0.472845,0.917301,0.898888,0.947231,1.106750,1.440319,1.371376,1.289642,1.295194,1.407756,0.909408,0.716193,0.635916,0.601633,0.627412,0.408657,0.304024,0.236926,0.229825,0.226540,0.234317,-0.356627,-0.291831,0.095921,0.000000,1.000000,-0.501067,-0.159155,-0.508261
28.460,0.252417,0.306126,0.452871,0.924637,0.904258,0.943727,1.090640,1.412330,1.392918,1.283788,1.292277,1.404884,0.927914,0.721150,0.627224,0.603764,0.624296,0.432492,0.306809,0.238817,0.233702,0.221638,0.237786,-0.356730,-0.291842,0.115350,0.150000,0.000000,-0.501066,-0.159153,-0.490270
28.480,0.253698,0.316338,0.450178,0.919693,0.862682,0.940305,1.096141,1.418233,1.383419,1.281651,1.295066,1.392215,0.919822,0.726496,0.645361,0.606159,0.618903,0.439646,0.306327,0.242478,0.234787,0.222692,0.241143,-0.353642,-0.291484,0.115350,0.150000,0.000000,-0.498918,-0.160565,-0.490200
28.500,0.254733,0.323983,0.466564,0.930068,0.901625,0.943897,1.099252,1.419628,1.387328,1.289943,1.287594,1.392112,0.914869,0.724732,0.632025,0.599375,0.622653,0.444406,0.309838,0.244223,0.243051,0.221157,0.236597,-0.350760,-0.291150,0.115350,0.150000,0.000000,-0.496269,-0.161979,-0.490207
28.520,0.251232,0.330643,0.464967,0.924587,0.894929,0.946269,1.096241,1.419511,1.379836,1.278843,1.276619,1.379173,0.914033,0.728914,0.621716,0.599080,0.623759,0.452269,0.327849,0.254265,0.239137,0.231116,0.241039,-0.347672,-0.290793,0.115350,0.150000,0.000000,-0.493619,-0.163394,-0.490217
28.540,0.253923,0.329275,0.478773,0.930125,0.901578,0.951232,1.095592,1.419647,1.370929,1.276018,1.282751,1.395103,0.923888,0.733715,0.623169,0.587300,0.614976,0.451322,0.316662,0.259877,0.235697,0.223949,0.252469,-0.344790,-0.290459,0.115350,0.150000,0.000000,-0.490970,-0.164808,-0.490224
28.560,0.266192,0.328161,0.480604,0.928774,0.906461,0.948682,1.104072,1.425716,1.374521,1.273529,1.279494,1.378759,0.914820,0.719011,0.620837,0.599786,0.614685,0.444210,0.320390,0.268648,0.232515,0.233058,0.250999,-0.341702,-0.290101,0.115350,0.150000,0.000000,-0.488322,-0.166222,-0.490230
28.580,0.280423,0.324513,0.497814,0.917491,0.907937,0.948402,1.104269,1.424634,1.376701,1.261702,1.281625,1.378622,0.912059,0.723641,0.614742,0.595522,0.619093,0.462215,0.333500,0.261675,0.257730,0.234214,0.255591,-0.338820,-0.289767,0.115350,0.150000,0.000000,-0.485674,-0.167636,-0.490234
28.600,0.275953,0.334654,0.497425,0.929151,0.908248,0.955227,1.104112,1.427809,1.366758,1.265766,1.275591,1.388771,0.905927,0.722275,0.609790,0.587413,0.611431,0.459906,0.327333,0.270014,0.244996,0.245176,0.252802,-0.335732,-0.289409,0.115350,0.150000,0.000000,-0.483026,-0.169050,-0.490237
28.620,0.279349,0.336847,0.501813,0.923636,0.911970,0.957391,1.103692,1.429317,1.369403,1.272376,1.276987,1.370686,0.903524,0.717680,0.608902,0.592069,0.609099,0.459588,0.331565,0.246763,0.250536,0.246728,0.254977,-0.332850,-0.289075,0.115350,0.150000,0.000000,-0.480378,-0.170463,-0.490238
28.640,0.276431,0.342759,0.498516,0.931812,0.906925,0.958909,1.110551,1.434767,1.367107,1.269467,1.269191,1.383671,0.906968,0.710249,0.601889,0.596344,0.604485,0.474173,0.343438,0.287793,0.248434,0.239074,0.261799,-0.329762,-0.288718,0.115350,0.000000,1.000000,-0.477731,-0.171876,-0.490239
28.660,0.278433,0.343075,0.487021,0.940787,0.911379,0.948079,1.096467,1.408037,1.371946,1.267242,1.269089,1.371195,0.925659,0.729073,0.618726,0.588467,0.611416,0.492180,0.352069,0.286862,0.254157,0.255752,0.254514,-0.329865,-0.288731,0.134779,0.000000,1.000000,-0.477310,-0.171884,-0.472503
28.680,0.282168,0.333041,0.475750,0.924722,0.915086,0.949043,1.083225,1.371381,1.377277,1.270794,1.260321,1.362049,0.939074,0.736101,0.620947,0.601861,0.606061,0.503776,0.355552,0.286827,0.255303,0.252289,0.263350,-0.329865,-0.288731,0.155503,0.000000,1.000000,-0.477296,-0.171890,-0.454301
28.700,0.268660,0.330249,0.458278,0.852156,0.921558,0.948047,1.068583,1.353644,1.393164,1.277057,1.265147,1.333836,0.967539,0.743232,0.619563,0.590530,0.598909,0.519805,0.356290,0.286317,0.255838,0.238861,0.252083,-0.329865,-0.288731,0.176227,0.000000,1.000000,-0.477299,-0.171887,-0.436314
28.720,0.274784,0.329073,0.442199,0.797762,0.902231,0.941175,1.059467,1.324653,1.399495,1.283019,1.259795,1.330374,0.987233,0.756804,0.621317,0.589951,0.598945,0.537225,0.371105,0.288325,0.253938,0.242262,0.252749,-0.329865,-0.288731,0.194360,0.000000,1.000000,-0.477301,-0.171885,-0.418325
28.740,0.264973,0.312792,0.421400,0.752450,0.914017,0.932745,1.053308,1.300560,1.427364,1.280022,1.256266,1.330979,1.015658,0.756855,0.631402,0.586933,0.599508,0.548973,0.374901,0.282082,0.262698,0.247320,0.250885,-0.329865,-0.288731,0.215084,0.000000,1.000000,-0.477303,-0.171883,-0.400335
28.760,0.263954,0.315614,0.430251,0.714691,0.911487,0.928826,1.034258,1.269778,1.438497,1.284844,1.257307,1.313068,1.027900,0.760577,0.640976,0.591765,0.600103,0.575951,0.384238,0.296078,0.265015,0.244536,0.255545,-0.329865,-0.288731,0.235808,0.000000,1.000000,-0.477304,-0.171881,-0.382343
28.780,0.250709,0.310311,0.411439,0.697548,0.922779,0.925840,1.019463,1.259496,1.459607,1.286814,1.257655,1.313866,1.065686,0.788754,0.628701,0.593286,0.595283,0.599100,0.380982,0.285496,0.245263,0.238768,0.252506,-0.329765,-0.288705,0.255237,0.000000,1.000000,-0.477305,-0.171879,-0.364351
28.800,0.254129,0.298673,0.404223,0.649294,0.912390,0.920228,1.019221,1.242166,1.466060,1.302917,1.257810,1.304242,1.087241,0.781925,0.634117,0.589368,0.596344,0.628178,0.394434,0.291794,0.254837,0.244155,0.244132,-0.329865,-0.288732,0.274666,0.000000,1.000000,-0.477305,-0.171877,-0.346360
28.820,0.261375,0.294182,0.387368,0.639215,0.913230,0.921374,1.013509,1.221957,1.478879,1.316331,1.259647,1.296688,1.117933,0.812571,0.652667,0.598677,0.593798,0.632688,0.400167,0.317536,0.249738,0.248825,0.251085,-0.329865,-0.288732,0.295390,0.000000,1.000000,-0.477306,-0.171875,-0.328368
28.840,0.255984,0.298233,0.386088,0.613894,0.923268,0.921611,1.002635,1.196708,1.507110,1.325027,1.257253,1.298383,1.153402,0.814613,0.670770,0.600680,0.593988,0.620113,0.417318,0.294885,0.265323,0.248851,0.242503,-0.329865,-0.288732,0.316114,0.000000,1.000000,-0.477306,-0.171873,-0.310378
28.860,0.255110,0.290726,0.365793,0.571346,0.926407,0.916937,0.994441,1.188120,1.521887,1.325928,1.263853,1.283128,1.176457,0.834351,0.660791,0.605349,0.590858,0.624590,0.420584,0.310430,0.262348,0.237986,0.242120,-0.329766,-0.288699,0.335542,0.000000,1.000000,-0.477306,-0.171871,-0.292388
28.880,0.257108,0.282798,0.354286,0.562715,0.931099,0.920426,0.984414,1.171713,1.538290,1.339948,1.259457,1.282392,1.225743,0.832204,0.680948,0.608894,0.584474,0.614571,0.442171,0.317211,0.265997,0.237730,0.243371,-0.329864,-0.288734,0.354971,0.000000,1.000000,-0.477306,-0.171869,-0.274399
28.900,0.241111,0.280373,0.366132,0.545774,0.936671,0.917777,0.986607,1.145200,1.530377,1.348464,1.266636,1.285660,1.268355,0.870899,0.681295,0.609276,0.583796,0.621730,0.447329,0.317297,0.254863,0.245904,0.248277,-0.329864,-0.288734,0.375695,0.000000,1.000000,-0.477307,-0.171867,-0.256410
28.920,0.249068,0.275029,0.340527,0.512460,0.938042,0.916801,0.975743,1.133620,1.503157,1.362296,1.252529,1.274060,1.326867,0.882469,0.687264,0.608255,0.578078,0.600369,0.452649,0.311592,0.274965,0.249024,0.233975,-0.329864,-0.288734,0.396419,0.000000,1.000000,-0.477307,-0.171865,-0.238422
28.940,0.242086,0.281861,0.346606,0.504522,0.932620,0.920328,0.975099,1.124375,1.454216,1.361884,1.261807,1.273926,1.360269,0.896761,0.682099,0.614048,0.589066,0.604168,0.471914,0.333037,0.280581,0.248390,0.244662,-0.329864,-0.288734,0.414553,0.000000,1.000000,-0.477306,-0.171863,-0.220435
28.960,0.251179,0.271274,0.341586,0.484580,0.943600,0.916129,0.961612,1.102410,1.420289,1.374042,1.262081,1.275235,1.381214,0.920044,0.685301,0.606834,0.580884,0.606030,0.480932,0.339904,0.275001,0.251841,0.241743,-0.329864,-0.288734,0.435277,0.000000,1.000000,-0.477306,-0.171861,-0.202449
28.980,0.252467,0.273853,0.329982,0.475045,0.957390,0.916732,0.956999,1.097481,1.401026,1.383964,1.280445,1.267320,1.372864,0.927235,0.688474,0.610991,0.578049,0.598234,0.513492,0.335796,0.274122,0.250441,0.243127,-0.329864,-0.288734,0.456001,0.000000,1.000000,-0.477306,-0.171859,-0.184463
29.000,0.251008,0.264004,0.328957,0.445863,0.888309,0.905377,0.955588,1.075480,1.371843,1.397336,1.266353,1.259636,1.353527,0.946697,0.710887,0.623533,0.586297,0.593671,0.526917,0.336123,0.267367,0.246901,0.241567,-0.329771,-0.288688,0.475429,0.150000,0.000000,-0.477306,-0.171857,-0.166477
29.020,0.259346,0.269886,0.329759,0.452576,0.877257,0.913575,0.953650,1.082769,1.363701,1.407114,1.273533,1.258809,1.350807,0.968011,0.713875,0.616688,0.574232,0.598091,0.526071,0.351982,0.287679,0.251547,0.248204,-0.327192,-0.287360,0.475429,0.150000,0.000000,-0.475000,-0.172266,-0.158996
29.040,0.256122,0.279097,0.331946,0.480418,0.908363,0.921544,0.956416,1.080651,1.368527,1.390252,1.285184,1.256392,1.350571,0.962994,0.713479,0.616042,0.581292,0.579449,0.544441,0.345056,0.284699,0.251292,0.256514,-0.324519,-0.285986,0.474134,0.150000,0.000000,-0.472035,-0.172740,-0.158999
29.060,0.251490,0.275200,0.337585,0.465564,0.932523,0.922852,0.958114,1.080929,1.359007,1.383528,1.267518,1.251572,1.346052,0.966660,0.717952,0.622572,0.581745,0.592653,0.552244,0.362971,0.291540,0.254228,0.249496,-0.321847,-0.284612,0.475429,0.150000,0.000000,-0.469068,-0.173215,-0.159011
29.080,0.252361,0.278011,0.347604,0.467097,0.909292,0.914133,0.953013,1.080294,1.364004,1.398720,1.269996,1.252419,1.335442,0.967406,0.727186,0.622273,0.587005,0.610203,0.545588,0.374103,0.290041,0.266840,0.250596,-0.319267,-0.283284,0.475429,0.150000,0.000000,-0.466103,-0.173689,-0.159020
29.100,0.258345,0.278539,0.332860,0.471753,0.917694,0.919065,0.954548,1.080218,1.375808,1.396130,1.253130,1.248243,1.339759,0.963736,0.718380,0.619937,0.575129,0.582847,0.549760,0.357364,0.302413,0.267280,0.246496,-0.316503,-0.281862,0.475429,0.150000,0.000000,-0.463139,-0.174164,-0.159027
29.120,0.267642,0.287761,0.358067,0.489064,0.938631,0.922703,0.952937,1.078293,1.352502,1.383581,1.257037,1.247488,1.338627,0.965196,0.711258,0.621918,0.581755,0.594887,0.576822,0.381593,0.307990,0.271399,0.260777,-0.313924,-0.280534,0.475429,0.150000,0.000000,-0.460175,-0.174640,-0.159031
29.140,0.265716,0.292840,0.354737,0.482052,0.944972,0.923453,0.957090,1.078938,1.359272,1.379428,1.255806,1.241214,1.322870,0.963643,0.706855,0.625061,0.580127,0.587584,0.568465,0.371793,0.322178,0.268184,0.258620,-0.311160,-0.279111,0.475429,0.150000,0.000000,-0.457211,-0.175115,-0.159034
29.160,0.268855,0.295037,0.350886,0.495361,0.958223,0.924693,0.954911,1.079112,1.374602,1.376479,1.260662,1.242667,1.326939,0.963132,0.701907,0.618254,0.581874,0.597867,0.573306,0.385582,0.296604,0.268327,0.262666,-0.308580,-0.277783,0.475429,0.150000,0.000000,-0.454247,-0.175590,-0.159036
29.180,0.273745,0.305601,0.359170,0.504452,0.952415,0.920879,0.955934,1.085675,1.373430,1.370682,1.240458,1.229198,1.326268,0.936773,0.717504,0.621678,0.589157,0.592980,0.576035,0.382269,0.318683,0.274658,0.272214,-0.305816,-0.276360,0.475429,0.150000,0.000000,-0.451284,-0.176066,-0.159037
29.200,0.279422,0.298050,0.359561,0.494152,0.967160,0.924510,0.959737,1.080315,1.361403,1.373974,1.252535,1.238606,1.329915,0.953360,0.703584,0.616742,0.579474,0.588946,0.597092,0.393206,0.327541,0.264977,0.275329,-0.303237,-0.275032,0.475429,0.150000,0.000000,-0.448321,-0.176541,-0.159038
29.220,0.277950,0.302917,0.368598,0.510459,0.964829,0.923038,0.964671,1.092809,1.364048,1.359008,1.245855,1.224924,1.321532,0.962213,0.714274,0.616343,0.578882,0.585807,0.607382,0.403395,0.317158,0.281475,0.274242,-0.300473,-0.273609,0.475429,0.150000,0.000000,-0.445359,-0.177016,-0.159039
29.240,0.275931,0.305633,0.371293,0.510047,0.965712,0.918289,0.962148,1.085651,1.362800,1.365093,1.244303,1.226331,1.321539,0.942912,0.697812,0.611995,0.580056,0.591348,0.610619,0.389217,0.305040,0.288329,0.276814,-0.297893,-0.272281,0.475429,0.150000,0.000000,-0.442396,-0.177492,-0.159040
29.260,0.282606,0.314416,0.377056,0.513489,0.957931,0.924586,0.959338,1.079976,1.369510,1.360073,1.237371,1.218938,1.307559,0.957008,0.693508,0.620816,0.576829,0.584685,0.609019,0.399653,0.328050,0.285050,0.276421,-0.295129,-0.270858,0.475429,0.150000,0.000000,-0.439433,-0.177967,-0.159041
29.280,0.287964,0.321142,0.378783,0.530413,0.965823,0.926825,0.962787,1.077899,1.378744,1.355847,1.235694,1.222054,1.308254,0.941828,0.728991,0.616155,0.582691,0.586745,0.619651,0.398743,0.324482,0.288544,0.289092,-0.292550,-0.269530,0.475429,0.150000,0.000000,-0.436471,-0.178442,-0.159041
29.300,0.298630,0.330513,0.384930,0.526592,0.956279,0.926114,0.957911,1.082056,1.373384,1.355385,1.234901,1.220466,1.307801,0.943349,0.700022,0.610774,0.577194,0.597146,0.613121,0.415132,0.329004,0.292199,0.285520,-0.289786,-0.268107,0.475429,0.150000,0.000000,-0.433509,-0.178917,-0.159042
29.320,0.293050,0.323622,0.396484,0.536043,0.966872,0.918642,0.958719,1.090552,1.372200,1.361636,1.233094,1.216152,1.305544,0.952832,0.712606,0.607559,0.576581,0.584054,0.625145,0.423237,0.344362,0.295150,0.290139,-0.287206,-0.266779,0.475429,0.150000,0.000000,-0.430546,-0.179393,-0.159043
29.340,0.291366,0.322555,0.392579,0.534024,0.967662,0.930266,0.969124,1.082782,1.362129,1.346426,1.238250,1.212035,1.299247,0.938460,0.716309,0.609451,0.569081,0.589380,0.640004,0.409886,0.334317,0.294941,0.294211,-0.284534,-0.265405,0.474134,0.000000,1.000000,-0.427584,-0.179868,-0.159043
