timestamp,est_x,est_y,est_theta,gt_x,gt_y,gt_theta,error_m,update_time_ms,kidnapped
0.020000,-0.542006,-0.493666,1.560595,-0.458800,-0.550000,0.000000,0.100483,42.600400,0
0.040000,-0.508785,-0.493456,1.561225,-0.458800,-0.550000,0.000000,0.075470,62.537100,0
0.060000,-0.502479,-0.490333,1.554883,-0.458800,-0.550000,0.000000,0.073946,62.172300,0
0.080000,-0.499787,-0.490937,1.551271,-0.458800,-0.550000,0.000000,0.071891,64.982900,0
0.100000,-0.499538,-0.488759,1.553302,-0.458800,-0.550000,0.000000,0.073553,61.373700,0
0.120000,-0.501587,-0.492263,1.558119,-0.458800,-0.550000,0.000000,0.071863,55.601000,0
0.140000,-0.501280,-0.493578,1.558220,-0.458800,-0.550000,0.000000,0.070626,57.304500,0
0.160000,-0.501195,-0.487493,1.553474,-0.458800,-0.550000,0.000000,0.075528,58.717600,0
0.180000,-0.500688,-0.489763,1.555353,-0.458800,-0.550000,0.000000,0.073369,55.733200,0
0.200000,-0.501975,-0.488169,1.550343,-0.458800,-0.550000,0.000000,0.075413,56.070900,0
0.220000,-0.502401,-0.490317,1.552948,-0.458800,-0.550000,0.000000,0.073912,56.790800,0
0.240000,-0.503237,-0.487887,1.547154,-0.458800,-0.550000,0.000000,0.076372,56.805900,0
0.260000,-0.501310,-0.491458,1.557987,-0.458800,-0.550000,0.000000,0.072348,56.162200,0
0.280000,-0.502549,-0.510583,1.610739,-0.458800,-0.550000,0.000000,0.058887,47.091300,0
0.300000,-0.502043,-0.489332,1.555865,-0.458800,-0.550000,0.000000,0.074502,36.119400,0
0.320000,-0.502032,-0.489409,1.550649,-0.458800,-0.550000,0.000000,0.074433,42.917500,0
0.340000,-0.501557,-0.485895,1.547433,-0.458800,-0.550000,0.000000,0.077056,32.826300,0
0.360000,-0.501100,-0.490786,1.561954,-0.458800,-0.550000,0.000000,0.072771,29.930000,0
0.380000,-0.502196,-0.491767,1.564799,-0.458800,-0.550000,0.000000,0.072625,35.813100,0
0.400000,-0.501352,-0.492965,1.560768,-0.458800,-0.550000,0.000000,0.071160,29.307200,0
0.420000,-0.501417,-0.493679,1.565548,-0.458800,-0.550000,0.000000,0.070628,33.205000,0
