timestamp,est_x,est_y,est_theta,gt_x,gt_y,gt_theta,error_m,update_time_ms,kidnapped
0.020000,-0.533796,-0.477168,1.527638,-0.458800,-0.550000,0.000000,0.104541,38.318400,0
0.040000,-0.505556,-0.488705,1.546905,-0.458800,-0.550000,0.000000,0.077092,28.344200,0
0.060000,-0.502029,-0.491300,1.552475,-0.458800,-0.550000,0.000000,0.072900,28.926400,0
0.080000,-0.502542,-0.489204,1.552443,-0.458800,-0.550000,0.000000,0.074897,35.174700,0
0.100000,-0.503518,-0.487074,1.545490,-0.458800,-0.550000,0.000000,0.077197,28.646600,0
0.120000,-0.501308,-0.486028,1.550906,-0.458800,-0.550000,0.000000,0.076807,39.638600,0
0.140000,-0.500008,-0.490950,1.558535,-0.458800,-0.550000,0.000000,0.072007,49.185000,0
0.160000,-0.501552,-0.484102,1.549990,-0.458800,-0.550000,0.000000,0.078551,51.171100,0
0.180000,-0.504333,-0.488067,1.551181,-0.458800,-0.550000,0.000000,0.076870,52.130400,0
0.200000,-0.501046,-0.492119,1.560415,-0.458800,-0.550000,0.000000,0.071658,57.465000,0
0.220000,-0.499937,-0.492394,1.564675,-0.458800,-0.550000,0.000000,0.070786,58.950400,0
0.240000,-0.500801,-0.491372,1.563240,-0.458800,-0.550000,0.000000,0.072120,40.048500,0
0.260000,-0.500089,-0.493280,1.565787,-0.458800,-0.550000,0.000000,0.070157,38.032000,0
0.280000,-0.501746,-0.494423,1.560759,-0.458800,-0.550000,0.000000,0.070237,30.258600,0
0.300000,-0.499608,-0.492433,1.557861,-0.458800,-0.550000,0.000000,0.070564,29.074300,0
0.320000,-0.499936,-0.491850,1.563089,-0.458800,-0.550000,0.000000,0.071229,29.492600,0
0.340000,-0.503451,-0.489796,1.555203,-0.458800,-0.550000,0.000000,0.074955,31.116700,0
0.360000,-0.503501,-0.488923,1.548952,-0.458800,-0.550000,0.000000,0.075687,31.102900,0
0.380000,-0.501826,-0.488792,1.550814,-0.458800,-0.550000,0.000000,0.074817,28.623600,0
0.400000,-0.502156,-0.485776,1.547266,-0.458800,-0.550000,0.000000,0.077488,56.698500,0
0.420000,-0.501153,-0.488874,1.558250,-0.458800,-0.550000,0.000000,0.074365,56.038700,0
0.440000,-0.501345,-0.491507,1.560308,-0.458800,-0.550000,0.000000,0.072329,54.874600,0
