timestamp,est_x,est_y,est_theta,gt_x,gt_y,gt_theta,error_m,update_time_ms,kidnapped
0.020000,-0.517891,-0.502260,1.558909,-0.458800,-0.550000,0.000000,0.075966,6.133400,0
0.040000,-0.499771,-0.495233,1.560200,-0.458800,-0.550000,0.000000,0.068396,5.992800,0
0.060000,-0.506796,-0.488868,1.559048,-0.458800,-0.550000,0.000000,0.077722,5.919100,0
0.080000,-0.500600,-0.491359,1.551659,-0.458800,-0.550000,0.000000,0.072014,6.017100,0
0.100000,-0.502765,-0.491993,1.545694,-0.458800,-0.550000,0.000000,0.072785,6.212400,0
0.120000,-0.498910,-0.490171,1.553623,-0.458800,-0.550000,0.000000,0.072029,7.342900,0
0.140000,-0.504507,-0.487639,1.548171,-0.458800,-0.550000,0.000000,0.077318,8.750100,0
0.160000,-0.503703,-0.481601,1.545465,-0.458800,-0.550000,0.000000,0.081821,6.319400,0
0.180000,-0.496766,-0.495035,1.565631,-0.458800,-0.550000,0.000000,0.066802,5.864900,0
0.200000,-0.500583,-0.485923,1.553734,-0.458800,-0.550000,0.000000,0.076496,5.847700,0
0.220000,-0.500599,-0.498490,1.568993,-0.458800,-0.550000,0.000000,0.066336,6.255900,0
0.240000,-0.501476,-0.489741,1.561219,-0.458800,-0.550000,0.000000,0.073840,5.884200,0
0.260000,-0.497895,-0.485720,1.543815,-0.458800,-0.550000,0.000000,0.075235,5.878800,0
0.280000,-0.498117,-0.488658,1.555654,-0.458800,-0.550000,0.000000,0.072861,6.038800,0
0.300000,-0.498450,-0.481172,1.542141,-0.458800,-0.550000,0.000000,0.079432,5.881000,0
0.320000,-0.498756,-0.490896,1.552828,-0.458800,-0.550000,0.000000,0.071343,5.887800,0
0.340000,-0.499963,-0.486667,1.552472,-0.458800,-0.550000,0.000000,0.075535,6.060300,0
0.360000,-0.501010,-0.488776,1.542226,-0.458800,-0.550000,0.000000,0.074365,6.195800,0
0.380000,-0.499593,-0.488604,1.550233,-0.458800,-0.550000,0.000000,0.073713,6.225300,0
0.400000,-0.499853,-0.489861,1.552846,-0.458800,-0.550000,0.000000,0.072815,6.120400,0
0.420000,-0.498981,-0.494865,1.577161,-0.458800,-0.550000,0.000000,0.068223,6.179900,0
0.440000,-0.504670,-0.492649,1.562154,-0.458800,-0.550000,0.000000,0.073439,6.172100,0
0.460000,-0.501234,-0.490572,1.545651,-0.458800,-0.550000,0.000000,0.073023,6.186500,0
0.480000,-0.501728,-0.490392,1.563041,-0.458800,-0.550000,0.000000,0.073457,6.213400,0
0.500000,-0.500109,-0.490667,1.554081,-0.458800,-0.550000,0.000000,0.072297,6.203100,0
0.520000,-0.498656,-0.489521,1.567152,-0.458800,-0.550000,0.000000,0.072431,6.210700,0
0.540000,-0.497968,-0.488714,1.558570,-0.458800,-0.550000,0.000000,0.072733,6.211200,0
0.560000,-0.506089,-0.489482,1.550832,-0.458800,-0.550000,0.000000,0.076803,6.252500,0
