timestamp,est_x,est_y,est_theta,gt_x,gt_y,gt_theta,error_m,update_time_ms,kidnapped
0.020000,-0.497867,-0.470102,1.412192,-0.458800,-0.550000,0.000000,0.088937,19.346600,0
0.040000,-0.504453,-0.480199,1.545098,-0.458800,-0.550000,0.000000,0.083405,19.082400,0
0.060000,-0.505039,-0.483912,1.536420,-0.458800,-0.550000,0.000000,0.080658,19.276500,0
0.080000,-0.503620,-0.482000,1.516362,-0.458800,-0.550000,0.000000,0.081442,20.047700,0
0.100000,-0.494533,-0.488978,1.623654,-0.458800,-0.550000,0.000000,0.070715,20.081900,0
0.120000,-0.501595,-0.504034,1.575965,-0.458800,-0.550000,0.000000,0.062804,23.194500,0
0.140000,-0.493853,-0.505775,1.621569,-0.458800,-0.550000,0.000000,0.056432,23.745800,0
0.160000,-0.500355,-0.512265,1.568464,-0.458800,-0.550000,0.000000,0.056131,22.948000,0
0.180000,-0.500243,-0.476212,1.561908,-0.458800,-0.550000,0.000000,0.084630,23.498500,0
0.200000,-0.499137,-0.452618,1.523709,-0.458800,-0.550000,0.000000,0.105406,22.773400,0
0.220000,-0.497752,-0.484403,1.525555,-0.458800,-0.550000,0.000000,0.076290,20.431200,0
0.240000,-0.503658,-0.486666,1.512279,-0.458800,-0.550000,0.000000,0.077611,20.569600,0
0.260000,-0.501984,-0.488545,1.513320,-0.458800,-0.550000,0.000000,0.075110,21.412600,0
0.280000,-0.501947,-0.474205,1.512338,-0.458800,-0.550000,0.000000,0.087215,21.207800,0
0.300000,-0.502291,-0.474931,1.553497,-0.458800,-0.550000,0.000000,0.086757,20.439500,0
0.320000,-0.498056,-0.473352,1.536298,-0.458800,-0.550000,0.000000,0.086116,20.662000,0
0.340000,-0.505941,-0.479808,1.520168,-0.458800,-0.550000,0.000000,0.084553,20.543400,0
0.360000,-0.499530,-0.496813,1.526990,-0.458800,-0.550000,0.000000,0.066991,21.690700,0
0.380000,-0.498236,-0.491967,1.534021,-0.458800,-0.550000,0.000000,0.070164,22.735500,0
0.400000,-0.499803,-0.472273,1.501889,-0.458800,-0.550000,0.000000,0.087880,22.867000,0
0.420000,-0.503950,-0.483348,1.565463,-0.458800,-0.550000,0.000000,0.080505,21.439400,0
0.440000,-0.500223,-0.478666,1.571530,-0.458800,-0.550000,0.000000,0.082489,21.428800,0
0.460000,-0.499206,-0.488462,1.560762,-0.458800,-0.550000,0.000000,0.073618,20.209800,0
0.480000,-0.496726,-0.460968,1.527421,-0.458800,-0.550000,0.000000,0.096773,19.842700,0
0.500000,-0.500384,-0.478953,1.524982,-0.458800,-0.550000,0.000000,0.082322,20.050200,0
0.520000,-0.511474,-0.510301,1.575621,-0.458800,-0.550000,0.000000,0.065958,20.409800,0
0.540000,-0.503567,-0.477191,1.562312,-0.458800,-0.550000,0.000000,0.085471,19.713600,0
0.560000,-0.499775,-0.495513,1.619388,-0.458800,-0.550000,0.000000,0.068174,20.015700,0
0.580000,-0.497273,-0.497839,1.585981,-0.458800,-0.550000,0.000000,0.064815,19.861800,0
0.600000,-0.500671,-0.514595,1.599846,-0.458800,-0.550000,0.000000,0.054834,19.985900,0
0.620000,-0.504247,-0.470338,1.509864,-0.458800,-0.550000,0.000000,0.091714,19.417200,0
0.640000,-0.499817,-0.508212,1.580579,-0.458800,-0.550000,0.000000,0.058555,19.525500,0
0.660000,-0.499277,-0.475955,1.560533,-0.458800,-0.550000,0.000000,0.084387,19.673900,0
0.680000,-0.501923,-0.490727,1.579869,-0.458800,-0.550000,0.000000,0.073300,19.783700,0
0.700000,-0.496655,-0.510836,1.595741,-0.458800,-0.550000,0.000000,0.054468,19.884600,0
0.720000,-0.498320,-0.500571,1.595220,-0.458800,-0.550000,0.000000,0.063286,19.648300,0
0.740000,-0.501349,-0.463076,1.499097,-0.458800,-0.550000,0.000000,0.096779,19.958300,0
0.760000,-0.501489,-0.508069,1.553641,-0.458800,-0.550000,0.000000,0.059838,19.633500,0
0.780000,-0.500912,-0.500748,1.565598,-0.458800,-0.550000,0.000000,0.064801,19.146800,0
0.800000,-0.505021,-0.518525,1.581054,-0.458800,-0.550000,0.000000,0.055920,19.847000,0
0.820000,-0.499922,-0.501840,1.597985,-0.458800,-0.550000,0.000000,0.063328,20.372700,0
0.840000,-0.499327,-0.502760,1.564519,-0.458800,-0.550000,0.000000,0.062242,19.908400,0
0.860000,-0.501348,-0.500707,1.557167,-0.458800,-0.550000,0.000000,0.065116,20.842700,0
0.880000,-0.505955,-0.504407,1.547803,-0.458800,-0.550000,0.000000,0.065592,20.425200,0
0.900000,-0.503930,-0.504200,1.566902,-0.458800,-0.550000,0.000000,0.064299,22.201200,0
0.920000,-0.501229,-0.507116,1.547903,-0.458800,-0.550000,0.000000,0.060326,20.859800,0
0.940000,-0.501919,-0.460633,1.519059,-0.458800,-0.550000,0.000000,0.099225,20.581800,0
0.960000,-0.498293,-0.483060,1.535452,-0.458800,-0.550000,0.000000,0.077722,21.108200,0
0.980000,-0.502937,-0.501893,1.598292,-0.458800,-0.550000,0.000000,0.065287,20.530300,0
1.000000,-0.497828,-0.510707,1.590822,-0.458800,-0.550000,0.000000,0.055382,20.981800,0
1.020000,-0.500908,-0.472240,1.545804,-0.458800,-0.550000,0.000000,0.088429,20.742700,0
1.040000,-0.501437,-0.484238,1.543592,-0.458800,-0.550000,0.000000,0.078374,21.155600,0
1.060000,-0.497704,-0.480746,1.535230,-0.458800,-0.550000,0.000000,0.079433,19.460600,0
1.080000,-0.499378,-0.491278,1.522402,-0.458800,-0.550000,0.000000,0.071378,18.849000,0
1.100000,-0.496197,-0.493426,1.531625,-0.458800,-0.550000,0.000000,0.067817,18.304800,0
1.120000,-0.498637,-0.491678,1.547720,-0.458800,-0.550000,0.000000,0.070629,18.745800,0
1.140000,-0.499262,-0.483813,1.529443,-0.458800,-0.550000,0.000000,0.077575,19.526000,0
1.160000,-0.503092,-0.491839,1.530751,-0.458800,-0.550000,0.000000,0.073106,19.343900,0
1.180000,-0.499151,-0.488606,1.523418,-0.458800,-0.550000,0.000000,0.073467,19.202200,0
1.200000,-0.500019,-0.488972,1.594839,-0.458800,-0.550000,0.000000,0.073644,27.740700,0
1.220000,-0.498441,-0.504747,1.575993,-0.458800,-0.550000,0.000000,0.060160,18.935500,0
1.240000,-0.502351,-0.516982,1.623270,-0.458800,-0.550000,0.000000,0.054653,20.290900,0
1.260000,-0.501556,-0.508539,1.588545,-0.458800,-0.550000,0.000000,0.059558,20.476800,0
1.280000,-0.499526,-0.496129,1.612945,-0.458800,-0.550000,0.000000,0.067533,19.641400,0
1.300000,-0.500010,-0.470256,1.505219,-0.458800,-0.550000,0.000000,0.089763,19.270000,0
1.320000,-0.500549,-0.473386,1.578106,-0.458800,-0.550000,0.000000,0.087251,20.297700,0
1.340000,-0.504024,-0.504887,1.598093,-0.458800,-0.550000,0.000000,0.063878,20.068600,0
1.360000,-0.497873,-0.489085,1.600079,-0.458800,-0.550000,0.000000,0.072369,20.426800,0
1.380000,-0.495536,-0.514538,1.595817,-0.458800,-0.550000,0.000000,0.051059,21.642200,0
1.400000,-0.500281,-0.485264,1.587360,-0.458800,-0.550000,0.000000,0.076886,21.574300,0
1.420000,-0.501914,-0.500847,1.575447,-0.458800,-0.550000,0.000000,0.065382,20.881000,0
1.440000,-0.504979,-0.446523,1.463176,-0.458800,-0.550000,0.000000,0.113314,21.562300,0
1.460000,-0.503100,-0.489287,1.531136,-0.458800,-0.550000,0.000000,0.075157,21.259100,0
1.480000,-0.501677,-0.477339,1.517481,-0.458800,-0.550000,0.000000,0.084369,21.745000,0
1.500000,-0.501633,-0.485712,1.593020,-0.458800,-0.550000,0.000000,0.077250,21.974200,0
1.520000,-0.498143,-0.500320,1.568480,-0.458800,-0.550000,0.000000,0.063372,21.853000,0
1.540000,-0.498245,-0.500083,1.593432,-0.458800,-0.550000,0.000000,0.063621,21.958600,0
1.560000,-0.499297,-0.452811,1.558980,-0.458800,-0.550000,0.000000,0.105289,20.140100,0
1.580000,-0.503148,-0.502739,1.577394,-0.458800,-0.550000,0.000000,0.064810,19.207000,0
1.600000,-0.499155,-0.520148,1.630186,-0.458800,-0.550000,0.000000,0.050197,19.398800,0
1.620000,-0.500085,-0.492547,1.605637,-0.458800,-0.550000,0.000000,0.070749,20.472200,0
1.640000,-0.499477,-0.515701,1.601057,-0.458800,-0.550000,0.000000,0.053208,20.943200,0
1.660000,-0.505378,-0.477236,1.631400,-0.458800,-0.550000,0.000000,0.086396,21.032800,0
1.680000,-0.498214,-0.493348,1.564682,-0.458800,-0.550000,0.000000,0.069014,19.076200,0
1.700000,-0.503689,-0.502030,1.566600,-0.458800,-0.550000,0.000000,0.065697,19.947100,0
1.720000,-0.500525,-0.516335,1.583265,-0.458800,-0.550000,0.000000,0.053613,19.503700,0
1.740000,-0.503640,-0.482541,1.575450,-0.458800,-0.550000,0.000000,0.081002,22.109300,0
1.760000,-0.499239,-0.500722,1.581678,-0.458800,-0.550000,0.000000,0.063747,28.254800,0
1.780000,-0.502888,-0.497146,1.586079,-0.458800,-0.550000,0.000000,0.068828,26.436500,0
1.800000,-0.502070,-0.515708,1.596302,-0.458800,-0.550000,0.000000,0.055210,21.020500,0
1.820000,-0.502518,-0.478149,1.577008,-0.458800,-0.550000,0.000000,0.084106,19.971300,0
1.840000,-0.504390,-0.488191,1.560884,-0.458800,-0.550000,0.000000,0.076804,20.534300,0
1.860000,-0.502645,-0.501037,1.557770,-0.458800,-0.550000,0.000000,0.065724,20.076100,0
1.880000,-0.502830,-0.496361,1.533087,-0.458800,-0.550000,0.000000,0.069396,20.616700,0
1.900000,-0.503632,-0.468642,1.513621,-0.458800,-0.550000,0.000000,0.092893,19.980800,0
1.920000,-0.499375,-0.482715,1.522509,-0.458800,-0.550000,0.000000,0.078572,19.665600,0
1.940000,-0.499935,-0.471971,1.522033,-0.458800,-0.550000,0.000000,0.088208,20.187300,0
1.960000,-0.499747,-0.487829,1.534832,-0.458800,-0.550000,0.000000,0.074444,20.311900,0
1.980000,-0.500571,-0.492943,1.518152,-0.458800,-0.550000,0.000000,0.070713,20.328100,0
2.000000,-0.504306,-0.475750,1.537490,-0.458800,-0.550000,0.000000,0.087085,19.662700,0
2.020000,-0.497947,-0.488070,1.543345,-0.458800,-0.550000,0.000000,0.073265,20.866800,0
2.040000,-0.503251,-0.468869,1.507195,-0.458800,-0.550000,0.000000,0.092511,20.935800,0
2.060000,-0.504074,-0.493906,1.523610,-0.458800,-0.550000,0.000000,0.072085,21.193000,0
2.080000,-0.499513,-0.482149,1.531880,-0.458800,-0.550000,0.000000,0.079129,21.549500,0
2.100000,-0.502319,-0.489868,1.533456,-0.458800,-0.550000,0.000000,0.074228,21.866300,0
